round,count
1,8322
2,7547
3,4845
4,7810
5,5711
6,5628
7,4388
8,6253
9,10729
10,4914
11,6079
12,4945
13,5189
14,7506
15,5564
16,6645
17,5805
18,5596
19,3601
20,3607
21,6174
22,7527
23,5762
24,6887
25,5482
26,3013
27,3574
28,5524
29,3507
30,5811
31,5326
32,5884
33,5507
34,3845
35,7261
36,4653
37,5724
38,3910
39,5101
40,3084
41,4085
42,4510
43,4827
44,4314
45,2740
46,1958
47,5311
48,6101
49,4556
50,7028
51,4096
52,4548
53,3168
54,5285
55,6148
56,2771
57,6641
58,4067
59,4218
60,3823
61,6369
62,5766
63,2477
64,4076
65,4360
66,4893
67,5480
68,3490
69,5009
70,4514
71,1639
72,1854
73,3062
74,3789
75,4406
76,3674
77,4663
78,2262
79,1633
80,4362
81,5240
82,4921
83,1821
84,2013
85,1531
86,3030
87,3589
88,2241
89,2205
90,2914
91,1798
92,2199
93,3401
94,3075
95,4380
96,3592
97,2252
98,1323
99,4863
100,5379
