round,total_tbSize
1,4190201
2,5194200
3,3155232
4,4459920
5,4109299
6,4444950
7,4084720
8,4160540
9,5756488
10,4540040
11,4947513
12,3894700
13,4707090
14,4987767
15,4517570
16,5677654
17,4364618
18,4674272
19,3684225
20,3740262
21,4956724
22,5269790
23,4958636
24,5921660
25,5255033
26,2921601
27,3393958
28,5230504
29,3118685
30,5165957
31,3859636
32,5562117
33,5415610
34,3894807
35,5382739
36,4553561
37,4512500
38,3053019
39,4450327
40,4164837
41,2673640
42,4481960
43,4826392
44,3741475
45,3243791
46,2054277
47,5511788
48,5246006
49,4449298
50,5918857
51,2928289
52,4409633
53,3018348
54,5826495
55,5309880
56,2959736
57,5866298
58,4341352
59,4234021
60,3105098
61,6473148
62,5990340
63,3753105
64,4293033
65,4043505
66,4030308
67,3935776
68,3708162
69,5389219
70,4706900
71,2516880
72,2892636
73,3837519
74,4704926
75,3509186
76,4020423
77,4730960
78,3150810
79,2218566
80,5672362
81,5599663
82,4914805
83,2765886
84,3107051
85,2470610
86,4342955
87,3316006
88,3370517
89,2367096
90,3498991
91,2410717
92,2495344
93,3622241
94,3833862
95,4986739
96,3841558
97,3153955
98,2363702
99,4945819
100,4291098
