round,ids
1,127;75;72;105
2,52;27;89;143;55
3,130;147
4,71;64;27;3
5,6;104
6,26;25;133
7,76;112;137
8,44;4;34;137
9,136;18;56;84;81
10,141;127;76
11,45;55;66;146
12,51;76;69
13,103;98;144;122
14,116;42
15,118;46
16,9;127;143;75;50
17,44;84;9
18,26;71;9;93
19,129;134
20,4;104
21,128;70;10;105
22,110;98;136;76;78
23,148;9;51
24,91;116;66;90;70
25,131;25;134;149
26,68;52
27,33;68
28,100;125;137;92
29,23;78;64
30,51;109;121;76;130
31,76;34;143
32,56;75;46
33,52;42;145;98;93
34,135;63
35,134;112;104;84
36,136;128;112;108
37,27;31
38,128;127;132
39,137;9;118
40,91;128;123
41,121;31;25
42,92;23;136;55
43,51;108;33;105
44,139;147;20
45,109;110
46,130
47,72;50;12
48,42;25;18
49,76;101;93
50,91;27;45;104;34;124
51,34;87;51
52,51;27;55;85
53,84;103
54,68;127;147;12
55,56;81;3;12
56,50;128;55
57,84;9;118;141;137;39
58,148;27;115;147
59,111;6;128;2
60,139;20
61,7;134;60
62,96;118;46;111
63,98;143;93
64,83;72;4;118;75
65,136;121;78;70
66,131;33;128
67,34;143;70
68,51
69,83;6;130;4;20
70,104;128;93;88
71,72;124
72,112;129;138
73,20;136;145
74,76;112;68;3
75,125;16;94;78
76,108;56;109;88
77,94;45;104;9;50
78,131;139;105
79,91;96
80,51;50;108;147
81,129;26
82,148;139;18;136;96
83,131;7;60
84,7;58;100
85,50;112;55
86,94;129;110
87,143;78;92
88,10;93;100
89,91;125;68
90,136;127;122
91,147;42
92,139;76;104
93,62;148;49
94,104;81;5
95,143;70;139;76;90
96,84;25;68;5
97,25;39
98,45;26
99,2;94;134;20;12
100,135;127;93
