round,ids
1,4.00453;4.20257;4.20503;4.23907
2,3.57307;4.11307;4.11407;4.37607;4.68157
3,4.32957;4.80907
4,4.21657;4.56207;4.56503;4.91807
5,4.45103;4.49757
6,3.15307;3.76106;4.30753
7,2.60957;2.92357;4.28457
8,3.33706;3.87653;3.87957;4.49853
9,4.40557;4.40757;4.56053;4.57353;4.66857
10,2.97557;3.37857;3.62557
11,3.27107;3.55607;3.79157;4.06203
12,3.19503;3.25806;4.46008
13,2.72657;2.91506;4.15807;4.49953
14,4.46707;4.52807
15,3.23753;4.19957
16,3.07307;3.29407;3.67356;3.71507;4.61207
17,3.83657;4.07907;4.28353
18,3.75807;4.10757;4.24407;4.92153
19,2.03303;2.32107
20,2.36357;2.66907
21,2.50756;2.98203;3.42657;3.47507
22,2.90106;3.48907;3.52957;3.63653;3.69507
23,3.28906;3.65707;3.65757
24,3.45557;3.63857;3.76007;4.17306;4.46407
25,2.92206;3.14903;3.99507;4.07307
26,2.09007;2.41403
27,2.70053;3.22003
28,2.85553;3.05407;4.24207;4.78507
29,2.36057;2.52907;2.74853
30,2.55457;2.96407;3.26653;3.52407;3.60057
31,4.11757;4.25907;4.38757
32,2.42907;3.33057;3.71453
33,1.84707;3.34157;3.54803;3.96707;4.53857
34,2.46757;3.43107
35,3.27906;3.81457;3.82207;3.85757
36,2.21453;2.57607;2.70257;4.36257
37,3.75007;3.86207
38,2.93457;2.98607;4.46607
39,2.48057;3.62507;3.80807
40,1.40607;1.97457;3.05656
41,2.86907;3.22153;3.22207
42,2.08757;2.56953;2.77353;2.97457
43,2.36257;2.86053;2.99408;3.23303
44,3.05103;4.02206;4.94157
45,1.33306;2.52057
46,2.30507
47,3.31257;3.79807;3.99007
48,2.79607;3.22057;3.22057
49,2.96557;3.03457;3.95853
50,1.96707;3.14257;3.55657;3.57357;3.66506;4.20557
51,2.439;2.439;2.5165
52,2.3185;2.917;2.99146;3.372
53,1.9735;2.355
54,1.98946;2.7845;4.0125;4.74396
55,2.9915;3.4415;3.595;4.083
56,2.07696;2.352;2.4795
57,1.7125;3.3805;3.52546;3.81896;4.2665;4.8155
58,1.4735;2.77346;3.44496;4.21051
59,3.00446;3.11;3.4215;4.0055
60,3.1585;4.3925
61,3.2915;3.561;4.8185
62,2.2825;2.8285;3.8515;4.693
63,1.386;1.927;2.6465
64,1.7465;1.98297;2.2085;2.47647;2.545
65,1.8595;2.97197;3.29197;4.32296
66,2.7195;3.892;3.9685
67,3.7775;3.7775;4.4345
68,2.3355
69,1.525;2.679;2.955;2.97596;4.7425
70,2.08496;2.131;2.9405;4.543
71,1.3765;2.5925
72,1.025;1.53;2.341
73,1.8785;2.1925;3.5755
74,1.09847;2.095;2.76751;2.875
75,2.1885;2.265;2.265;2.62096
76,1.177;2.31;2.3105;3.56247
77,1.719;1.9635;2.282;2.282;4.965
78,1.0845;2.003;2.45597
79,1.58746;1.716
80,2.1095;2.7575;3.014;3.2395
81,2.20096;2.74946
82,1.928;2.3325;2.533;2.6055;2.91946
83,1.12846;1.4845;2.0695
84,1.0705;1.749;2.33
85,1.09447;1.434;1.6005
86,1.11747;1.5945;3.145
87,1.8035;2.2835;2.3825
88,1.526;2.30401;2.9415
89,1.048;1.72596;1.727
90,1.84597;1.9555;2.659
91,1.33401;1.7335
92,1.554;1.77196;1.83097
93,1.867;2.2895;4.87301
94,1.683;2.1225;3.242
95,1.747;1.798;2.352;2.56946;3.6835
96,1.091;2.33297;2.33896;2.89896
97,1.6355;4.613
98,1.001;1.21896
99,1.10847;2.4835;2.4835;3.04846;3.54
100,3.3055;3.311;3.876
