round,total_ul_rbg
1,52913
2,29641
3,27525
4,26076
5,27325
6,27698
7,27310
8,25908
9,27408
10,27100
11,27573
12,27029
13,26221
14,26785
15,28366
16,27123
17,27284
18,28015
19,26840
20,26792
21,26048
22,27157
23,26837
24,27597
25,26921
26,26867
27,26814
28,27124
29,26345
30,27367
31,26951
32,26795
33,26732
34,27751
35,27776
36,27456
37,27186
38,25616
39,27034
40,25805
41,25963
42,26874
43,26592
44,26576
45,26105
46,26304
47,29777
48,29073
49,27369
50,22957
51,25573
52,25932
53,25375
54,26451
55,27627
56,25661
57,26322
58,26728
59,26968
60,25861
61,21484
62,20791
63,19783
64,19223
65,19795
66,19076
67,14869
68,10475
69,9520
70,9718
71,9426
72,9159
73,9704
74,9499
75,9465
76,9198
77,10620
78,9302
79,8779
80,9306
81,9979
82,9644
83,9480
84,8922
85,9294
86,9974
87,10134
88,9282
89,9568
90,9664
91,9299
92,9437
93,9713
94,9518
95,9951
96,9779
97,9969
98,9184
99,8901
100,10273
