round,total_ul_rbg
1,46050
2,55246
3,29891
4,47170
5,42659
6,45604
7,40663
8,44041
9,60879
10,46355
11,52181
12,40290
13,48005
14,49033
15,43225
16,59331
17,44097
18,47993
19,36195
20,36768
21,52012
22,56435
23,50719
24,61738
25,53279
26,27931
27,32103
28,51436
29,33982
30,55776
31,40656
32,56812
33,56254
34,37928
35,55013
36,46876
37,45072
38,31859
39,45635
40,41069
41,29152
42,46554
43,48737
44,37353
45,31684
46,19425
47,50896
48,52057
49,42781
50,62086
51,31105
52,45610
53,30899
54,57514
55,54522
56,31424
57,60199
58,44822
59,42902
60,29281
61,61180
62,59371
63,37755
64,47541
65,42790
66,41248
67,40684
68,34963
69,56368
70,48034
71,25820
72,30992
73,37781
74,49567
75,39203
76,41259
77,49306
78,33448
79,23401
80,56986
81,55797
82,53348
83,30562
84,31708
85,27025
86,43079
87,35529
88,34510
89,26533
90,36506
91,24258
92,27542
93,36259
94,39249
95,52710
96,40871
97,30537
98,25553
99,52177
100,42373
