round,avg_ul_mcs
1,27.8625
2,27.7839
3,27.5988
4,27.774
5,27.35
6,27.2486
7,27.4362
8,27.7427
9,27.857
10,27.6193
11,27.2999
12,27.0918
13,27.7512
14,27.7012
15,27.0084
16,27.07
17,27.3418
18,27.522
19,26.9956
20,27.2165
21,27.6991
22,27.7866
23,27.6015
24,27.4233
25,27.3568
26,27.149
27,27.3724
28,27.731
29,26.7052
30,27.7085
31,27.5242
32,27.6295
33,27.5184
34,27.193
35,27.7193
36,27.7326
37,27.3616
38,27.2588
39,27.5905
40,27.5
41,27.5787
42,27.786
43,27.5714
44,27.3755
45,27.3891
46,27.0659
47,27.6615
48,27.4899
49,27.4932
50,27.7607
51,27.4629
52,27.3006
53,27.5448
54,27.6571
55,27.7334
56,26.9379
57,27.6865
58,27.5117
59,27.4554
60,27.0547
61,27.4666
62,27.4832
63,27.5813
64,27.5064
65,27.4931
66,27.3822
67,27.5409
68,26.8682
69,27.6139
70,27.366
71,27.2587
72,27.4574
73,27.2978
74,27.7063
75,27.7606
76,27.3424
77,27.6787
78,27.5531
79,26.9969
80,27.5163
81,27.2176
82,27.7927
83,27.3998
84,27.5718
85,27.4389
86,26.8561
87,26.6907
88,27.5444
89,27.6104
90,27.43
91,27.4155
92,27.6817
93,27.3511
94,27.1002
95,27.5694
96,27.6565
97,27.4747
98,27.5193
99,27.7273
100,27.5598
