round,avg_ul_mcs
1,27.453
2,26.2614
3,27.0647
4,27.0672
5,27.2504
6,27.8288
7,27.6307
8,25.9687
9,27.7937
10,27.2797
11,27.3886
12,27.4531
13,26.9039
14,27.0459
15,26.9786
16,26.5438
17,27.4642
18,27.7199
19,27.5449
20,27.3467
21,27.2281
22,27.622
23,27.6822
24,27.6612
25,27.4584
26,27.8191
27,26.9293
28,27.7714
29,27.3007
30,26.6333
31,27.6075
32,27.4942
33,27.6283
34,27.2387
35,27.8116
36,26.2574
37,27.1023
38,27.0193
39,27.5341
40,27.3506
41,27.709
42,27.4163
43,27.1795
44,27.4052
45,27.6282
46,27.274
47,27.4799
48,27.5059
49,27.5676
50,27.5926
51,27.4991
52,27.629
53,27.4683
54,27.5632
55,27.6237
56,26.8529
57,27.1604
58,27.5992
59,27.047
60,27.3789
61,27.7378
62,27.5939
63,27.4518
64,27.6371
65,27.7665
66,27.7836
67,27.7424
68,27.5902
69,27.6891
70,26.7361
71,26.9897
72,27.5356
73,27.6325
74,27.601
75,27.2127
76,27.1562
77,27.5285
78,26.7393
79,27.1652
80,26.5041
81,27.4176
82,27.039
83,27.1709
84,27.5213
85,27.3931
86,27.6944
87,27.5129
88,27.3925
89,27.7412
90,27.4994
91,27.2629
92,27.3285
93,27.5893
94,27.6474
95,27.747
96,27.6853
97,27.724
98,27.6022
99,27.5629
100,27.1808
