round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,18:12:51,18:20:05,434.403
2,6,11,5,18:20:05,18:26:46,400.699
3,11,16,5,18:26:46,18:34:21,455.416
4,16,21,5,18:34:21,18:42:26,484.951
5,21,26,5,18:42:26,18:49:06,399.835
6,26,31,5,18:49:06,18:57:07,480.916
7,31,36,5,18:57:07,19:05:06,479.681
8,36,41,5,19:05:06,19:12:53,466.928
9,41,46,5,19:12:53,19:20:46,472.27
10,46,51,5,19:20:46,19:28:01,435.733
11,51,56,5,19:28:01,19:35:20,438.633
12,56,61,5,19:35:20,19:42:51,451.034
13,61,66,5,19:42:51,19:49:17,385.712
14,66,71,5,19:49:17,19:56:05,407.78
15,71,76,5,19:56:05,20:03:14,429.7
16,76,81,5,20:03:14,20:10:40,445.637
17,81,86,5,20:10:40,20:17:43,422.605
18,86,91,5,20:17:43,20:24:37,413.992
19,91,96,5,20:24:37,20:31:31,414.62
20,96,101,5,20:31:31,20:38:37,425.677
21,101,106,5,20:38:37,20:45:50,433.131
22,106,111,5,20:45:50,20:52:06,376.107
23,111,116,5,20:52:06,20:58:01,355.218
24,116,121,5,20:58:01,21:04:25,383.268
25,121,126,5,21:04:25,21:10:54,389.077
26,126,131,5,21:10:54,21:17:45,411.6
27,131,136,5,21:17:45,21:24:09,383.8
28,136,141,5,21:24:09,21:31:11,421.619
29,141,146,5,21:31:11,21:38:12,421.68
30,146,151,5,21:38:12,21:45:00,407.423
31,151,156,5,21:45:00,21:51:26,386.688
32,156,161,5,21:51:26,21:57:58,391.859
33,161,166,5,21:57:58,22:05:05,426.791
34,166,171,5,22:05:05,22:11:36,390.457
35,171,176,5,22:11:36,22:17:58,382.581
36,176,181,5,22:17:58,22:23:37,338.97
37,181,186,5,22:23:37,22:30:31,414.131
38,186,191,5,22:30:31,22:36:51,380.09
39,191,196,5,22:36:51,22:43:23,392.044
40,196,201,5,22:43:23,22:50:02,398.728
41,201,206,5,22:50:02,22:56:18,375.468
42,206,211,5,22:56:18,23:02:47,389.112
43,211,216,5,23:02:47,23:08:56,369.374
44,216,221,5,23:08:56,23:15:57,420.665
45,221,226,5,23:15:57,23:21:48,351.201
46,226,231,5,23:21:48,23:29:00,432.371
47,231,236,5,23:29:00,23:35:08,367.331
48,236,241,5,23:35:08,23:41:23,375.161
49,241,246,5,23:41:23,23:47:41,377.775
50,246,251,5,23:47:41,23:54:31,410.214
51,251,256,5,23:54:31,00:00:56,385.441
52,256,261,5,00:00:56,00:06:55,359.019
53,261,266,5,00:06:55,00:13:45,409.229
54,266,271,5,00:13:45,00:20:36,411.286
55,271,276,5,00:20:36,00:27:27,411.069
56,276,281,5,00:27:27,00:33:13,346.335
57,281,286,5,00:33:13,00:39:24,370.82
58,286,291,5,00:39:24,00:46:31,427.001
59,291,296,5,00:46:31,00:52:33,361.633
60,296,301,5,00:52:33,00:58:48,375.232
61,301,306,5,00:58:48,01:05:05,376.836
62,306,311,5,01:05:05,01:10:58,353.614
63,311,316,5,01:10:58,01:16:57,359.054
64,316,321,5,01:16:57,01:23:43,405.963
65,321,326,5,01:23:43,01:29:47,363.353
66,326,331,5,01:29:47,01:36:27,400.128
67,331,336,5,01:36:27,01:42:37,370.06
68,336,341,5,01:42:37,01:48:49,372.035
69,341,346,5,01:48:49,01:55:23,394.475
70,346,351,5,01:55:23,02:01:07,343.242
71,351,356,5,02:01:07,02:07:25,378.208
72,356,361,5,02:07:25,02:13:24,359.472
73,361,366,5,02:13:24,02:19:22,357.138
74,366,371,5,02:19:22,02:25:43,381.209
75,371,376,5,02:25:43,02:32:08,385.748
76,376,381,5,02:32:08,02:38:15,366.284
77,381,386,5,02:38:15,02:44:05,350.081
78,386,391,5,02:44:05,02:50:47,401.873
79,391,396,5,02:50:47,02:58:10,443.423
80,396,401,5,02:58:10,03:03:50,339.356
81,401,406,5,03:03:50,03:09:31,341.559
82,406,411,5,03:09:31,03:15:28,357.324
83,411,416,5,03:15:28,03:21:46,377.779
84,416,421,5,03:21:46,03:27:50,363.591
85,421,426,5,03:27:50,03:33:48,358.67
86,426,431,5,03:33:48,03:39:42,353.134
87,431,436,5,03:39:42,03:45:52,370.899
88,436,441,5,03:45:53,03:51:30,337.814
89,441,446,5,03:51:30,03:58:08,397.236
90,446,451,5,03:58:08,04:03:57,349.516
91,451,456,5,04:03:57,04:10:42,404.691
92,456,461,5,04:10:42,04:16:24,342.57
93,461,466,5,04:16:24,04:22:44,379.907
94,466,471,5,04:22:44,04:29:33,408.918
95,471,476,5,04:29:33,04:35:45,372.092
96,476,481,5,04:35:45,04:42:25,399.74
97,481,486,5,04:42:25,04:48:41,375.965
98,486,491,5,04:48:41,04:54:39,358.007
99,491,496,5,04:54:39,05:01:15,396.165
100,496,501,5,05:01:15,05:07:08,353.042
