round,total_ul_rbg
1,61909
2,47808
3,45099
4,44325
5,38245
6,38508
7,39615
8,38676
9,41409
10,39847
11,42327
12,35557
13,26687
14,27082
15,28550
16,29386
17,27375
18,26893
19,26570
20,28090
21,27657
22,27256
23,26453
24,27601
25,27911
26,27716
27,26508
28,27856
29,29362
30,27160
31,27555
32,27891
33,28372
34,27349
35,27145
36,26004
37,27724
38,27737
39,26675
40,26979
41,26607
42,27034
43,26337
44,27861
45,26210
46,28033
47,27038
48,26694
49,27853
50,28221
51,26778
52,26919
53,27790
54,27422
55,27625
56,27493
57,27125
58,27180
59,27143
60,26848
61,25836
62,25802
63,26024
64,26901
65,26546
66,26211
67,27004
68,26481
69,27143
70,27332
71,27929
72,27052
73,26502
74,27512
75,27262
76,27560
77,26459
78,27362
79,29197
80,25943
81,25465
82,26515
83,27134
84,27076
85,26667
86,26255
87,27023
88,26122
89,26794
90,26354
91,26873
92,27921
93,26967
94,26660
95,26514
96,27319
97,27122
98,26530
99,26880
100,27226
