round,ids
1,4.66453
2,3.21607;3.41757
5,3.19056;3.28357;3.31107
6,4.89407
8,4.83707
9,4.44203;4.63607;4.63607
10,3.73257;3.98557;4.42157
11,3.89106;4.79607
12,4.30407;4.43907;4.56807
13,2.52107;3.27407
14,3.10303;3.28657
15,3.66407;4.69953
16,3.49257;3.75007;4.12907
17,3.35457;3.62606
18,3.33557;3.34107;3.42357;3.59307
19,2.80107;3.08007;3.34007
20,3.24107;3.70707;3.92056
21,3.26257;3.96553
22,1.91707;2.26907;3.22307
23,1.81953;1.92907;2.22657
24,2.31406;2.46557;3.25757;3.53007
25,2.29253
26,2.91153;3.13607;3.48357;4.30757;4.45303
27,2.47007;3.24607
28,2.32657;3.37507;3.65503;3.70807;4.16257
29,2.52107;3.20607
30,2.94257;3.26207
31,2.06957;2.70057;2.91907
32,2.83308;4.43307
33,4.06707;4.22157;4.23903;4.56007
34,2.43306;2.67057
35,2.18903;2.43057;3.76057;4.08807
36,1.48453
37,2.89053;3.22157;3.63157;4.27257
38,1.48607;3.02307;3.38057
39,2.67203;2.95557;3.21107
40,1.95707;3.08357;3.08407;3.21057
41,2.14307;2.29507;2.34457;2.93457
42,2.51903;3.25157;3.28457
43,1.65207;2.17607;2.41257
44,2.57907;3.45707;3.88356
45,1.12357;1.93253;2.28057
46,2.19857;2.97257;3.84407;4.90057
47,1.79757;2.28657;2.88357
48,1.85107;2.12407;4.93407
49,2.15153;2.45107;2.78107
50,1.85008;3.37007;4.14007;4.77357
51,2.69207;2.92307;3.66457
52,1.79903;1.80157;4.54453
53,2.60007;3.04107;3.10307
54,1.37407;3.26957;3.27257;3.54003
55,2.74307;3.12957;3.45757
56,1.45203
57,1.53207;2.65757;2.84607
58,2.55457;2.94156;3.10507;3.41807
59,1.93553;2.15857
60,2.19907;2.53553;3.65907
61,1.79303;2.14553;2.23753;3.83753
62,1.19207;1.87653;2.55107
63,1.38357;1.83607;2.60607
64,2.77007;2.90357;3.05757;3.07903
65,2.03807;2.32007;3.36557
66,1.47307;3.24056;3.24206;3.24206;3.62107
67,1.30357;2.22807;2.56603;2.56653
68,1.82157;2.20657;2.40257;2.73853
69,1.54207;2.66158;3.04457;3.16853;3.50257
70,1.32206
71,2.23707;2.28257;2.48307
72,2.00307;2.14107;2.52006
73,1.75707;2.10008;2.32007
74,2.43853;2.85103;4.71403
75,2.49557;3.00957;3.86207;4.05507
76,1.89457;4.79206
77,1.21757;1.76707
78,3.33357;3.53903
79,2.80057;4.25857;4.38907;4.65707;4.74157
80,1.42507
81,1.24357;1.41953
82,1.52307;1.92853
83,1.45107;2.68607;3.56607
84,1.99457;2.12707;4.97007
85,1.85608;2.00007;4.74657
86,1.32603;1.90607;1.91457
87,1.31453;2.28657;3.45457
88,1.10853;1.40707
89,2.05557;2.34907;2.65307;3.41557;3.60553
90,1.18007;1.65907;1.94057
91,2.53903;2.89107;2.97357
92,2.35657;2.50907
93,2.54807;2.66607;3.24904;3.45357
94,2.46657;2.54707;3.47207;3.85707
95,1.81853;2.35107;2.59753;3.42307
96,2.50357;2.74003;3.08407;3.08707;3.10107
97,1.88607;2.34753;2.81257;2.95307
98,1.88057;2.09007;2.70407
99,1.36207;2.83157;3.07753;3.83457;4.38957
100,1.46107;1.83857
