round,total_ul_rbg
1,43305
2,46909
3,40103
4,31610
5,40068
6,38846
7,39104
8,38026
9,39914
10,37030
11,29554
12,28697
13,29663
14,30496
15,22604
16,29261
17,28588
18,29512
19,29032
20,29220
21,29907
22,30325
23,31041
24,29150
25,29511
26,27677
27,21296
28,27624
29,31098
30,30601
31,28790
32,28510
33,28070
34,23958
35,30913
36,29377
37,29498
38,28258
39,29541
40,28731
41,28583
42,28236
43,19341
44,17599
45,20934
46,19421
47,19337
48,20279
49,17918
50,21254
51,19373
52,14889
53,18376
54,14032
55,18640
56,19894
57,19000
58,19391
59,18812
60,17573
61,19646
62,19199
63,19679
64,14638
65,19374
66,20588
67,16152
68,19157
69,18955
70,21093
71,19516
72,16599
73,15083
74,18674
75,20834
76,17756
77,19085
78,18808
79,15760
80,19961
81,21054
82,20197
83,18748
84,19882
85,19897
86,20825
87,14966
88,19330
89,12416
90,21500
91,20059
92,20275
93,20424
94,19760
95,19907
96,20343
97,21190
98,19036
99,19301
100,14078
