round,total_ul_rbg
1,55776
2,46968
3,61631
4,55927
5,56102
6,52129
7,50206
8,64861
9,55730
10,22341
11,54770
12,52841
13,69751
14,63711
15,58119
16,62458
17,50588
18,57200
19,47445
20,59283
21,52575
22,47046
23,58469
24,56467
25,49762
26,63440
27,55016
28,45787
29,83450
30,54471
31,40524
32,47562
33,47007
34,57962
35,51030
36,51251
37,52313
38,36976
39,42459
40,63979
41,66887
42,47121
43,63641
44,65703
45,51307
46,48363
47,50954
48,49704
49,59270
50,60639
51,38962
52,56263
53,64661
54,58789
55,41400
56,51448
57,60780
58,51823
59,36183
60,62262
61,40344
62,48064
63,50921
64,57894
65,53146
66,49797
67,61318
68,46292
69,47554
70,52894
71,50558
72,61253
73,59154
74,37865
75,60250
76,59772
77,48683
78,66694
79,61494
80,62980
81,70037
82,59773
83,28246
84,46851
85,54680
86,55207
87,65650
88,48868
89,54221
90,59067
91,29960
92,58568
93,56727
94,60244
95,51335
96,57778
97,71715
98,37449
99,59579
100,56354
