round,count
1,8355
2,5834
3,7211
4,7811
5,6683
6,5272
7,5218
8,8490
9,6156
10,2427
11,4487
12,6263
13,7195
14,6786
15,7654
16,6841
17,5024
18,6457
19,3947
20,6904
21,5678
22,3198
23,6121
24,6331
25,5200
26,7115
27,7585
28,5536
29,6617
30,5992
31,3176
32,5870
33,4960
34,6219
35,4535
36,5381
37,5766
38,4527
39,2655
40,6896
41,6653
42,4750
43,6152
44,9242
45,4345
46,5150
47,4598
48,4484
49,5670
50,5462
51,3177
52,6530
53,6786
54,8374
55,3712
56,5059
57,6051
58,5154
59,3508
60,6356
61,3343
62,5245
63,4671
64,6899
65,5348
66,6376
67,6290
68,4898
69,5920
70,4057
71,4908
72,6057
73,6634
74,2503
75,6718
76,6143
77,5944
78,7014
79,6189
80,6322
81,5762
82,4988
83,2284
84,5209
85,5315
86,5233
87,9048
88,4897
89,6659
90,5083
91,2018
92,4261
93,5050
94,6293
95,5263
96,5920
97,6912
98,2700
99,6384
100,6480
