round,ndi0_count,ndi1_count
1,88,8267
2,683,5151
3,203,7008
4,93,7718
5,338,6345
6,61,5211
7,136,5082
8,165,8325
9,159,5997
10,145,2282
11,179,4308
12,186,6077
13,265,6930
14,218,6568
15,162,7492
16,271,6570
17,105,4919
18,80,6377
19,215,3732
20,157,6747
21,191,5487
22,165,3033
23,348,5773
24,285,6046
25,59,5141
26,79,7036
27,31,7554
28,183,5353
29,293,6324
30,169,5823
31,62,3114
32,109,5761
33,51,4909
34,184,6035
35,429,4106
36,151,5230
37,100,5666
38,15,4512
39,159,2496
40,299,6597
41,332,6321
42,0,4750
43,144,6008
44,475,8767
45,172,4173
46,66,5084
47,87,4511
48,102,4382
49,105,5565
50,398,5064
51,71,3106
52,63,6467
53,356,6430
54,95,8279
55,163,3549
56,167,4892
57,72,5979
58,109,5045
59,14,3494
60,105,6251
61,135,3208
62,224,5021
63,314,4357
64,15,6884
65,141,5207
66,234,6142
67,147,6143
68,12,4886
69,104,5816
70,178,3879
71,122,4786
72,168,5889
73,281,6353
74,222,2281
75,418,6300
76,160,5983
77,228,5716
78,465,6549
79,89,6100
80,363,5959
81,431,5331
82,337,4651
83,111,2173
84,2,5207
85,123,5192
86,359,4874
87,222,8826
88,10,4887
89,0,6659
90,533,4550
91,93,1925
92,283,3978
93,338,4712
94,180,6113
95,186,5077
96,207,5713
97,420,6492
98,10,2690
99,178,6206
100,3,6477
