round,total_tbSize
1,4987361
2,4764594
3,5695548
4,5034417
5,5227593
6,4726777
7,4505837
8,5937874
9,5270044
10,2052923
11,5087371
12,4835201
13,6434337
14,5853741
15,5157261
16,5807324
17,4606397
18,5197843
19,4428140
20,5427175
21,4840264
22,4354946
23,5646779
24,5126516
25,4567089
26,5680222
27,4972597
28,4180368
29,7715649
30,5123898
31,3676408
32,4422252
33,4220986
34,5371891
35,4891172
36,4739759
37,4716365
38,3299764
39,3991262
40,5918096
41,6151140
42,4212224
43,5823865
44,5926119
45,4817118
46,4346388
47,4651455
48,4512438
49,5405291
50,5759394
51,3596836
52,5144520
53,5977041
54,5254858
55,3760161
56,4743963
57,5509158
58,4642289
59,3246551
60,5585309
61,3677254
62,4443066
63,4809869
64,5196196
65,4840837
66,4685200
67,5571221
68,4149974
69,4238668
70,4863936
71,4461727
72,5500327
73,5460357
74,3547989
75,5942568
76,5342125
77,4361488
78,6264074
79,5528565
80,5948229
81,6741455
82,5633885
83,2567687
84,4186446
85,4957824
86,5235945
87,6005355
88,4387875
89,4843709
90,5765934
91,2739383
92,5620201
93,5301802
94,5490583
95,4732605
96,5363179
97,6722440
98,3354486
99,5510120
100,5039710
