round,avg_ul_mcs
1,27.756
2,27.5516
3,27.847
4,27.7838
5,27.6151
6,27.8331
7,27.7861
8,27.8797
9,27.847
10,26.9468
11,27.7459
12,27.7544
13,27.87
14,27.808
15,27.8264
16,27.8129
17,27.7862
18,27.81
19,27.6549
20,27.8268
21,27.5985
22,27.4243
23,27.7803
24,27.8101
25,27.8854
26,27.8225
27,27.8369
28,27.7659
29,27.7395
30,27.8081
31,27.6672
32,27.7221
33,27.8183
34,27.7704
35,27.7713
36,27.7762
37,27.8609
38,27.7442
39,27.5831
40,27.807
41,27.8303
42,27.8211
43,27.7858
44,27.8494
45,27.8955
46,27.7862
47,27.726
48,27.7473
49,27.7455
50,27.6761
51,27.6865
52,27.8277
53,27.7025
54,27.7662
55,27.7702
56,27.7543
57,27.762
58,27.7604
59,27.8005
60,27.6907
61,27.7469
62,27.7226
63,27.6086
64,27.873
65,27.7642
66,27.7732
67,27.7552
68,27.7987
69,27.8345
70,27.664
71,27.4741
72,27.7139
73,27.8577
74,27.5481
75,27.7121
76,27.8325
77,27.8587
78,27.7676
79,27.7701
80,27.7933
81,27.7525
82,27.745
83,27.6935
84,27.785
85,27.8004
86,27.5593
87,27.8194
88,27.8281
89,27.8318
90,27.7004
91,27.3632
92,27.6344
93,27.7321
94,27.7809
95,27.6996
96,27.7017
97,27.7977
98,27.7037
99,27.7148
100,27.8205
