round,ids
1,1.27557;3.59507;4.41457;4.42657;4.42657;4.43106
2,3.14
3,1.3235;3.836;4.3635;4.376;4.46
4,1.189;3.231;3.876;3.876;4.06497;4.06497
5,2.63053;3.99503;4.03753;4.03754
6,1.25003;3.0475;3.33753;3.34403;3.69004
7,1.6175;1.7125;3.77154;3.91704
8,3.17753;3.52603;3.535;3.53603;4.10053;4.66754
9,1.2115;3.557;4.2375;4.27196;4.4735
10,1.1945;3.05596
11,1.1235;2.94596;3.1355;3.89446
12,1.542;3.4755;3.5875;3.5885
13,1.8;1.8455;3.77596;4.0605;4.104
14,1.6325;1.667;3.50396;3.818;3.929
15,1.21246;2.90946;3.496;3.7155;3.8165;3.89646
16,1.66804;2.0895;4.01304;4.01604;4.0485;4.76404
17,1.458;2.92246;2.93496;3.03497;3.884
18,1.14246;2.8585;3.39096;3.55247;3.5605
19,1.6215;1.71046;3.2775;4.1995
20,2.1645;2.202;2.286;3.8795;4.0315
21,2.0085;2.0945;3.6625;3.6635;4.935
22,1.34546;2.60996;3.39146;4.972
23,2.462;2.9405;4.224;4.45;4.512
24,1.661;1.7715;3.62596;3.7545;3.7915
25,1.5205;1.6005;3.204;3.2525;3.27596
26,2.289;2.6015;2.7145;2.738;3.78696;4.7435
27,2.1765;2.79896;3.4265;3.4265;3.592;3.592
28,1.10647;3.165;3.3285;3.3565
29,2.11547;2.8525;3.816;4.05797;4.3605;4.9675
30,1.683;1.716;3.4975;3.77146;4.139
31,1.6835;1.734;2.574;3.06051
32,1.61601;2.987;2.987;3.2555;3.2675
33,1.09946;2.8235;2.8235;3.046;3.2555
34,1.5935;3.1375;3.5115;3.5115;3.752;3.90196
35,3.06504;3.08154;4.25404;4.59703
36,1.49104;3.145;3.15054;3.244;3.3755
37,1.69504;2.1;2.12104;3.82303;3.82404
38,1.60304;3.13454;3.146;3.21104
39,1.08304;1.34954;2.44304;4.81754
40,1.602;1.62354;3.66854;3.99604;4.61004;4.848
41,2.48354;2.58854;3.045;3.79004;4.236;4.6425
42,1.4235;1.638;3.109;3.20754;3.20754
43,1.39204;1.50254;3.30454;3.3515;4.22154;4.25704
44,2.7;3.577;3.5785;3.5915;4.199;4.485
45,1.479;1.7635;2.956;2.9595;3.72
46,1.818;2.0345;2.062;3.0815;3.2575
47,1.55796;1.56397;2.7545;2.8245;4.0955
48,1.57396;1.749;2.857;2.961;3.215
49,1.254;1.499;3.1145;3.3515;3.4125;4.59096
50,1.80104;1.95504;3.21104;4.80454
51,1.65204;1.67654;2.6495
52,1.34854;1.51654;3.15904;3.45854;3.4655;3.62904
53,1.703;2.589;3.435;3.6115;3.628;4.473
54,1.05546;3.297;3.3525;3.382;3.3845;3.663
55,1.064;2.352;2.35346;3.531
56,1.86947;1.879;2.87;2.874;3.0005
57,1.509;1.65846;3.25196;3.255;3.3545;4.6905
58,1.3445;1.4905;3.124;3.124;3.68697
59,1.63997;1.63997;2.5485;2.5495
60,1.7855;2.20397;3.915;3.9245;3.99997;4.5895
61,1.44796;1.4705;2.333;3.29096
62,2.41047;2.709;2.9005;3.313
63,2.44746;3.9395;4.2205
64,2.0375;2.106;2.161;3.4345;3.603;3.603
65,1.41196;1.5175;3.2635;3.382;3.7215
66,2.3855;2.3875;2.5805;2.705;3.9915
67,1.492;1.851;3.389;3.4465;3.545;4.0545
68,1.4825;1.6785;2.9715;2.986;3.022
69,1.02996;2.6965;2.92;2.925;2.9585
70,1.186;2.295;2.887;2.93647;3.57796
71,1.098;2.67396;2.8285;2.9125;3.2905
72,2.0315;2.482;2.4995;3.5535;3.5535;4.0465
73,1.53346;1.9445;3.273;3.273;3.5345;3.728
74,1.74496;2.7355;3.0065
75,2.78546;3.2975;3.30746
76,1.089;2.639;2.655;2.867;3.01696;4.61596
77,1.05754;2.66904;2.9085;3.0095;3.07354
78,2.37854;2.54604;3.15004;3.85354;4.39154;4.613
79,1.096;2.87003;3.05354;3.0575;3.46303;3.94404
80,1.3815;2.299;3.178;3.178;4.9455
81,1.42496;1.51596;2.5655;4.331;4.548;4.88196
82,1.07504;2.44954;3.36754;4.08254;4.15754
83,1.087;1.77704;1.91254
84,1.91554;2.03554;2.0415;3.00804;3.00804
85,1.35654;1.47954;3.08254;3.13804;4.83054
86,1.95804;2.1255;3.20354;3.3735
87,1.24304;3.03454;3.63204;3.64854;3.71754;3.72004
88,1.48347;1.872;2.9435;2.9565;3.0125
89,1.495;1.4975;3.02146;3.0375;3.277;3.277
90,1.9855;3.47546;4.3545;4.7005
91,1.0275;2.28;2.96696
92,1.316;2.4255;3.19346;4.329
93,1.8305;1.937;3.352;3.8955;4.15
94,1.474;1.6065;3.3035;3.31696;3.469
95,1.2435;2.7495;2.8425;2.876
96,2.3055;2.47846;2.52846;3.424;3.80846
97,1.818;2.71546;3.6515;3.717;4.577;4.93
98,1.4335;1.55796;2.398;2.553
99,1.59346;1.5945;2.945;2.945;3.09796;4.8955
100,1.9425;1.95046;2.069;3.343;3.5265;3.5265
