round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,5.43106,4.43106,1.0.0.2,7852.8,7844.47,7844.47,27.3796,1.34235,0.141819,99.8582,5641,5633,4349532,4344922
1,1,5.43106,4.43106,5.0.0.2,91807.9,5544.81,5544.81,17.2614,3.41509,93.9571,6.04286,48338,2921,50850821,3071174
2,5.43106,10.4311,5,1.0.0.2,5008.3,4603.25,4603.25,21.4392,2.3069,3.70968,96.2903,4960,4776,3130188,2877029
2,5.43106,10.4311,5,5.0.0.2,45931.2,4958.71,4958.71,15.3588,3.19899,89.2012,10.7988,27290,2947,28706974,3099191
3,10.4311,15.4311,5,1.0.0.2,6955.24,6885.58,6885.58,21.88,1.16198,0.545103,99.4549,5687,5656,4347024,4303486
3,10.4311,15.4311,5,5.0.0.2,16665.9,4572.44,4572.44,13.8885,3.02967,72.5538,27.4462,9903,2718,10416184,2857775
4,15.4311,19.496,4.06497,1.0.0.2,8635.1,8634.92,8634.92,23.6465,1.12984,0,100,5694,5694,4387673,4387585
4,15.4311,19.496,4.06497,5.0.0.2,16665.9,4572.44,4572.44,13.8993,3.03332,72.568,27.432,8049,2208,8468291,2323353
5,19.496,24.496,5,1.0.0.2,6478.96,6317.31,6317.31,17.7989,1.57513,1.22863,98.7714,5616,5547,4049352,3948320
5,19.496,24.496,5,5.0.0.2,16665.9,4572.44,4572.44,13.8885,3.02967,72.5538,27.4462,9903,2718,10416184,2857775
6,24.496,29.496,5,1.0.0.2,5912,5890.14,5890.14,21.3301,1.13226,0.209776,99.7902,4767,4757,3695001,3681337
6,24.496,29.496,5,5.0.0.2,16665.9,4572.44,4572.44,13.8885,3.02967,72.5538,27.4462,9903,2718,10416184,2857775
7,29.496,34.496,5,1.0.0.2,5751.44,5652.2,5652.2,14.9851,1.3367,0.821757,99.1782,5111,5069,3594648,3532626
7,29.496,34.496,5,5.0.0.2,16665.9,4572.44,4572.44,13.8885,3.02967,72.5538,27.4462,9903,2718,10416184,2857775
8,34.496,39.1636,4.66754,1.0.0.2,7797.02,7721.69,7721.69,16.2682,1.42699,0.529191,99.4708,5858,5827,4549109,4505159
8,34.496,39.1636,4.66754,5.0.0.2,16665.9,4572.44,4572.44,13.8954,3.03159,72.563,27.437,9243,2536,9723582,2667754
9,39.1636,44.1636,5,1.0.0.2,6658.05,6597.66,6597.66,20.7663,1.00071,0.469823,99.5302,5534,5508,4161281,4123540
9,39.1636,44.1636,5,5.0.0.2,16665.9,4572.44,4572.44,13.8885,3.02967,72.5538,27.4462,9903,2718,10416184,2857775
10,44.1636,49.1636,5,1.0.0.2,2689.04,2510.57,2510.57,12.5933,1.53041,36.0009,63.9991,4236,2711,1680653,1569107
10,44.1636,49.1636,5,5.0.0.2,15009.1,4408.34,4408.34,13.8261,3.03374,70.6212,29.3788,8918,2620,9380719,2755210
11,49.1636,54.1636,5,1.0.0.2,5914.26,5831.33,5831.33,13.452,1.1911,0.759494,99.2405,4740,4704,3696415,3644582
11,49.1636,54.1636,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
12,54.1636,59.1636,5,1.0.0.2,6208.92,6116.71,6116.71,16.0702,1.65505,0.724503,99.2755,5383,5344,3880577,3822943
12,54.1636,59.1636,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
13,59.1636,64.1636,5,1.0.0.2,7468.52,7356.61,7356.61,18.2181,1.39737,0.790323,99.2097,6200,6151,4667823,4597883
13,59.1636,64.1636,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
14,64.1636,69.1636,5,1.0.0.2,7164.17,7019.15,7019.15,14.7001,1.51322,1.045,98.955,5933,5871,4477605,4386969
14,64.1636,69.1636,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
15,69.1636,73.06,3.89646,1.0.0.2,9131.16,9003.2,9003.2,28.9199,1.22715,0.749782,99.2502,5735,5692,4447403,4385080
15,69.1636,73.06,3.89646,5.0.0.2,4924.29,3409.4,3409.4,13.3069,3.06502,30.7895,69.2105,2280,1578,2398415,1660576
16,73.06,77.8241,4.76404,1.0.0.2,7586.49,7384.09,7384.09,20.0922,1.5174,1.41367,98.5863,5942,5858,4517788,4397258
16,73.06,77.8241,4.76404,5.0.0.2,4924.29,3409.4,3409.4,13.3093,3.06416,30.8106,69.1894,2788,1929,2932438,2030314
17,77.8241,82.8241,5,1.0.0.2,5915.43,5864.08,5864.08,20.9455,1.52061,0.448705,99.5513,4903,4881,3697146,3665050
17,77.8241,82.8241,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
18,82.8241,87.8241,5,1.0.0.2,7059.32,6993.56,6993.56,21.508,1.01434,0.507082,99.4929,5719,5690,4412073,4370977
18,82.8241,87.8241,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
19,87.8241,92.8241,5,1.0.0.2,4859.46,4731.79,4731.79,15.1574,1.72939,9.21906,90.7809,4469,4057,3037165,2957371
19,87.8241,92.8241,5,5.0.0.2,4924.29,3409.4,3409.4,13.2932,3.06014,30.7482,69.2518,2927,2027,3077682,2130876
