round,total_ul_rbg
1,15762
2,40892
3,32932
4,33379
5,40528
6,5947
7,32498
8,23627
9,55409
10,46030
11,44946
12,31970
13,44448
14,51108
15,46150
16,46298
17,29551
18,29027
19,32330
20,23919
21,41880
22,52126
23,38989
24,44856
25,43821
26,21335
27,47859
28,35029
29,57940
30,14947
31,39782
32,44126
33,29457
34,28383
35,36871
36,18670
37,45623
38,43719
39,50272
40,22649
41,37179
42,51090
43,30139
44,34096
45,48129
46,40689
47,29155
48,42076
49,33524
50,44582
51,33531
52,29669
53,34081
54,37309
55,43258
56,33611
57,9106
58,37758
59,39404
60,48142
61,49492
62,38320
63,20927
64,49995
65,51479
66,40862
67,13062
68,38020
69,27965
70,20005
71,57051
72,48422
73,35570
74,39989
75,37741
76,45043
77,44879
78,35145
79,43694
80,31361
81,50339
82,42999
83,47666
84,9557
85,56804
86,22214
87,41564
88,26854
89,28010
90,44695
91,23565
92,22449
93,16112
94,40994
95,31616
96,47968
97,25634
98,28223
99,56271
100,50889
