round,total_ul_rbg
1,59815
2,39113
3,27588
4,27172
5,27747
6,24407
7,25830
8,26553
9,28632
10,25993
11,26401
12,25414
13,23981
14,16655
15,17125
16,16488
17,17499
18,17296
19,17207
20,15576
21,14301
22,6824
23,7122
24,7251
25,6724
26,6132
27,6775
28,5783
29,7054
30,6701
31,6596
32,6543
33,6132
34,6381
35,6566
36,6369
37,6235
38,6330
39,6548
40,6141
41,6609
42,6756
43,6045
44,6896
45,6732
46,6475
47,6363
48,6240
49,6169
50,6519
51,6366
52,6416
53,6320
54,6185
55,6737
56,6296
57,6236
58,6428
59,6557
60,6547
61,6404
62,6493
63,6180
64,6621
65,6642
66,6179
67,6186
68,6784
69,6256
70,6241
71,7141
72,6175
73,6383
74,6955
75,6706
76,6751
77,6847
78,6508
79,6822
80,6322
81,7388
82,6920
83,6706
84,6195
85,4928
86,6509
87,6560
88,6309
89,6156
90,6129
91,5692
92,6241
93,5922
94,6724
95,6376
96,6240
97,6567
98,6390
99,4904
100,6307
