round,avg_ul_mcs
1,26.3213
2,27.4391
3,27.3357
4,27.1218
5,27.2646
6,25.0462
7,27.5848
8,26.6661
9,27.5125
10,27.8709
11,26.9795
12,27.286
13,27.2827
14,27.7943
15,27.455
16,27.358
17,26.6901
18,26.9108
19,27.0971
20,27.0319
21,24.588
22,27.5119
23,27.9134
24,27.1075
25,27.5354
26,27.1506
27,27.2212
28,27.2985
29,27.4423
30,26.5862
31,27.304
32,27.6691
33,27.584
34,27.731
35,27.7659
36,27.2938
37,27.7203
38,27.582
39,26.8459
40,27.0485
41,27.8112
42,27.8012
43,27.2824
44,27.3678
45,27.6015
46,27.307
47,27.0116
48,26.6174
49,26.9994
50,27.4195
51,26.8173
52,27.4912
53,26.9631
54,27.6704
55,27.4382
56,26.8836
57,26.6402
58,27.1322
59,27.7191
60,27.7265
61,27.0242
62,27.5543
63,27.4632
64,27.586
65,27.7981
66,27.4558
67,26.8724
68,27.4029
69,26.9063
70,26.405
71,27.4195
72,27.2367
73,27.2506
74,27.7522
75,27.173
76,27.298
77,27.4603
78,27.26
79,27.4026
80,27.6173
81,27.4028
82,27.2382
83,27.4144
84,26.8548
85,27.9004
86,27.1543
87,27.5865
88,26.7363
89,27.3955
90,27.6505
91,26.9428
92,26.3598
93,27.4626
94,27.4768
95,27.5596
96,27.8113
97,26.2838
98,27.8106
99,27.8678
100,27.2718
