round,ids
1,4.30007
2,3.18553;4.35953;4.70057
3,3.00557;3.42853
4,2.50857;2.79403
5,3.75457;4.06557;4.22757
7,2.43007;2.62357;2.65907
9,2.65507;3.34207;3.57907;4.49157
10,2.25657;2.54307;3.11357;3.16107;3.16107
11,3.29807;3.80507;4.78557
12,3.09103;3.09153;3.31457
13,3.78757;4.26607;4.53257
14,2.13257;2.97053;3.17757;3.36257;3.87403
15,2.55557;2.84257;3.27007;3.30003
16,2.48207;2.96807;3.08407;4.69156
17,2.11507;2.93857
18,2.86803;3.00056
20,1.81103;2.08107
21,2.90753;2.92003
22,3.15353;3.40957;3.53253;3.59203
23,2.04856;2.24557;2.39007;2.57603
24,2.44303;2.58807;4.18557
25,2.57257;2.67607;2.88157;3.84857
26,2.20157;2.44207
27,2.00507;2.37907;2.54507;3.96507
28,1.79957;2.39857;2.73103
29,3.18057;3.71007;3.86657;3.86803;4.34157
30,1.31057
31,2.40657;2.53257;2.64107
32,1.77607;2.30207;2.35003;2.56557
33,2.67807;2.76307;3.65207
34,1.83457;1.88157;1.99157
35,1.61657;2.14807;2.23207;2.26457
36,1.28157;1.47157
37,2.01307;2.35057;3.70857;3.88753
38,2.59353;2.72256;3.00207;3.53957
39,2.79807;3.27507;3.63407;3.80357
40,2.53057;2.75757
41,1.76557;2.14153;2.32207;2.32307
42,2.10907;2.65253;2.79707;2.88053;4.23857
43,1.38207;1.64457
44,2.31753;3.32957;4.25657
45,2.23003;2.95557;2.95753;4.76907
46,2.22757;2.68657;2.68707;2.84956
47,1.19603;1.62753;1.71457
48,2.67653;2.82407;3.81057
49,1.91557;2.00857;2.24507
50,2.22157;2.31857;2.43557;3.42507
51,1.91253;1.99703;2.48007
52,1.95207;1.95457;2.07903
53,1.28557;2.10507;4.32207
54,1.74107;2.06803;2.32303;2.34857
55,2.13103;2.38407;4.66707
56,1.55457;1.81157;2.65407
57,1.03457
58,2.78357;3.09407
59,1.63303;2.16906;2.17353;2.24053
60,1.91453;2.59007;2.64753;2.73307;2.86707
61,2.40407;3.04957;4.21456;4.29157
62,1.98207;2.15807;2.30807
63,1.50457;1.92503
64,1.97357;2.18653;2.64207;2.72407
65,2.01253;2.57157;2.77157;2.77257;3.18907
66,1.57557;1.87206;2.04907;2.87207
67,3.90403
68,2.16653;2.20357;2.30357
69,1.91603;2.09056
70,1.52657;1.75157
71,2.11953;2.75606;2.76707;3.62907;4.06057
72,2.38803;2.49407;4.10053;4.40907
73,2.07957;2.26403;2.59907
74,1.53357;2.05007;2.08753;3.09903
75,1.98857;3.07107;4.27057
76,2.52207;2.52257;3.15157;4.11807
77,2.70703;2.77857;2.98107;3.74557
78,1.31353;1.60907;2.64107
79,2.42907;2.59857;3.64707
80,1.39956;1.64956;2.31506
81,2.57907;4.07857;4.13407
82,2.54907;3.05456;3.32457
83,2.27303;2.46457;2.97507;3.33357
84,1.13803
85,2.48107;3.06857;3.22207;3.22307;3.33857;3.44607
86,1.65949;2.651
87,1.72596;2.14146;2.20149;4.4045
88,1.65599;4.984
89,1.2415;1.57396
90,1.86599;2.572;2.57399;2.60999
91,1.524;2.18999
92,1.17;2.99296
93,1.20549
94,2.1075;2.22046;4.76249
95,1.8325;1.89699;3.15249
96,1.84696;2.19099;2.62599;2.6665;2.816
97,2.31249;2.31346
98,1.5925;1.77396;1.81196
99,2.63396;2.81396;3.114;3.1885;3.2785;3.30499
100,2.7885;2.971;3.306;3.3435;3.4775
