node_id,ue_idx,rnti,distance_m
0,1,1,135.888451
1,2,2,95.631763
2,3,3,65.281664
3,4,310,65.552778
4,5,311,82.594237
5,6,312,52.551046
6,7,313,57.990628
7,8,606,76.189789
8,9,607,91.708329
9,10,608,91.313681
10,11,1026,143.170194
11,12,1027,62.373919
12,13,1028,87.828844
13,14,1289,132.480815
14,15,1290,152.313292
15,16,1291,164.157840
16,17,1292,109.576820
17,18,1539,62.475041
18,19,1540,102.192692
19,20,1541,68.598140
20,21,1659,146.749319
21,22,1660,154.734821
22,23,1661,100.217659
23,24,1890,151.751461
24,25,1891,118.066786
25,26,1892,59.847122
26,27,2107,79.651636
27,28,749,155.764513
28,29,750,167.167628
29,30,751,136.616044
30,31,2108,123.889882
31,32,2109,121.916306
32,33,2312,58.189894
33,34,2313,53.222114
34,35,2314,122.750406
35,36,2409,131.287301
36,37,1776,146.176177
37,38,1777,161.354544
38,39,1778,112.301922
39,40,1779,133.989226
40,41,2410,149.517837
41,42,2411,53.708846
42,43,2412,138.965610
43,44,2593,54.106100
44,45,2594,70.508742
45,46,2595,60.044137
46,47,2680,104.790215
47,48,2681,145.064558
48,49,2682,79.238545
49,50,2845,84.622367
50,51,2846,61.576316
51,52,2847,91.877209
52,53,2923,165.617351
53,54,2924,130.517150
54,55,2925,109.368807
55,56,3070,82.541853
56,57,3071,119.272592
57,58,3072,103.043187
58,59,460,166.455175
59,60,461,72.742436
60,61,462,87.627912
61,62,3139,73.174157
62,63,3140,99.665920
63,64,3141,108.520970
64,65,3205,102.699794
65,66,3206,65.082055
66,67,3207,144.178093
67,68,3208,82.416770
68,69,3327,133.035351
69,70,3328,57.333403
70,71,3329,64.277221
71,72,3330,57.055559
72,73,3383,150.171717
73,74,3384,150.370460
74,75,3385,83.343877
75,76,3435,71.216293
76,77,3436,134.364505
77,78,2000,123.555134
78,79,2001,124.498461
79,80,2002,85.080174
80,81,3437,63.704907
81,82,3484,134.155995
82,83,3485,60.729505
83,84,3486,97.697383
84,85,3532,118.375173
85,86,3573,155.898085
86,87,3574,71.216608
87,88,3575,134.567888
88,89,3613,116.026071
89,90,3614,101.532088
90,91,3615,77.773738
91,92,3650,96.201181
92,93,3651,96.731159
93,94,3652,87.268672
94,95,3653,129.640277
95,96,3684,60.134626
96,97,3685,128.474602
97,98,2503,142.367194
98,99,2504,146.926718
99,100,2505,72.760372
100,101,2764,70.516390
101,102,2765,122.936838
102,103,157,136.593115
103,104,158,104.519549
104,105,159,147.229617
105,106,2766,143.535815
106,107,3686,96.771818
107,108,3687,111.399458
108,109,3714,110.670030
109,110,3715,89.599931
110,111,3716,71.015837
111,112,3717,86.733384
112,113,3740,116.520836
113,114,3741,114.556104
114,115,3742,91.324549
115,116,3762,58.082865
116,117,3763,116.593233
117,118,3764,135.768762
118,119,3765,166.211513
119,120,3781,142.306433
120,121,3782,73.909212
121,122,3783,79.692319
122,123,3796,122.123014
123,124,3797,85.594167
124,125,3798,75.036879
125,126,3799,149.873214
126,127,3808,101.996922
127,128,3809,56.013340
128,129,3268,94.782974
129,130,3269,62.150084
130,131,2211,56.698918
131,132,2212,122.751956
132,133,2213,116.404584
133,134,2214,55.125306
134,135,3270,82.059024
135,136,3810,138.575571
136,137,3811,73.669578
137,138,2998,114.253611
138,139,2999,61.258666
139,140,1159,146.209041
140,141,1160,95.774411
141,142,1161,133.165626
142,143,3000,62.920412
143,144,3816,75.592925
144,145,1416,85.221672
145,146,1417,123.011626
146,147,1418,69.051402
147,148,3817,71.419449
148,149,3818,68.998818
149,150,3820,87.314218
