round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,3794.11,3633.53,3633.53,14.2288,1.84431,13.2669,86.7331,4515,3916,2371319,2270958
1,1,6,5,5.0.0.2,259367,6376.35,6376.35,8.27982,2.32488,97.5417,2.45827,154092,3788,162104330,3985219
2,6,11,5,1.0.0.2,3719.18,3571.26,3571.26,17.3417,1.36422,1.70883,98.2912,4506,4429,2324490,2232039
2,6,11,5,5.0.0.2,41357.3,5177.49,5177.49,6.72614,2.03132,87.4771,12.5229,24571,3077,25848311,3235931
3,11,16,5,1.0.0.2,2688.81,2499.51,2499.51,20.4021,2.24166,27.555,72.445,4413,3197,1680508,1562192
3,11,16,5,5.0.0.2,41357.3,5177.49,5177.49,6.72614,2.03132,87.4771,12.5229,24571,3077,25848311,3235931
4,16,21,5,1.0.0.2,5456.13,5360.54,5360.54,22.5265,1.60445,0.874636,99.1254,5145,5100,3410082,3350336
4,16,21,5,5.0.0.2,41357.3,5177.49,5177.49,6.72614,2.03132,87.4771,12.5229,24571,3077,25848311,3235931
5,21,26,5,1.0.0.2,4588.15,4447.01,4447.01,18.2611,1.50012,12.1541,87.8459,4698,4127,2867592,2779384
5,21,26,5,5.0.0.2,41357.3,5177.49,5177.49,6.72614,2.03132,87.4771,12.5229,24571,3077,25848311,3235931
6,26,31,5,1.0.0.2,6747.36,6537.55,6537.55,29.7024,1.56572,1.70754,98.2925,5505,5411,4217097,4085970
6,26,31,5,5.0.0.2,16508.1,3915.48,3915.48,6.77842,2.03975,76.2745,23.7255,9808,2327,10317554,2447176
7,31,36,5,1.0.0.2,6741.62,6630,6630,21.1878,1.51575,0.880503,99.1195,5565,5516,4213511,4143748
7,31,36,5,5.0.0.2,14935.6,3835.62,3835.62,6.78151,2.03917,74.307,25.693,8874,2280,9334777,2397264
8,36,41,5,1.0.0.2,6596.66,6377.15,6377.15,24.0633,1.34284,1.6801,98.3199,5833,5735,4122913,3985717
8,36,41,5,5.0.0.2,14935.6,3835.62,3835.62,6.78151,2.03917,74.307,25.693,8874,2280,9334777,2397264
9,41,46,5,1.0.0.2,5424.44,5280.24,5280.24,14.0368,1.24063,1.2968,98.7032,4781,4719,3390276,3300148
9,41,46,5,5.0.0.2,14935.6,3835.62,3835.62,6.78151,2.03917,74.307,25.693,8874,2280,9334777,2397264
10,46,51,5,1.0.0.2,3603.37,3324.66,3324.66,21.8215,1.95016,12.9949,87.0051,4748,4131,2252108,2077912
10,46,51,5,5.0.0.2,14935.6,3835.62,3835.62,6.78151,2.03917,74.307,25.693,8874,2280,9334777,2397264
11,51,55.1016,4.10157,1.0.0.2,8651.9,8561.36,8561.36,23.3867,1.17921,0.547664,99.4523,5843,5811,4435793,4389376
11,51,55.1016,4.10157,5.0.0.2,14935.6,3835.62,3835.62,6.78265,2.0401,74.3061,25.6939,7278,1870,7657442,1966508
