round,count
1,4897
2,6298
3,4094
4,8104
5,5757
6,7699
7,9165
8,7007
9,5286
10,5746
11,7689
12,5423
13,4284
14,4441
15,5764
16,4985
17,6382
18,6404
19,5710
20,2988
21,5597
22,5115
23,3825
24,5161
25,6902
26,9715
27,4293
28,4675
29,5764
30,3124
31,4002
32,4733
33,3588
34,4667
35,3996
36,4416
37,3266
38,5008
39,5253
40,5356
41,2868
42,6683
43,2979
44,5162
45,4583
46,4317
47,3101
48,4999
49,3645
50,3766
51,5543
52,5986
53,2915
54,5148
55,3059
56,6485
57,3557
58,3884
59,2491
60,6691
61,5353
62,3828
63,5613
64,5086
65,4297
66,4268
67,3719
68,2228
69,5511
70,2316
71,5705
72,3181
73,5052
74,5019
75,4022
76,2753
77,2054
78,4072
79,3615
80,5517
81,4204
82,3178
83,1793
84,2263
85,4467
86,4084
87,3769
88,4401
89,5651
90,3004
91,3597
92,5750
93,5770
94,3913
95,2972
96,4488
97,4190
98,6417
99,5373
100,4065
