round,total_ul_rbg
1,27443
2,42180
3,22605
4,44833
5,35311
6,59586
7,54978
8,62001
9,48529
10,40417
11,58332
12,37746
13,43769
14,31101
15,50615
16,34402
17,48538
18,37343
19,56495
20,35788
21,49545
22,46738
23,40891
24,43922
25,60045
26,66167
27,43896
28,45037
29,51377
30,45543
31,49424
32,42346
33,47314
34,42455
35,43230
36,42005
37,42327
38,61989
39,58347
40,50692
41,38396
42,53173
43,30940
44,58575
45,48581
46,46974
47,37615
48,46067
49,37550
50,52997
51,58611
52,56421
53,30051
54,50083
55,41234
56,64544
57,35705
58,48747
59,32643
60,63283
61,52843
62,43437
63,60522
64,51126
65,37813
66,49994
67,49648
68,26226
69,52511
70,33060
71,57610
72,41689
73,55266
74,56232
75,41424
76,36596
77,30461
78,40367
79,45763
80,49946
81,52312
82,40021
83,31604
84,32306
85,52614
86,51584
87,43403
88,45403
89,63352
90,35832
91,41865
92,63309
93,52504
94,45803
95,38014
96,53074
97,45762
98,57683
99,55227
100,44748
