round,ids
1,4.64707
2,4.62106;4.70857
3,3.60453;3.76607
4,3.88057;3.89403;4.15703;4.32203
5,3.50907;3.56307;3.65307
6,4.01606;4.11057;4.50053;4.56053
7,3.85957;4.12753;4.14356;4.16503;4.69807
8,3.27357;3.82103;4.09303;4.14103
9,3.08207;3.28257;3.69853;4.12107
10,4.50107
11,2.69953;3.24107;3.42256;3.51557;3.52307;4.10157
12,3.244;3.3345;3.3945
13,2.07246;2.863
14,3.17096;3.32946
15,2.647;2.87297;2.9725;3.159;4.7695
16,4.1655;4.2035
17,2.8695;3.222;3.264;3.3045;3.4355
18,3.63146;3.666;3.775
19,2.741;3.095;3.234;3.9835
20,1.96;2.38196;4.133
21,3.588;4.021;4.56796;4.93196
22,2.944;2.962;3.733
23,2.0015;2.3735;2.451
24,2.3485;2.92;2.9205
25,3.971;4.08246;4.19346
26,3.38896;3.537;3.6525;3.6525;3.76447;4.9645
27,2.816;3.048;3.4555;4.847
28,2.38296;3.34346;3.5755;4.3865
29,3.374;3.7885;4.46496;4.8235
30,1.339;1.7835;2.146;2.271;2.5565
31,1.816;2.167;2.774;3.05346;4.797
32,2.843;2.9155;2.92846;3.4645
33,2.16846;2.404;3.0415
34,2.6725;2.69451;2.8215;4.835
35,1.81746;2.98846;3.27296;3.926
36,2.6545;3.08846;3.581;4.4555
37,2.0035;4.259
38,2.266;2.5825;2.9875;3.09646;3.99
39,2.42;2.9365;3.03;4.3495;4.456
40,2.2865;2.391;2.54346;2.62296;4.23396
41,1.482;2.05;2.1905;2.6515
42,3.0495;3.273;3.279;4.1565
43,2.063;2.77346;3.535
44,1.256;2.0495;2.43246;2.7835;2.796;4.279
45,2.37196;3.0405;3.237
46,1.7685;2.2675;2.708;3.007;3.0095
47,1.511
48,1.587;1.7705;2.283;2.2835;2.284
49,2.30146;3.395;3.81
50,1.9075;2.2195;2.3225;4.7095
51,2.2295;2.7335;2.799;3.85447
52,2.29246;2.78446;2.891;2.8945;3.8985
53,1.903;2.23596;2.237
54,2.33396;2.8975;3.111;3.3995;3.40096
55,1.219;1.721;1.995;2.07746
56,2.46846;2.981;3.062;3.8405;4.0115;4.8765
57,2.14;2.338
58,1.15697;2.33996;2.552;3.506
59,1.72096;1.7805;3.076
60,2.495;2.7725;2.7755;2.98;3.378
61,2.29196;2.66;2.7035;2.9755;2.9815
62,1.52;2.218;2.2585
63,1.2165;2.263;2.76096;2.806;2.8615;4.15146
64,1.4065;3.158;4.69354
65,2.41104;2.85104;2.95304;2.95554
66,1.62104;2.0435;2.33503;2.3375
67,1.12904;3.18454;3.59054;4.19054
68,1.75054;2.76404
69,1.12404;2.64353;2.75053;3.70104
70,1.55254;1.65754;2.80054
71,1.919;2.21554;2.41404;2.79204;2.794;3.1665
72,1.4495;1.8815;2.4575;3.89654
73,2.22;2.37014;2.78054;3.07854;4.69404
74,1.73504;1.92604;2.63004;2.74904;2.75104
75,1.47903;3.89704
76,1.09554;1.75304;1.75654;1.95604
77,1.35504;3.25
78,1.50154;2.75154;2.95203;2.98854
79,2.39204;2.92404;3.69104
80,1.24204;2.87554;2.94254;3.17704;3.211
81,1.64354;2.10204;2.24104;2.321;3.10404
82,1.17204;2.23754;2.43654;3.26954
83,1.006;1.58954;3.11404
84,1.33204;2.07754;2.479
85,1.88854;2.05754;2.29703;2.4535;3.47404
86,1.55604;1.663;2.52854;3.23153
87,1.97;2.04;2.34;3.24504
88,2.74254;3.65304;4.42504
89,2.22354;2.71854;2.797;3.012;3.1295;3.20254
90,1.299;1.647;1.932;1.9475
91,1.217;2.4715;2.93446
92,1.69901;2.742;2.9555;3.10146;3.22046;3.23
93,2.506;2.6855;2.6855;3.35046
94,1.9455;2.11546;2.325
95,1.638;1.9125;3.0295
96,2.3095;2.46697;3.275;4.34546
97,1.9145;2.096;2.3265;2.39746
98,1.9135;2.2615;2.767;2.7775;2.7785;3.0265
99,2.6515;2.68;2.7855;3.32146
100,1.21096;2.9845;3.0145
