round,ul_rbg,ul_rbg_std
1,51464.066666666666,8735.253855716473
2,43926.13333333333,7565.39623045677
3,41059.666666666664,6960.1382546476425
4,39135.53333333333,7891.567722817154
5,36801.066666666666,8544.102339096391
6,34326.26666666667,9012.912566080375
7,34419.73333333333,10522.883007092323
8,33519.933333333334,10817.206534476625
9,33194.333333333336,10715.738076484024
10,31724.6,9445.763183262945
11,31223.8,10579.881562934166
12,30892.2,10331.54176850124
13,30172.4,10335.319939757204
14,30267.666666666668,11565.872844998195
15,28732.533333333333,11614.048302850835
16,27695.266666666666,11372.746662002774
17,27009.133333333335,11306.668094957233
18,26452.933333333334,11098.550107795076
19,26449.2,11075.501847385001
20,26180.666666666668,10787.057136525544
21,26235.266666666666,11492.034007872375
22,25838.6,11671.45817674161
23,25643.6,11361.629226731275
24,25300.866666666665,10734.526969860697
25,25246.6,11030.08261075138
26,24528.866666666665,10526.928278512796
27,24255.933333333334,10608.811482285217
28,23778.133333333335,9579.85466536543
29,23899.6,9557.262480139681
30,23613.466666666667,9808.310811804058
31,23640.333333333332,9539.272581331996
32,22999.866666666665,9759.357903839684
33,22934.2,9588.912981742435
34,22645.466666666667,9374.47357658526
35,22248.533333333333,9173.376679022731
36,21272.666666666668,10395.875244309067
37,20777.533333333333,10044.45339383644
38,21092.666666666668,9991.37066720697
39,20985.933333333334,10179.168738631057
40,20607.4,9964.812031773175
41,21065.933333333334,10123.88265063407
42,21389.2,10790.62435106117
43,20560.066666666666,10424.437761246178
44,22098.0,9824.904102096092
45,21532.14285714286,9675.595802423133
46,21691.35714285714,9869.201788369737
47,21598.714285714286,10213.353140552146
48,21995.428571428572,10128.104741181918
49,22221.928571428572,10442.680178105513
50,21680.5,9553.454604728877
51,21667.571428571428,10017.312903278893
52,21606.5,9753.844084414972
53,21871.428571428572,10447.349069090616
54,21465.64285714286,10168.80266461436
55,21796.428571428572,9868.88538413912
56,21940.428571428572,10185.121839188812
57,21504.35714285714,9568.617419678552
58,21684.428571428572,9369.709393032963
59,20381.85714285714,8440.860691232334
60,20607.285714285714,8489.594467333538
61,20474.285714285714,8346.122291022539
62,20608.35714285714,8341.423468330928
63,19881.928571428572,7814.483382346337
64,20146.0,8281.976334184976
65,20111.714285714286,7875.984709409811
66,19717.85714285714,7486.288870658482
67,20124.64285714286,8283.271507238995
68,18579.64285714286,7978.849826569307
69,19390.14285714286,8542.615703339643
70,19157.0,8141.639014728782
71,19658.64285714286,8494.48578248214
72,19738.714285714286,8654.67749413417
73,18966.714285714286,8522.49843674938
74,19592.35714285714,8503.406354624489
75,19016.428571428572,8492.54948323969
76,19064.928571428572,8108.159199836305
77,19133.428571428572,8180.489948786552
78,18699.35714285714,8580.131804681923
79,18600.571428571428,8396.948921293566
80,18764.214285714286,8517.81822171862
81,18805.714285714286,8432.805012190569
82,17661.428571428572,7812.909491685842
83,17936.571428571428,7832.764613755829
84,18068.85714285714,8069.535978053441
85,17682.5,8002.009764379869
86,18159.071428571428,7974.562717351155
87,17996.428571428572,7637.597031631246
88,17736.714285714286,7770.079659314177
89,17835.571428571428,7894.163712849811
90,17856.214285714286,7862.160714739658
91,17407.14285714286,7840.41669670828
92,18037.428571428572,8089.437212660868
93,17760.071428571428,7845.317794850494
94,17335.928571428572,7260.18987317174
95,17333.071428571428,7577.532889193764
96,17938.071428571428,8142.88957844899
97,17797.85714285714,7717.95154027427
98,18128.714285714286,7679.63280801459
99,17263.35714285714,7491.004817134326
100,18029.0,7953.692146998825
