round,start_mean,end_mean,dur_s,start_std,end_std,dur_s_std
57,280.0230666666667,285.01073333333335,4.9877,1.3299183899057547,1.3289582099560222,0.047637695158351194
58,285.01073333333335,290.01073333333335,5.0,1.3289582099560222,1.3289582099560222,0.0
59,290.01073333333335,294.9108,4.900099999999999,1.3289582099560222,1.4313824087224158,0.3869110362861209
60,294.9108,299.86,4.9492,1.4313824087224158,1.4431371581186736,0.19674755398733668
61,299.86,304.86,5.0,1.4431371581186736,1.4431371581186736,0.0
62,304.86,309.86,5.0,1.4431371581186736,1.4431371581186736,0.0
63,309.86,314.73420000000004,4.874261333333334,1.4431371581186736,1.5213079053423564,0.2795762097447458
64,314.73420000000004,319.6314666666667,4.897297333333333,1.5213079053423564,1.48167264876397,0.39776571761109164
65,319.6314666666667,324.6314666666667,5.0,1.48167264876397,1.48167264876397,0.0
66,324.6314666666667,329.55400000000003,4.922569333333333,1.48167264876397,1.4861882691733819,0.29988768248573777
67,329.55400000000003,334.55400000000003,5.0,1.4861882691733819,1.4861882691733819,0.0
68,334.55400000000003,339.31153333333333,4.757466666666667,1.4861882691733819,1.8284301958107074,0.5024877025171387
69,339.31153333333333,344.31153333333333,5.0,1.8284301958107074,1.8284301958107074,0.0
70,344.31153333333333,349.2534666666667,4.941969333333333,1.8284301958107074,1.8969671608975747,0.22475180556931382
71,349.2534666666667,354.13126666666665,4.877766666666667,1.8969671608975747,2.0132147166256464,0.47340766435141973
72,354.13126666666665,359.13126666666665,5.0,2.0132147166256464,2.0132147166256464,0.0
73,359.13126666666665,364.04793333333333,4.916635333333333,2.0132147166256464,1.9553766340407077,0.3228699656621327
74,364.04793333333333,369.04793333333333,5.0,1.9553766340407077,1.9553766340407077,0.0
75,369.04793333333333,373.96193333333326,4.913966666666666,1.9553766340407077,2.0495204479747557,0.33320566721871153
76,373.96193333333326,378.8904666666666,4.9285000000000005,2.0495204479747557,2.1468573998377423,0.2769183092538301
77,378.8904666666666,383.8904666666666,5.0,2.1468573998377423,2.1468573998377423,0.0
78,383.8904666666666,388.8904666666666,5.0,2.1468573998377423,2.1468573998377423,0.0
79,388.8904666666666,393.86039999999997,4.969899999999999,2.1468573998377423,2.123561792299501,0.11657679872084334
80,393.86039999999997,398.86039999999997,5.0,2.123561792299501,2.123561792299501,0.0
81,398.86039999999997,403.86039999999997,5.0,2.123561792299501,2.123561792299501,0.0
82,403.86039999999997,408.7763333333333,4.915966666666666,2.123561792299501,2.252607050466086,0.3254597005262967
83,408.7763333333333,413.7763333333333,5.0,2.252607050466086,2.252607050466086,0.0
84,413.7763333333333,418.7763333333333,5.0,2.252607050466086,2.252607050466086,0.0
85,418.7763333333333,423.6652,4.888869333333333,2.252607050466086,2.25795359942202,0.43040722125292774
86,423.6652,428.6652,5.0,2.25795359942202,2.25795359942202,0.0
87,428.6652,433.6652,5.0,2.25795359942202,2.25795359942202,0.0
88,433.6652,438.6652,5.0,2.25795359942202,2.25795359942202,0.0
89,438.6652,443.5453333333334,4.880169333333333,2.25795359942202,2.4206915383438514,0.46410217636493223
90,443.5453333333334,448.5453333333334,5.0,2.4206915383438514,2.4206915383438514,0.0
91,448.5453333333334,453.4387333333334,4.8934,2.4206915383438514,2.42528903923007,0.4128600247057107
92,453.4387333333334,458.2595333333334,4.820830666666667,2.42528903923007,2.7500326976411142,0.4995179749013281
93,458.2595333333334,463.11106666666666,4.851504666666667,2.7500326976411142,2.955348334960262,0.46237749455344807
94,463.11106666666666,468.04200000000003,4.930933333333333,2.955348334960262,2.9063287347245708,0.26749404977805896
95,468.04200000000003,472.9717333333335,4.929733333333333,2.9063287347245708,2.9229341536659152,0.2721416297935078
96,472.9717333333335,477.9717333333335,5.0,2.9229341536659152,2.9229341536659152,0.0
97,477.9717333333335,482.9492,4.9774639999999994,2.9229341536659152,2.948235651562283,0.08728155269013042
98,482.9492,487.8176666666667,4.868433333333333,2.948235651562283,3.2178359335488325,0.5095555089160223
99,487.8176666666667,492.6309333333334,4.813297333333334,3.2178359335488325,3.2315222301277013,0.5339947435196967
100,492.6309333333334,497.60093333333333,4.970002666666667,3.2315222301277013,3.220448271074487,0.08571774340962374
