round,success_mean,success_std
1,1.3333333333333333,1.2909944487358056
2,2.6666666666666665,1.4960264830861913
3,2.466666666666667,1.8073922282301278
4,2.2,1.6987390281365427
5,2.6,1.1832159566199232
6,2.933333333333333,1.7511900715418263
7,3.1333333333333333,1.3020130933435712
8,2.3333333333333335,1.2344267996967353
9,3.066666666666667,1.3870146083619754
10,3.4,1.4040757000349275
11,2.7333333333333334,1.6676187756655838
12,3.3333333333333335,1.6761634196950517
13,3.1333333333333333,1.4074631010979934
14,2.8666666666666667,0.9904304018720249
15,3.2,1.3732131246511903
16,2.8,1.01418510567422
17,3.3333333333333335,1.2344267996967353
18,3.2,0.9411239481143203
19,2.933333333333333,1.162919151265879
20,3.1333333333333333,0.990430401872025
21,2.8666666666666667,0.990430401872025
22,3.2666666666666666,0.8837151016885368
23,3.6,1.1832159566199232
24,2.6666666666666665,0.9759000729485332
25,3.1333333333333333,1.245945806357946
26,3.4,1.5491933384829666
27,2.8,1.5212776585113297
28,3.7333333333333334,0.9611501047232549
29,3.6,0.9856107606091622
30,3.8,1.424279266355945
31,3.6666666666666665,0.9759000729485333
32,3.8,1.2649110640673518
33,3.6,1.2983506020002016
34,3.2,1.082325538564332
35,3.6666666666666665,1.1751393027860062
36,3.3333333333333335,1.1126972805283735
37,2.7333333333333334,1.0997835284835873
38,3.8,1.01418510567422
39,3.7333333333333334,1.162919151265879
40,3.533333333333333,1.3557637102737474
41,3.7333333333333334,1.162919151265879
42,3.2666666666666666,0.9611501047232549
43,3.6,1.1212238211627763
44,3.4,1.5491933384829668
45,3.2666666666666666,1.162919151265879
46,3.1333333333333333,1.3020130933435712
47,3.7333333333333334,1.5796322658258455
48,3.6,0.9856107606091623
49,3.466666666666667,0.833809387832792
50,4.133333333333334,0.833809387832792
51,3.466666666666667,1.1872336794093274
52,3.3333333333333335,1.0465362369445672
53,3.0,0.9258200997725514
54,4.066666666666666,0.7988086367179801
55,3.466666666666667,0.7432233529572065
56,3.533333333333333,1.3557637102737474
57,3.2666666666666666,1.2227992865708153
58,3.4,1.1832159566199232
59,3.7333333333333334,1.1629191512658792
60,3.7333333333333334,1.2798809468443688
61,3.8666666666666667,0.7432233529572065
62,3.533333333333333,0.6399404734221844
63,3.6666666666666665,1.5430334996209192
64,3.466666666666667,1.3557637102737476
65,3.6666666666666665,1.0465362369445672
66,3.466666666666667,1.302013093343571
67,3.2666666666666666,0.961150104723255
68,3.8666666666666667,1.505545305418162
69,3.533333333333333,0.9904304018720251
70,3.6666666666666665,1.3451854182690985
71,3.2,1.4735767952260144
72,3.2,1.3201731488169055
73,3.6,1.121223821162776
74,3.6666666666666665,1.0465362369445672
75,3.2666666666666666,1.533747356112131
76,3.8,1.146423008442222
77,3.1333333333333333,1.0600988273786194
78,3.3333333333333335,0.8997354108424374
79,3.4,1.2983506020002016
80,3.3333333333333335,0.8997354108424375
81,3.2,1.2649110640673518
82,3.533333333333333,1.3020130933435712
83,3.3333333333333335,0.816496580927726
84,3.3333333333333335,0.9759000729485332
85,3.466666666666667,1.0600988273786194
86,3.466666666666667,0.9904304018720251
87,3.6666666666666665,0.9759000729485332
88,3.066666666666667,1.0327955589886444
89,3.466666666666667,1.505545305418162
90,3.533333333333333,0.9904304018720251
91,3.533333333333333,1.4074631010979937
92,4.0,1.4142135623730951
93,3.8,1.082325538564332
94,3.6,0.9856107606091623
95,3.6666666666666665,1.3451854182690985
96,3.8666666666666667,0.9154754164341269
97,3.2,1.4735767952260144
98,3.533333333333333,1.1872336794093272
99,3.933333333333333,1.2798809468443688
100,3.7333333333333334,1.2798809468443688
