round,ul_mcs_mean,ul_mcs_std
1,27.485493333333334,0.29167143566169174
2,27.419293333333332,0.49761160193563897
3,27.466013333333333,0.3771343032218985
4,27.405013333333333,0.3478453902581
5,27.480793333333335,0.2787529819614149
6,27.45705333333333,0.28706679627537834
7,27.594479999999997,0.20767617718801643
8,27.3175,0.58984643037707
9,27.570993333333334,0.3334924425501946
10,27.466866666666665,0.38496335941909887
11,27.429486666666666,0.39679065705206484
12,27.439,0.3450396105625304
13,27.494306666666667,0.2611251573662026
14,27.380186666666667,0.34947719497776086
15,27.36934666666667,0.4242466009067751
16,27.31542,0.316731511355776
17,27.462386666666664,0.2939361905163061
18,27.531873333333333,0.1967767461097065
19,27.45874,0.3212044760406854
20,27.522293333333334,0.18265920049044757
21,27.3673,0.2981922294666409
22,27.526046666666666,0.2834959457172099
23,27.508793333333333,0.2761270889248196
24,27.315839999999998,0.24104982235451458
25,27.4209,0.27557577386783705
26,27.41688,0.3835870420871157
27,27.261326666666665,0.5175708639771902
28,27.517366666666664,0.20071520216703176
29,27.416066666666666,0.4628482050871328
30,27.47712,0.35564868339416095
31,27.542846666666666,0.19324882504417096
32,27.517826666666668,0.25399135662084094
33,27.425586666666668,0.33580482823608493
34,27.390006666666668,0.2911115875071831
35,27.53788666666667,0.26656948937691033
36,27.35222666666667,0.3655988208535744
37,27.367833333333333,0.2606753636961023
38,27.472393333333333,0.2944841918305548
39,27.50138666666667,0.3649609037117473
40,27.4804,0.2831636503104574
41,27.53646666666667,0.1545120368249982
42,27.402786666666668,0.5102656043203199
43,27.478593333333333,0.26914982143956984
44,27.299766666666663,0.3324743978686102
45,27.522173333333335,0.3258806101860594
46,27.29994,0.3777972487232501
47,27.42276,0.39468838304957204
48,27.544273333333333,0.22172649325131125
49,27.522826666666667,0.18053348904473848
50,27.616006666666667,0.13722760794006592
51,27.402786666666668,0.3435749468387322
52,27.365573333333334,0.33511574219464335
53,27.343353333333333,0.2908584384852796
54,27.626986666666667,0.15951170519820196
55,27.530173333333334,0.20588684293863477
56,27.435253333333332,0.2520684172052918
57,27.363366666666664,0.22397649323937852
58,27.493233333333333,0.21007004840789498
59,27.56048666666667,0.27873752340217994
60,27.48018,0.3489132049255639
61,27.600753333333333,0.235445531664868
62,27.46428,0.23064433720712574
63,27.405793333333335,0.3325237015540973
64,27.335713333333334,0.6141118207468023
65,27.445486666666667,0.3402954868653896
66,27.422526666666666,0.4117953365910003
67,27.514526666666665,0.22333909025984475
68,27.48584,0.2701980353106107
69,27.427506666666666,0.35495485923598485
70,27.46979333333333,0.2875593763944778
71,27.33500666666667,0.33898705931193385
72,27.416846666666668,0.4036532951267299
73,27.66112,0.1378061122426312
74,27.49464,0.2566769615127705
75,27.376053333333335,0.3955391778801379
76,27.506373333333332,0.19167014249436332
77,27.449273333333334,0.20284201264836135
78,27.505233333333333,0.26799410352433056
79,27.394206666666665,0.2479417456542869
80,27.424246666666665,0.3176121846049418
81,27.521546666666666,0.24031775354032203
82,27.508546666666668,0.2398171442300705
83,27.50962666666667,0.17028858894185905
84,27.526673333333335,0.15876830138226436
85,27.527406666666664,0.2657383365715405
86,27.41425333333333,0.28095674773039003
87,27.456599999999998,0.3300463019465171
88,27.331213333333334,0.4366413252915725
89,27.463166666666666,0.32176963735537506
90,27.511613333333333,0.22868430474804136
91,27.424713333333333,0.31606996256856684
92,27.521366666666665,0.29094721088852166
93,27.50908666666667,0.2784521884239651
94,27.479666666666667,0.3199343139428712
95,27.514046666666665,0.1939004820839313
96,27.52544,0.33272831430892236
97,27.38878,0.4677029875588016
98,27.54769333333333,0.28634835295160144
99,27.601226666666665,0.16113971075111322
100,27.588486666666668,0.2327516790384939
