round,ul_rbg,ul_rbg_std
1,27788.666666666668,11927.647011799738
2,39433.8,12446.155655462451
3,35593.2,13985.594344590027
4,36918.73333333333,12726.088067243527
5,40800.066666666666,9838.600397462658
6,43908.53333333333,13954.527395726996
7,48785.4,7951.477776399267
8,37078.6,12923.365350071497
9,45228.26666666667,10925.912884165833
10,44358.666666666664,10952.180446094264
11,40295.86666666667,12145.40252151092
12,43470.73333333333,12305.316002598613
13,45760.53333333333,11598.152727707895
14,45270.6,7743.533890562222
15,44087.8,11150.789755502907
16,40437.46666666667,10437.804947584023
17,44375.26666666667,10079.700119310995
18,39857.4,7747.4542067516795
19,42214.6,10074.00871975572
20,41597.933333333334,10891.39336794141
21,43394.066666666666,9230.058825587708
22,43171.4,10538.960363473105
23,45950.0,12201.374957648948
24,40729.4,9885.279899209445
25,44357.0,13322.475333060294
26,41888.0,15329.115425042819
27,39278.2,14039.34246628788
28,45738.666666666664,11838.12774571256
29,45978.86666666667,7862.2722076169985
30,45011.2,14290.934210190737
31,46292.13333333333,8432.410533739674
32,49449.53333333333,9048.777627524114
33,48070.53333333333,10640.889408762963
34,41089.4,10828.851032575629
35,42893.73333333333,12478.42838356696
36,39506.933333333334,12221.53081636004
37,35746.26666666667,8758.65827515564
38,45032.2,10840.730729192437
39,43763.53333333333,11723.025559413689
40,42233.333333333336,11578.879027082436
41,46007.53333333333,10596.27077841652
42,40962.0,11075.712972858355
43,40104.2,11392.45023312745
44,41122.066666666666,14993.29514181335
45,38314.73333333333,11140.050560712823
46,36261.8,11279.603268099205
47,43785.333333333336,14212.514302878426
48,42171.26666666667,12222.800149525398
49,45449.53333333333,9828.052000463242
50,49033.4,6034.686958386019
51,41481.333333333336,12411.085526753128
52,37684.86666666667,9937.268278460395
53,36792.0,11358.423262055345
54,46588.8,7371.972494328967
55,40503.0,10410.812572924913
56,40558.066666666666,14007.510212467487
57,41085.933333333334,10466.619507931371
58,42198.6,10403.984455142998
59,40624.86666666667,10091.280174109772
60,43797.6,13386.319726817057
61,43965.26666666667,8580.573694328923
62,44401.8,8988.17265871418
63,43149.8,16544.726281895906
64,43583.333333333336,11848.877762813456
65,41574.666666666664,9035.774151881482
66,43659.4,8925.39375521967
67,37892.933333333334,6537.609758342949
68,42271.666666666664,11064.910035569113
69,38938.4,10120.650281196644
70,43550.4,10235.880175706854
71,39475.8,14473.363787118933
72,38570.6,11789.94948371584
73,39683.8,11105.164777834552
74,40428.666666666664,11606.376822780696
75,38892.6,14579.310937077926
76,41753.6,12369.571316050415
77,36314.46666666667,8360.592125874702
78,38174.13333333333,9013.465829893996
79,42103.4,13128.625343119515
80,40634.0,11310.010805855643
81,41073.066666666666,9948.853404622398
82,42030.8,11761.93240440168
83,36751.46666666667,10261.78571808092
84,37590.4,10071.325475257534
85,38248.0,11856.908149140014
86,39014.53333333333,11910.31897057977
87,40608.666666666664,11747.96497068241
88,33742.6,11885.264044185136
89,36941.933333333334,15360.83231778923
90,39033.0,11643.199627741018
91,41090.666666666664,12286.987173816202
92,42596.53333333333,15270.659967339174
93,42329.46666666667,12537.293549741145
94,38991.4,9766.543165316989
95,38285.333333333336,12336.180461591519
96,40670.666666666664,11102.659010130776
97,37675.4,13687.348667395638
98,42265.46666666667,9935.493379557862
99,41842.73333333333,13324.256851250475
100,42435.0,12111.331730479284
