round,ids
1,2.14103;2.21607
2,3.61907;3.62807;3.80207;3.80403
3,1.58957;4.44857;4.54657;4.54657
4,2.76353;3.12457;3.12507;3.37706;4.48357;4.48357
5,2.33647;2.3715;2.4605;4.326;4.32696;4.3795
6,1.97496;4.0885;4.38396;4.389;4.5255
7,2.0395;4.50996;4.5665;4.5795;4.68
8,2.1595;3.226;3.229;3.42996
9,3.6635;3.6775
10,3.0805;4.23746;4.23796;4.245;4.26046
11,1.818;2.7405;4.441;4.441;4.446;4.446
12,2.3035;2.4425;2.7955;4.3355;4.374
13,1.21;3.2605;3.2605;3.5175;3.5175
14,2.8165;3.10297;3.17597;3.2;4.45597;4.45597
15,1.72703;3.23904;4.18103;4.25704;4.29003
16,2.4195;2.52503;2.65303;4.50803
17,1.71104;2.17953;4.2685;4.274;4.28453;4.45403
18,1.6635;2.948;3.90696;4.05;4.95946
19,1.28896;3.132;3.5405;3.54096;3.961
20,1.273;3.2425;3.2425;3.5775;3.5775
21,1.68746;2.324;2.905;2.9055
22,1.20846;3.24047;3.96896;3.9725;4.1965
23,2.055;4.08896;4.09697;4.107
24,1.274;2.9735;3.039;4.04096
25,1.2935;3.4215;4.1775;4.3135;4.3195;4.33646
26,1.26254;3.29204;4.0695;4.07353;4.15054;4.34204
27,1.18246;2.844;2.947;2.9935
28,1.2545;3.3655;3.3655;3.586;3.586
29,2.93096;3.388;3.48147;4.059;4.59801
30,1.228;3.5125;3.6355;3.6385;3.6825
31,1.674;2.24547;4.39047;4.49546;4.56247
32,2.4135;2.4195;2.584;3.787;3.789
33,1.17996;3.0355;3.058;4.354
34,1.7515;1.7945;3.67596;3.68296;3.711
35,1.49251;2.94296;3.11247;3.121
36,1.2095;3.18;3.79297;3.941;3.947
37,1.717;1.76247;4.123;4.13046;4.4685
38,1.606;1.786;4.296;4.296;4.381;4.3935
39,2.21347;2.463;2.47296;3.6185;4.0415
40,1.913;2.1345;4.289;4.3255;4.387;4.387
41,2.7995;2.83596;3.0985;3.113;4.392
42,2.21346;2.5045;2.5275;4.266;4.3115
43,1.22596;3.2125;3.2125;3.5465;3.5475
44,2.418;2.531;2.55546;4.3675;4.382;4.43646
45,1.59354;1.72554;4.09504;4.0985;4.1865
46,1.18004;3.28403;3.51204;3.515;3.632
47,1.5665;2.13904
48,3.43054;3.435;3.57654
49,1.747;1.78304;3.46254;3.46254;3.50254
50,1.22104;3.00053;3.39254;3.39604;3.74454
51,1.93153;2.29904;2.31954;4.33753;4.33753;4.39454
52,2.1795;3.443;3.583;3.7005;3.798
53,1.8115;1.87996;4.2495;4.2715;4.2755;4.2885
54,2.159;2.34847;2.5845;3.783;3.7845
55,1.2665;3.283;3.92746;3.9295;3.974
56,1.685;2.0575;4.3015;4.35997;4.3715
57,1.3855;3.147;3.183;3.2815
58,1.3005;3.94097;4.025;4.56051
59,1.21347;3.2335;3.924;3.924;4.08697;4.08697
60,2.34003;2.44654;2.46503;4.38003;4.38004;4.43203
61,1.7945;1.8405;3.48396;3.67196;3.67197
62,1.25;2.3605;2.3605
63,1.7195;1.7745;3.51146;3.51147;3.558
64,1.5325;1.71146;2.952;2.956
65,1.626;2.9295;3.3995;3.58497;3.603
66,1.175;3.28746;3.2895;3.5605;3.5615
67,1.1635;2.758;2.76047;2.91796
68,1.28096;3.3065;3.6215;3.63796;4.6045
69,2.02396;3.873
70,1.2495;3.2285;3.443;3.931;4.076
71,3.0855;3.2265;3.25896;3.836;4.5015
72,2.02847;2.43196;2.446;4.37646;4.37647;4.4445
73,2.282;2.445;2.47446;3.769;3.769
74,2.7205;3.045;3.46696;3.74896
75,1.646;1.738;3.737;4.1375;4.14596;4.1925
76,1.1405;2.762;2.7645;2.855
77,1.20297;3.4635;4.0625;4.18746;4.251;4.4695
78,2.045;2.37;2.521;3.6075;3.6075
79,1.2245;3.2165;3.742;3.9145;4.0745;4.0775
80,1.26196;3.27;3.934;3.93646;4.08696;4.08697
81,1.18953;2.82853;2.89103
82,2.0795;2.28053;3.57554;3.61153
83,1.6525;1.78953;3.43954;3.56354;3.56403
84,2.54953;3.10003;3.10004;3.35553
85,1.14054;2.2435;2.2435
86,1.6125;1.77354;3.02953
87,1.833;1.84853;4.108;4.14953;4.15903;4.2
88,2.21804;2.56053;2.56453;3.85804;3.87203
89,1.77504;3.12654;3.12754;3.21354
90,2.44404;2.546;2.61354;4.38604;4.38604;4.43104
91,1.793;2.0155;4.207;4.20796;4.3265;4.3305
92,1.9275;1.9575;4.367;4.394;4.3975;4.3995
93,1.91047;1.974;3.86;4.089;4.0955;4.42446
94,1.20454;3.26204;3.2645;3.53903;3.53903
95,2.24304;2.42704;2.4825
96,2.08954;2.35654;2.3615;4.25753;4.25753;4.28504
97,1.625;1.764;3.3985;3.587;3.59
98,1.27296;3.25996;3.2725;3.605;3.605
99,1.257;2.7605;2.9345;4.9675
100,1.71546;1.832;3.4895;3.60946;3.66246
