round,ids
1,134;72
2,130;135;33;87
3,148;80;58;72
4,83;42;80;65;87;71
5,51;71;87;44;26;4
6,65;14;122;116;89
7,14;82;50;61;131
8,23;134;72;2
9,131;33
10,135;71;116;51;58
11,135;68;75;122;26;50
12,87;50;44;148;10
13,72;71;116;33;27
14,116;33;149;27;42;143
15,51;137;148;94;26
16,131;71;51;14
17,51;44;134;26;130;137
18,130;137;144;143;141
19,44;116;61;2;10
20,137;71;134;149;68
21,51;94;80;2
22,44;8;83;71;62
23,80;139;87;134
24,68;83;61;62
25,148;143;131;33;26;137
26,12;7;68;62;51;135
27,68;83;65;26
28,83;87;135;4;8
29,61;75;139;44;66
30,2;144;42;143;50
31,2;144;12;130;8
32,87;81;8;61;51
33,68;149;94;137
34,8;27;87;26;80
35,44;134;47;137
36,61;143;131;51;33
37,87;143;27;12;68
38,33;12;4;61;130;26
39,8;61;33;148;144
40,33;61;51;143;130;71
41,72;149;61;143;134
42,81;87;134;26;148
43,26;51;149;7;2
44,131;51;26;12;130;8
45,62;12;2;61;149
46,134;137;33;148;71
47,4;135
48,134;130;27
49,143;33;71;72;61
50,143;130;149;148;135
51,42;135;148;27;134;12
52,135;62;44;149;8
53,137;10;131;47;65;42
54,33;149;137;72;143
55,148;80;62;130;26
56,134;144;44;61;65
57,33;8;2;116
58,80;58;14;63
59,33;61;83;130;131;62
60,83;33;26;149;80;8
61,68;10;7;139;58
62,139;33;122
63,72;33;51;130;26
64,130;26;144;80
65,134;144;149;33;116
66,71;72;58;7;10
67,7;62;149;80
68,112;81;51;8;144
69,51;2
70,27;87;143;44;144
71,149;87;143;44;130
72,130;143;87;51;65;42
73,65;130;51;148;44
74,130;62;94;44
75,12;62;134;87;26;131
76,2;71;116;148
77,62;44;72;27;87;137
78,33;4;137;130;143
79,83;7;81;65;139;12
80,12;148;116;134;51;72
81,33;71;10
82,65;2;139;56
83,68;2;61;83;12
84,137;134;81;8
85,10;7;143
86,33;10;87
87,61;149;8;134;26;44
88,148;149;134;143;130
89,134;51;80;137
90,71;134;44;72;116;58
91,12;137;87;149;62;27
92,94;149;68;51;26;10
93,81;68;143;125;27;89
94,80;51;149;148;2
95,71;80;2
96,83;80;71;50;149;10
97,44;71;42;68;116
98,58;130;87;4;80
99,42;137;44;39
100,50;42;80;71;149
