round,total_ul_rbg
1,44737
2,49877
3,53896
4,58934
5,57061
6,59601
7,57276
8,50252
9,46694
10,59910
11,57941
12,50908
13,45569
14,57193
15,53920
16,41034
17,61888
18,65167
19,53180
20,45616
21,40505
22,61597
23,48398
24,43471
25,56720
26,58270
27,36920
28,46119
29,59552
30,48105
31,60595
32,46996
33,53640
34,47673
35,38647
36,61274
37,59503
38,56948
39,51857
40,56780
41,59534
42,60103
43,45830
44,57781
45,61387
46,47401
47,20844
48,41226
49,46160
50,48596
51,57731
52,50015
53,56860
54,50013
55,52725
56,59974
57,37408
58,42884
59,55481
60,57379
61,46933
62,27540
63,46316
64,38096
65,51885
66,45760
67,36788
68,52379
69,29856
70,63296
71,63951
72,58631
73,47632
74,44543
75,56231
76,36910
77,57356
78,48184
79,55801
80,55434
81,33075
82,54174
83,47255
84,40016
85,27025
86,41703
87,56185
88,47504
89,40058
90,57932
91,57195
92,56709
93,58219
94,45486
95,48206
96,59735
97,46914
98,45628
99,41943
100,47236
