round,ndi0_count,ndi1_count
1,144,6082
2,67,7644
3,151,6251
4,8,7164
5,0,7723
6,180,6927
7,217,7017
8,157,5164
9,315,5528
10,225,7612
11,102,7856
12,60,5470
13,0,5681
14,0,7866
15,267,5733
16,127,5304
17,153,7420
18,436,5263
19,75,5028
20,10,5445
21,32,3452
22,239,7161
23,88,5669
24,76,3876
25,99,7836
26,68,6897
27,1,3909
28,10,6130
29,279,6042
30,183,6050
31,350,7107
32,5,5471
33,333,4047
34,6,5896
35,62,4039
36,111,6621
37,79,6334
38,5,7459
39,30,5034
40,17,7745
41,97,7002
42,118,6912
43,0,5451
44,1,7925
45,95,6929
46,69,5760
47,44,1325
48,276,5128
49,0,5509
50,21,4778
51,0,6975
52,117,5611
53,18,7751
54,119,5418
55,52,6086
56,203,6268
57,6,4106
58,249,4286
59,3,7905
60,3,7917
61,0,5284
62,6,2382
63,3,5581
64,12,3373
65,135,5108
66,7,5619
67,14,3774
68,95,5090
69,130,3412
70,66,5878
71,190,7226
72,7,7043
73,1,5586
74,194,3910
75,0,6943
76,0,4035
77,23,6659
78,19,4719
79,0,7069
80,0,7691
81,157,3159
82,200,4581
83,0,5211
84,233,4074
85,3,2291
86,142,3121
87,13,7617
88,4,5174
89,129,3462
90,5,7700
91,50,7251
92,8,8155
93,145,6512
94,3,5657
95,335,5464
96,9,7431
97,14,4936
98,1,5447
99,126,3149
100,0,4998
