round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,5707.61,5636.92,5636.92,13.2232,1.2774,0.600601,99.3994,5328,5296,3567256,3523076
1,1,6,5,5.0.0.2,53660,5674.54,5674.54,17.1029,3.23926,89.4256,10.5744,31879,3371,33537495,3546587
2,6,11,5,1.0.0.2,6983.89,6977.83,6977.83,16.1109,1.35731,0.0336587,99.9663,5942,5940,4364930,4361144
2,6,11,5,5.0.0.2,53793.5,5692.97,5692.97,17.0952,3.2381,89.4146,10.5854,31959,3383,33620947,3558107
3,11,16,5,1.0.0.2,5079.29,5012.93,5012.93,16.863,1.18822,6.00588,93.9941,4762,4476,3174554,3133079
3,11,16,5,5.0.0.2,9811.36,4793.53,4793.53,14.6286,2.95169,51.1408,48.8592,5829,2848,6132098,2995958
4,16,20.4836,4.48357,1.0.0.2,7845.48,7840.3,7840.3,12.5904,1.19485,0.0340599,99.9659,5872,5870,4396966,4394065
4,16,20.4836,4.48357,5.0.0.2,4689.02,4688.78,4688.78,14.2796,2.91069,0,100,2498,2498,2627944,2627808
5,20.4836,24.8631,4.3795,1.0.0.2,8028.42,8028.42,8028.42,13.9434,1.4864,0,100,5827,5827,4395059,4395056
5,20.4836,24.8631,4.3795,5.0.0.2,4689.02,4688.78,4688.78,14.2797,2.91085,0,100,2440,2440,2566947,2566814
6,24.8631,29.8631,5,1.0.0.2,7257.47,7175.93,7175.93,23.7162,1.54269,0.619089,99.3809,5815,5779,4535921,4484953
6,24.8631,29.8631,5,5.0.0.2,4689.02,4688.78,4688.78,14.2782,2.9098,0,100,2786,2786,2930639,2930487
7,29.8631,34.8631,5,1.0.0.2,6930.43,6756.24,6756.24,27.6087,1.47165,1.31073,98.6893,5722,5647,4331521,4222649
7,29.8631,34.8631,5,5.0.0.2,4689.02,4688.78,4688.78,14.2782,2.9098,0,100,2786,2786,2930639,2930487
8,34.8631,39.8631,5,1.0.0.2,5585.99,5536.71,5536.71,23.6615,1.44058,0.468855,99.5311,4479,4458,3491244,3460441
8,34.8631,39.8631,5,5.0.0.2,4689.02,4688.78,4688.78,14.2782,2.9098,0,100,2786,2786,2930639,2930487
9,39.8631,44.8631,5,1.0.0.2,5361.06,5137.58,5137.58,26.0638,1.77001,10.6275,89.3725,5307,4743,3350665,3210989
9,39.8631,44.8631,5,5.0.0.2,4689.02,4688.78,4688.78,14.2782,2.9098,0,100,2786,2786,2930639,2930487
10,44.8631,49.8631,5,1.0.0.2,6973.4,6754.74,6754.74,24.3919,1.78429,1.67472,98.3253,5792,5695,4358378,4221713
10,44.8631,49.8631,5,5.0.0.2,4689.02,4688.78,4688.78,14.2782,2.9098,0,100,2786,2786,2930639,2930487
11,49.8631,54.3091,4.446,1.0.0.2,7948.44,7864.85,7864.85,22.0009,1.4788,0.555363,99.4446,5762,5730,4417340,4370888
