round,start_sim,end_sim,duration_sim,start_wall,end_wall,duration_wall
1,1,6,5,19:15:08,19:23:08,479.704
2,6,11,5,19:23:08,19:31:15,487.097
3,11,16,5,19:31:15,19:38:53,458.224
4,16,21,5,19:38:53,19:46:06,432.737
5,21,26,5,19:46:06,19:54:17,490.542
6,26,31,5,19:54:17,20:02:29,491.913
7,31,36,5,20:02:29,20:10:20,471.087
8,36,41,5,20:10:20,20:18:46,506.238
9,41,46,5,20:18:46,20:26:35,468.979
10,46,51,5,20:26:35,20:35:10,514.638
11,51,56,5,20:35:10,20:42:34,444.531
12,56,61,5,20:42:34,20:49:19,404.409
13,61,66,5,20:49:19,20:56:17,418.647
14,66,71,5,20:56:17,21:04:20,483.106
15,71,76,5,21:04:20,21:11:27,427.024
16,76,81,5,21:11:27,21:18:34,426.381
17,81,86,5,21:18:34,21:25:13,399.658
18,86,91,5,21:25:13,21:33:28,494.217
19,91,96,5,21:33:28,21:40:39,431.234
20,96,101,5,21:40:39,21:47:44,425.428
21,101,106,5,21:47:44,21:54:07,382.796
22,106,111,5,21:54:07,22:02:14,486.641
23,111,116,5,22:02:14,22:09:31,436.899
24,116,121,5,22:09:31,22:15:32,361.4
25,121,126,5,22:15:32,22:22:39,426.632
26,126,131,5,22:22:39,22:30:24,465.801
27,131,136,5,22:30:24,22:36:24,359.624
28,136,141,5,22:36:24,22:42:55,390.491
29,141,146,5,22:42:55,22:49:52,416.999
30,146,151,5,22:49:52,22:57:32,459.977
31,151,156,5,22:57:32,23:04:43,431.481
32,156,161,5,23:04:43,23:11:10,386.869
33,161,166,5,23:11:10,23:19:01,471.532
34,166,171,5,23:19:01,23:25:43,401.525
35,171,176,5,23:25:43,23:32:33,409.816
36,176,181,5,23:32:33,23:40:35,482.039
37,181,186,5,23:40:35,23:47:28,413.442
38,186,191,5,23:47:28,23:53:47,378.711
39,191,196,5,23:53:47,00:00:58,430.538
40,196,201,5,00:00:58,00:08:02,424.728
41,201,206,5,00:08:02,00:14:19,377.23
42,206,211,5,00:14:20,00:21:32,432.098
43,211,216,5,00:21:32,00:29:17,465.408
44,216,221,5,00:29:17,00:36:29,431.651
45,221,226,5,00:36:29,00:43:43,434.679
46,226,231,5,00:43:43,00:50:05,382.076
47,231,236,5,00:50:05,00:57:16,430.438
48,236,241,5,00:57:16,01:03:53,397.05
49,241,246,5,01:03:53,01:10:39,405.953
50,246,251,5,01:10:39,01:17:56,437.271
51,251,256,5,01:17:56,01:24:05,368.536
52,256,261,5,01:24:05,01:30:50,405.683
53,261,266,5,01:30:50,01:36:52,361.938
54,266,271,5,01:36:52,01:43:56,423.697
55,271,276,5,01:43:56,01:50:39,403.029
56,276,281,5,01:50:39,01:58:19,460.042
57,281,286,5,01:58:19,02:04:40,380.825
58,286,291,5,02:04:40,02:11:14,393.929
59,291,296,5,02:11:14,02:17:25,370.865
60,296,301,5,02:17:25,02:24:33,428.18
61,301,306,5,02:24:33,02:32:23,470.157
62,306,311,5,02:32:23,02:38:58,395.095
63,311,316,5,02:38:58,02:44:59,360.482
64,316,321,5,02:44:59,02:52:49,470.545
65,321,326,5,02:52:49,02:59:27,397.591
66,326,331,5,02:59:27,03:06:41,434.427
67,331,336,5,03:06:41,03:12:57,375.331
68,336,341,5,03:12:57,03:19:07,370.116
69,341,346,5,03:19:07,03:25:19,372.178
70,346,351,5,03:25:19,03:33:24,485.5
71,351,356,5,03:33:24,03:40:05,401.141
72,356,361,5,03:40:05,03:47:14,428.887
73,361,366,5,03:47:14,03:53:52,397.355
74,366,371,5,03:53:52,04:00:04,372.456
75,371,376,5,04:00:04,04:06:21,376.961
76,376,381,5,04:06:21,04:12:34,372.885
77,381,386,5,04:12:34,04:19:25,411.105
78,386,391,5,04:19:25,04:26:32,426.479
79,391,396,5,04:26:32,04:32:16,344.149
80,396,401,5,04:32:16,04:39:03,406.744
81,401,406,5,04:39:03,04:45:19,376.623
82,406,411,5,04:45:19,04:51:35,375.354
83,411,416,5,04:51:35,04:58:22,407.486
84,416,421,5,04:58:22,05:04:33,370.887
85,421,426,5,05:04:33,05:11:21,408.351
86,426,431,5,05:11:21,05:18:50,449.159
87,431,436,5,05:18:50,05:26:09,438.444
88,436,441,5,05:26:09,05:32:00,350.652
89,441,446,5,05:32:00,05:37:44,344.687
90,446,451,5,05:37:44,05:44:00,375.42
91,451,456,5,05:44:00,05:51:48,468.183
92,456,461,5,05:51:48,05:58:29,401.087
93,461,466,5,05:58:29,06:05:39,429.828
94,466,471,5,06:05:39,06:12:20,401.604
95,471,476,5,06:12:20,06:18:39,378.646
96,476,481,5,06:18:39,06:24:55,375.654
97,481,486,5,06:24:55,06:30:41,346.438
98,486,491,5,06:30:41,06:36:48,366.834
99,491,496,5,06:36:48,06:43:14,386.347
100,496,501,5,06:43:14,06:49:54,399.384
