round,start,end,dur_s,dest,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,1,6,5,1.0.0.2,4460.21,4333.3,4333.3,17.043,1.5407,1.39312,98.6069,4594,4530,2787633,2708312
1,1,6,5,5.0.0.2,53592.8,5783.59,5783.59,8.2442,1.14066,89.2113,10.7887,31839,3435,33495483,3614745
2,6,11,5,1.0.0.2,3771.28,3580.66,3580.66,25.0121,2.54431,2.43384,97.5662,4232,4129,2357051,2237915
2,6,11,5,5.0.0.2,44512,5657.09,5657.09,8.08944,1.0707,87.2906,12.7094,26445,3361,27820021,3535684
3,11,16,5,1.0.0.2,2384.69,2042.59,2042.59,23.1209,3.43413,38.3786,61.6214,4453,2744,1490434,1276618
3,11,16,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
4,16,21,5,1.0.0.2,1914.67,1611.59,1611.59,29.9219,3.56784,52.6725,47.3275,4116,1948,1196669,1007243
4,16,21,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
5,21,26,5,1.0.0.2,4245.31,4078.74,4078.74,18.9631,1.87482,11.779,88.221,4941,4359,2653320,2549213
5,21,26,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
6,26,31,5,1.0.0.2,2990.54,2750.39,2750.39,24.1722,2.73941,24.1263,75.8737,4750,3604,1869086,1718993
6,26,31,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
7,31,36,5,1.0.0.2,3613.43,3461.77,3461.77,14.1388,1.99631,1.73072,98.2693,3929,3861,2258396,2163609
7,31,36,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
8,36,41,5,1.0.0.2,5137.74,5009.24,5009.24,19.9264,1.67122,2.2231,97.7769,5083,4970,3211084,3130772
8,36,41,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
9,41,46,5,1.0.0.2,3068.52,2712.88,2712.88,21.7034,2.93289,24.869,75.131,4580,3441,1917825,1695553
9,41,46,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
10,46,51,5,1.0.0.2,3530.18,3331.99,3331.99,23.5679,2.91713,2.47953,97.5205,4396,4287,2206361,2082491
10,46,51,5,5.0.0.2,15747.6,5181.31,5181.31,7.56619,0.830621,67.1013,32.8987,9356,3078,9842249,3238317
11,51,56,5,1.0.0.2,2286.73,2039.36,2039.36,25.2436,4.00173,6.85172,93.1483,2846,2651,1429204,1274601
11,51,56,5,5.0.0.2,11714.5,4752.22,4752.22,7.46797,0.791316,59.4397,40.5603,6960,2823,7321593,2970137
12,56,61,5,1.0.0.2,3230.1,3039.92,3039.92,25.1458,2.57529,16.1253,83.8747,3479,2918,2018810,1899950
12,56,61,5,5.0.0.2,3923.47,3923.3,3923.3,7.21548,0.690495,0,100,2331,2331,2452170,2452065
13,61,66,5,1.0.0.2,4978.6,4818.07,4818.07,23.8066,2.1532,1.7425,98.2575,4132,4060,3111624,3011291
13,61,66,5,5.0.0.2,3923.47,3923.3,3923.3,7.21548,0.690495,0,100,2331,2331,2452170,2452065
14,66,71,5,1.0.0.2,4094.44,3958.11,3958.11,16.8115,1.81296,1.50196,98.498,4594,4525,2559025,2473821
14,66,71,5,5.0.0.2,3923.47,3923.3,3923.3,7.21548,0.690495,0,100,2331,2331,2452170,2452065
15,71,76,5,1.0.0.2,4117.94,3906.99,3906.99,25.5364,2.1412,21.4372,78.5628,4954,3892,2573713,2441866
15,71,76,5,5.0.0.2,3923.47,3923.3,3923.3,7.21548,0.690495,0,100,2331,2331,2452170,2452065
16,76,81,5,1.0.0.2,4449.98,4240.68,4240.68,17.9546,2.53423,2.13766,97.8623,4257,4166,2781235,2650427
