round,ids
1,4.22807;4.54207
2,4.53207
3,3.44507
4,4.26057
5,3.82157;4.32253;4.39107
6,4.07907;4.23457
7,3.25807;3.75507
8,3.24307;4.38306;4.63753
9,3.48853
10,4.41306;4.58107
11,4.63306
12,3.08557;3.16403
13,2.07607;2.68257;3.34507
14,3.65557;3.98553;4.92057
15,3.34907;4.09303;4.11957
16,2.75007;3.30807
17,2.43357;2.99507;3.09207;3.36353
18,4.19756;4.74657;4.74807
19,3.34557;4.17757
20,3.25603;3.28707
22,4.30057;4.73106;4.77406
23,2.85856;3.64103;3.68057;3.68457;4.94707
24,2.91407
25,2.92907;3.38957;3.99307;4.08953
26,3.76407;4.07407
27,3.48657
28,2.12453;2.73157;2.73608;4.11857
29,3.06353;3.28907
30,2.83307;3.34706;3.83307;4.75157
31,2.97003;3.45203;3.63907
32,2.52957;2.55007
33,3.38507;3.71357;4.16307;4.49057;4.54306
34,2.82557;2.85853
35,3.05108;3.58057
36,3.81707;4.41706;4.52307
37,4.24607
38,1.85607;3.75107
39,3.26157;3.91957;4.15107
40,2.78506;4.78307
41,2.12057;3.18307
42,2.77057;3.26356;3.67157
43,3.09007;3.65757;3.82207;4.11257
44,2.96857;3.51753;4.51457
45,2.99653;3.40757;3.48657
46,2.07257
47,2.73954;3.34257;3.40607
48,2.21903;2.48457
49,2.56706;3.04107;3.17107
50,2.79107;3.44303;3.55257;4.98603
51,1.79807;2.16657;2.16707
52,2.55553;2.79707
53,1.73157
54,2.41503;2.94057;3.01253;3.45807
55,2.62203
56,3.78807;3.95557;4.04803;4.27957
57,2.06107;4.95857
58,2.66757
59,1.93853;2.19707
60,3.10757;4.59757
61,3.11903;4.01857;4.02557;4.10307;4.16857
62,2.24807;2.67703;2.90457;3.51307
63,1.86553
64,3.65957;3.97757
65,2.71907
66,2.57403;3.30257;3.36103;3.36203;3.92603
67,2.22207;2.36107
68,2.24407;2.40057
69,1.96207;2.43007
70,3.42057;4.13856;4.24407;4.40407
71,2.89107;2.92807;2.99707
72,2.83507;3.18007;3.47807;3.71457
73,2.34603;2.91607;3.28057;3.34807
74,2.17407;2.36057;2.38107
75,2.10253
76,2.09753;2.25957;3.84457
77,1.90007;3.46807
78,2.65803;2.97607
79,1.49357
80,2.86207;2.87357
81,2.09806;2.33806;2.61007
82,1.84953
83,2.77853;3.04403;4.56607
84,1.72107;2.55503;2.59207
85,2.43307;2.79707
86,3.64557;3.79757;4.53153;4.71207
87,3.38657
88,1.55953;1.80357
89,4.33007
90,2.10106;2.34507;2.43757
91,3.77507;3.78007;3.87707;4.28957
92,2.55307;3.00107;3.44057
93,3.16707;3.53253;3.65257
94,2.30006;2.77207;2.82157;2.92157
95,2.36757
96,2.15553
98,1.82157;2.45007;2.67457
99,2.08707;2.52407;2.52457
100,2.71507;3.06453;3.12957
