round,total_ul_rbg
1,31058
2,41325
3,21606
4,15485
5,37412
6,25885
7,33820
8,43315
9,27252
10,33025
11,24519
12,34756
13,47802
14,36529
15,39444
16,43872
17,38848
18,49126
19,32300
20,40369
21,21841
22,49901
23,61852
24,18414
25,41968
26,38741
27,15663
28,40759
29,25266
30,59885
31,48643
32,24470
33,50236
34,33709
35,34752
36,44842
37,33252
38,36105
39,44097
40,37550
41,33608
42,47684
43,59843
44,35789
45,42266
46,30006
47,47012
48,38089
49,54160
50,50619
51,26852
52,24716
53,17189
54,51681
55,38500
56,48342
57,35337
58,23335
59,19127
60,40098
61,53848
62,41481
63,12126
64,34675
65,41311
66,52359
67,28192
68,21816
69,23811
70,56944
71,40957
72,44327
73,41246
74,28423
75,26064
76,31889
77,31437
78,48481
79,15964
80,34396
81,36102
82,25382
83,44302
84,29931
85,34078
86,45108
87,32445
88,19930
89,14877
90,31344
91,55328
92,38300
93,34992
94,42386
95,23160
96,14448
97,8926
98,31482
99,35142
100,42809
