round,avg_ul_mcs
1,27.0965
2,27.3137
3,26.4508
4,26.7976
5,27.2293
6,26.1798
7,27.4691
8,27.511
9,27.0777
10,27.0527
11,26.3458
12,26.7339
13,27.3967
14,27.2484
15,27.0779
16,27.5729
17,27.8571
18,27.8108
19,27.0942
20,27.3385
21,27.3048
22,27.5033
23,27.6622
24,26.2685
25,27.6616
26,27.2847
27,26.2829
28,27.751
29,27.0053
30,27.7573
31,27.3767
32,26.1887
33,27.5798
34,27.3863
35,27.3378
36,27.3858
37,27.0158
38,27.6509
39,27.6809
40,27.0784
41,27.4593
42,27.6908
43,27.8312
44,27.1665
45,27.3599
46,25.4881
47,27.3292
48,27.3068
49,27.5155
50,27.4207
51,27.7463
52,26.8457
53,26.0885
54,27.7601
55,27.5012
56,27.0903
57,27.2016
58,27.0428
59,27.4549
60,27.1263
61,27.8782
62,27.8514
63,26.4343
64,27.1635
65,27.2285
66,27.7692
67,26.9652
68,27.2727
69,27.081
70,27.6637
71,27.5036
72,27.2807
73,27.8349
74,27.7804
75,26.9693
76,27.6232
77,26.9824
78,27.6682
79,27.284
80,27.3906
81,27.1486
82,26.9371
83,26.8364
84,27.8081
85,26.8407
86,27.6458
87,27.1042
88,27.4203
89,26.6667
90,27.6672
91,27.6097
92,26.7812
93,26.6599
94,27.7052
95,26.2706
96,26.0917
97,24.5524
98,27.7046
99,27.4944
100,27.6143
