flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.110,49153,1.0.0.2,9,1.003,6.19257,5.18957,88.2077,67.8222,67.8222,12.6165,2.78222,2.3622,97.6378,508,496,57220,43996
3,7.0.0.156,49153,5.0.0.2,50000,1.00899,54.2946,53.2856,11824.1,1258,1258,8.65608,1.26552,89.3607,10.6393,74864,7965,78756928,8379180
4,7.0.0.153,49153,5.0.0.2,50000,1.00959,501.995,500.985,1196.25,1196.23,1196.23,7.18745,0.712645,0.0014043,99.9986,71210,71209,74912920,74911868
5,7.0.0.152,49153,5.0.0.2,50000,1.02641,501.998,500.972,1203.37,1203.35,1203.35,7.19027,0.694439,0.00139602,99.9986,71632,71631,75356864,75355812
6,7.0.0.21,49153,1.0.0.2,9,1.029,6.00406,4.97506,1178.46,1178.46,1178.46,19.386,0.4999,0,100,980,980,732864,732864
7,7.0.0.155,49153,5.0.0.2,50000,1.03476,9.76953,8.73477,38153.9,631.096,631.096,13.7967,3.68378,98.3459,1.65408,39599,655,41658148,689060
9,7.0.0.157,49153,5.0.0.2,50000,1.04342,501.983,500.939,372.147,372.029,372.029,7.46794,0.559368,0.0316013,99.9684,22151,22144,23302852,23295488
10,7.0.0.154,49153,5.0.0.2,50000,1.04463,501.998,500.953,1151.7,1151.69,1151.69,7.19084,0.701868,0.0014587,99.9985,68554,68553,72118808,72117756
11,7.0.0.28,49153,1.0.0.2,9,1.076,9.47506,8.39906,757.669,699.533,699.533,26.0663,3.93325,4.18288,95.8171,1028,985,795464,734428
12,7.0.0.127,49153,1.0.0.2,9,1.095,5.82357,4.72857,156.117,104.001,104.001,18.7897,3.38699,5.03731,94.9627,536,509,92276,61472
15,7.0.0.51,49153,1.0.0.2,9,1.149,6.17807,5.02907,1169.9,1169.9,1169.9,16.1308,0.733672,0,100,1045,1045,735440,735440
16,7.0.0.82,49153,1.0.0.2,9,1.159,6.00406,4.84506,1210.08,1210.08,1210.08,11.5611,0.43614,0,100,980,980,732864,732864
19,7.0.0.74,49153,1.0.0.2,9,6.018,11.1111,5.09307,118.467,94.6792,94.6792,27.5173,5.58603,4.33071,95.6693,508,486,75420,60276
20,7.0.0.133,49153,1.0.0.2,9,6.023,55.5941,49.5711,148.485,117.704,117.704,24.1526,11.0696,12.7371,87.2629,1107,966,920068,729336
23,7.0.0.10,49153,1.0.0.2,9,6.042,11.1126,5.07057,106.724,85.8602,85.8602,12.0359,2.87655,2.30769,97.6923,520,508,67644,54420
25,7.0.0.95,49153,1.0.0.2,9,6.124,11.0291,4.90507,496.166,419.876,419.876,32.7497,3.48455,5.58003,94.42,681,643,304216,257440
26,7.0.0.66,49153,1.0.0.2,9,6.131,11.0081,4.87706,1202.14,1202.14,1202.14,21.9519,0.805742,0,100,980,980,732864,732864
29,7.0.0.111,49153,1.0.0.2,9,6.159,11.0041,4.84506,1209.99,1209.99,1209.99,28.6088,0.652044,0,100,979,979,732812,732812
31,7.0.0.107,49153,1.0.0.2,9,11.152,11.539,0.387029,641.77,57.0499,57.0499,41.33,6.05985,91.1223,8.87772,597,53,31048,2760
33,7.0.0.4,49153,1.0.0.2,9,11.159,16.0041,4.84506,1210.24,1210.24,1210.24,21.7831,0.965367,0,100,980,980,732964,732964
34,7.0.0.79,49153,1.0.0.2,9,11.163,12.6435,1.48053,241.384,90.7783,90.7783,4.85556,0.745096,62.3981,37.6019,859,323,44672,16800
36,7.0.0.60,49153,1.0.0.2,9,11.176,11.7961,0.620065,398.565,44.3309,44.3309,33.6592,9.62477,88.8889,11.1111,594,66,30892,3436
39,7.0.0.143,49153,1.0.0.2,9,11.185,15.6836,4.49857,406.821,334.058,334.058,24.9851,4.95254,5.2381,94.7619,630,597,228764,187848
40,7.0.0.15,49153,1.0.0.2,9,11.186,16.0565,4.87053,536.983,422.078,422.078,30.4244,5.21123,8.0303,91.9697,660,607,326924,256968
43,7.0.0.105,49153,1.0.0.2,9,16.06,16.1211,0.0610646,3583.88,89.086,89.086,6.59329,2.71363,97.5285,2.47148,526,13,27356,680
45,7.0.0.29,49153,1.0.0.2,9,16.093,16.4041,0.311066,868.034,97.7284,97.7284,5.8086,1.35053,88.7519,11.2481,649,73,33752,3800
46,7.0.0.103,49153,1.0.0.2,9,16.094,16.1211,0.0270645,7701.89,47.2944,47.2944,4.84306,0.51425,99.4012,0.598802,501,3,26056,160
49,7.0.0.137,49153,1.0.0.2,9,16.172,20.7181,4.54607,364.961,318.602,318.602,17.898,4.38328,3.86643,96.1336,569,547,207392,181048
50,7.0.0.5,49153,1.0.0.2,9,16.174,21.004,4.83003,1269.33,1213.76,1213.76,42.026,2.05837,2.39282,97.6072,1003,979,766360,732812
53,7.0.0.16,49153,1.0.0.2,9,16.199,18.1186,1.91956,163.287,50.8115,50.8115,18.6839,5.55978,69.385,30.615,748,229,39180,12192
55,7.0.0.66,49154,1.0.0.2,9,21.002,26.0041,5.00206,1171.34,1171.34,1171.34,26.8409,0.723364,0,100,969,969,732392,732392
57,7.0.0.133,49154,1.0.0.2,9,21.042,26.1741,5.13207,304.545,272.614,272.614,12.7504,4.01256,2.80066,97.1993,607,590,195368,174884
59,7.0.0.87,49153,1.0.0.2,9,21.097,22.6991,1.60207,195.288,59.4832,59.4832,11.0574,2.52917,69.5479,30.4521,752,229,39108,11912
61,7.0.0.109,49153,1.0.0.2,9,21.136,25.3466,4.21057,257.987,186.061,186.061,17.8567,2.47232,4.95575,95.0442,565,537,135784,97928
62,7.0.0.125,49153,1.0.0.2,9,21.137,26.0041,4.86706,1204.61,1204.61,1204.61,14.9667,1.09572,0,100,980,980,732864,732864
65,7.0.0.46,49153,1.0.0.2,9,21.17,26.0041,4.83406,1212.75,1212.75,1212.75,20.6927,1.14789,0,100,979,979,732812,732812
67,7.0.0.106,49153,1.0.0.2,9,26.005,27.9231,1.91806,186.104,68.1187,68.1187,17.7285,3.72457,63.4033,36.5967,858,314,44620,16332
69,7.0.0.75,49153,1.0.0.2,9,26.049,30.0976,4.04857,265.441,175.161,175.161,33.8961,5.09961,7.80142,92.1986,564,520,134332,88644
71,7.0.0.56,49153,1.0.0.2,9,26.154,30.7126,4.55857,151.83,100.593,100.593,15.5807,3.89848,4.54545,95.4545,506,483,86516,57320
72,7.0.0.45,49153,1.0.0.2,9,26.16,31.004,4.84403,1210.25,1210.25,1210.25,29.7722,1.00277,0,100,979,979,732812,732812
75,7.0.0.138,49153,1.0.0.2,9,26.186,31.004,4.81803,1216.78,1216.78,1216.78,20.3669,1.17261,0,100,979,979,732812,732812
76,7.0.0.3,49153,1.0.0.2,9,26.199,27.6966,1.49756,202.804,58.6339,58.6339,22.2479,4.12075,71.0959,28.9041,730,211,37964,10976
79,7.0.0.119,49153,1.0.0.2,9,31.034,36.0056,4.97156,1184.37,1177.36,1177.36,21.6497,1.08793,0.3125,99.6875,960,957,736024,731668
81,7.0.0.16,49154,1.0.0.2,9,31.085,0,0,0,0,0,0,0,100,0,3,0,164,0
82,7.0.0.55,49153,1.0.0.2,9,31.099,36.0041,4.90506,1200.18,1195.44,1195.44,9.97419,1.08807,0.203666,99.7963,982,980,735868,732964
84,7.0.0.41,49153,1.0.0.2,9,31.138,35.2166,4.07857,113.452,73.5787,73.5787,5.92569,1.31826,2.83976,97.1602,493,479,57840,37512
86,7.0.0.150,49153,1.0.0.2,9,31.161,35.3861,4.22507,243.454,207.614,207.614,12.0408,2.84982,2.49554,97.5045,561,547,128576,109648
88,7.0.0.59,49153,1.0.0.2,9,31.173,35.779,4.60603,881.446,831.008,831.008,15.3667,2.90399,2.43605,97.5639,821,801,507496,478456
90,7.0.0.112,49153,1.0.0.2,9,36.067,41.0041,4.93706,1186.26,1186.26,1186.26,11.7378,0.562829,0,100,963,963,732080,732080
92,7.0.0.66,49155,1.0.0.2,9,36.11,41.0041,4.89406,1197.96,1197.88,1197.88,29.3865,1.25435,0.102041,99.898,980,979,732864,732812
94,7.0.0.55,49154,1.0.0.2,9,36.165,41.0041,4.83907,1216.21,1206.61,1206.61,20.8242,1.4462,0.408163,99.5918,980,976,735664,729856
95,7.0.0.115,49153,1.0.0.2,9,36.168,40.7696,4.60157,237.957,187.108,187.108,17.1928,3.9546,4.29338,95.7066,559,535,136872,107624
98,7.0.0.114,49153,1.0.0.2,9,36.186,38.6835,2.49753,156.968,73.8009,73.8009,10.1215,1.56962,13.4766,86.5234,512,443,49004,23040
99,7.0.0.145,49153,1.0.0.2,9,36.188,41.0041,4.81606,1217.28,1217.28,1217.28,23.1252,1.25903,0,100,979,979,732812,732812
102,7.0.0.113,49153,1.0.0.2,9,41,46.0041,5.00406,1170.96,1170.96,1170.96,14.9892,0.911824,0,100,970,970,732444,732444
104,7.0.0.63,49153,1.0.0.2,9,41.016,44.4516,3.43559,1066.78,826.725,826.725,32.4183,1.22658,9.0216,90.9784,787,716,458128,355036
106,7.0.0.50,49153,1.0.0.2,9,41.137,46.1956,5.05857,738.213,694.419,694.419,15.467,3.19022,2.65152,97.3485,792,771,466788,439096
107,7.0.0.17,49153,1.0.0.2,9,41.156,42.3696,1.21357,212.9,40.4758,40.4758,41.048,8.56163,80.9984,19.0016,621,118,32296,6140
109,7.0.0.33,49153,1.0.0.2,9,41.171,45.6316,4.46057,199.164,162.053,162.053,22.1834,5.78366,3.83912,96.1609,547,526,111048,90356
111,7.0.0.14,49153,1.0.0.2,9,41.176,42.968,1.79203,180.854,62.6954,62.6954,24.2348,3.04536,65.3402,34.6598,779,270,40512,14044
114,7.0.0.84,49153,1.0.0.2,9,46.056,51.0041,4.94806,1184.39,1184.39,1184.39,25.2597,1.22498,0,100,974,974,732552,732552
116,7.0.0.91,49153,1.0.0.2,9,46.071,51.022,4.95103,334.366,263.729,263.729,28.8869,3.11958,5.37459,94.6254,614,581,206932,163216
118,7.0.0.150,49154,1.0.0.2,9,46.144,51.061,4.91703,433.621,393.376,393.376,15.5054,2.92254,2.7439,97.2561,656,638,266516,241780
119,7.0.0.83,49153,1.0.0.2,9,46.181,51.0416,4.86057,88.7995,64.0452,64.0452,37.56,5.25155,4.00802,95.992,499,479,53952,38912
121,7.0.0.111,49154,1.0.0.2,9,46.187,51.0041,4.81706,1217.11,1217.11,1217.11,16.7186,1.16348,0,100,980,980,732864,732864
123,7.0.0.26,49153,1.0.0.2,9,46.197,51.0106,4.81357,179.905,145.429,145.429,24.7032,5.4484,4.02194,95.9781,547,525,108248,87504
126,7.0.0.36,49153,1.0.0.2,9,51.009,52.8066,1.79756,207.908,87.959,87.959,39.8387,4.02838,18.8034,81.1966,468,380,46716,19764
128,7.0.0.87,49154,1.0.0.2,9,51.046,0,0,0,0,0,0,0,100,0,3,0,164,0
129,7.0.0.104,49153,1.0.0.2,9,51.061,56.0111,4.95007,207.092,175.319,175.319,54.208,4.66213,7.16113,92.8389,391,363,128140,108480
130,7.0.0.78,49153,1.0.0.2,9,51.117,66.3746,15.2576,422.247,382.576,382.576,16.1923,4.48978,5.3554,94.6446,1027,972,805308,729648
132,7.0.0.33,49154,1.0.0.2,9,51.154,55.1966,4.04257,277.012,210.615,210.615,21.8189,4.6783,4.83271,95.1673,538,512,139980,106428
133,7.0.0.69,49153,1.0.0.2,9,51.19,56.0041,4.81406,1273.2,1220.11,1220.11,13.6622,2.57195,2.1978,97.8022,1001,979,766156,734212
137,7.0.0.87,49155,1.0.0.2,9,56.01,0,0,0,0,0,0,0,100,0,3,0,164,0
138,7.0.0.123,49153,1.0.0.2,9,56.123,61.0056,4.88257,1231.63,1200.7,1200.7,37.5435,2.22657,1.31048,98.6895,992,979,751688,732812
139,7.0.0.37,49153,1.0.0.2,9,56.129,61.0011,4.87207,374.609,317.388,317.388,10.4966,2.58486,3.8835,96.1165,618,594,228140,193292
