round,ndi0_count,ndi1_count
1,342,4841
2,804,6001
3,619,3467
4,422,2068
5,479,5850
6,644,4968
7,530,4806
8,452,7109
9,546,4408
10,727,6497
11,704,3429
12,510,3196
13,465,4345
14,552,5165
15,497,4971
16,521,5702
17,181,5710
18,428,9750
19,521,3833
20,601,5863
21,405,2722
22,746,8334
23,539,8612
24,283,1598
25,280,4563
26,642,6598
27,339,1464
28,206,4453
29,373,3956
30,417,7429
31,682,6197
32,358,3061
33,298,7400
34,543,4834
35,493,4131
36,471,6108
37,603,3637
38,443,3315
39,440,5759
40,591,4356
41,373,2991
42,585,6213
43,369,9831
44,471,4557
45,481,5896
46,645,2762
47,533,6122
48,353,3936
49,493,5575
50,646,6249
51,46,3135
52,265,3169
53,286,1589
54,381,5909
55,499,4445
56,565,7643
57,517,3164
58,467,3203
59,94,1979
60,658,4917
61,211,10220
62,168,4360
63,128,1226
64,576,4219
65,808,4036
66,242,8137
67,354,3035
68,195,2233
69,232,2521
70,582,9022
71,398,5366
72,333,4936
73,249,5365
74,44,3877
75,423,2637
76,195,2974
77,406,3572
78,477,5843
79,118,1111
80,460,4317
81,264,3674
82,455,2566
83,689,4764
84,84,3272
85,455,3939
86,434,6578
87,615,4270
88,47,1540
89,297,1041
90,122,3595
91,455,8443
92,368,4294
93,444,4925
94,220,5780
95,404,2526
96,282,1691
97,249,772
98,140,2768
99,201,4403
100,346,6104
