round,ndi0,ndi1,ndi0_std,ndi1_std
1,283.4,4936.6,132.80587336409485,1867.311696377595
2,324.3333333333333,4815.933333333333,167.0122607418247,2124.0018989319824
3,330.1333333333333,4892.866666666667,144.78696994780526,2211.3383428744382
4,318.46666666666664,4740.533333333334,141.74114568801954,1516.7125100345281
5,357.06666666666666,4875.933333333333,166.90821543876257,1721.3962964767322
6,284.6,5055.466666666666,151.85510010721217,1955.1418606428779
7,307.3333333333333,4865.666666666667,134.0206096446506,1301.2931846363263
8,369.6666666666667,4247.533333333334,155.1679581553332,1491.3338644442078
9,321.8666666666667,4959.2,122.32910333935062,1477.7768147747192
10,429.6,5481.266666666666,170.0465482490855,1680.748365064404
11,350.4,4420.2,179.70006757292632,1768.361477268071
12,379.6,5057.266666666666,170.85407307323487,1600.2198271606608
13,316.4,4568.733333333334,165.5492158155479,1807.8725250046439
14,388.53333333333336,4466.333333333333,168.7182209935788,1701.2217318598953
15,358.8,4311.533333333334,133.76696154133126,1802.9041202090218
16,378.8,4397.333333333333,122.34039164794034,1438.1512768961736
17,360.1333333333333,4485.466666666666,132.35604938771712,1695.0970838891571
18,261.0,3975.733333333333,133.07838721166237,1105.4389216613504
19,388.06666666666666,4336.133333333333,170.82299387990844,1759.3108986461825
20,347.2,4255.866666666667,97.36250378280718,1509.9748752245923
21,339.6666666666667,4162.733333333334,179.66980295875567,1620.5520429191788
22,327.0,4334.066666666667,157.59124341155507,1613.1070492626807
23,266.93333333333334,4322.4,149.59300340145143,1465.1246558374673
24,323.1333333333333,3875.2,159.8418265780566,1241.030861824153
25,346.2,4037.9333333333334,128.56860314355802,1718.4899295879618
26,317.26666666666665,3723.733333333333,126.91587014726763,1424.044715723826
27,410.8,3758.4666666666667,227.81891304906435,1418.0306699618245
28,307.6,4233.866666666667,148.28630608194598,1528.8899272098727
29,270.0,3816.733333333333,139.7247293788755,1496.3221801024893
30,238.73333333333332,4578.533333333334,129.52686796108955,2156.162128368255
31,281.6,4574.666666666667,144.8249189292269,1584.658082393561
32,268.2,4123.666666666667,127.32646453675123,1701.8411318613846
33,281.26666666666665,4107.533333333334,129.37457614377314,1831.0856212588621
34,300.6666666666667,3766.3333333333335,155.93985409521872,1404.7279689201987
35,253.33333333333334,4444.533333333334,116.33306044448824,1658.587301921499
36,215.46666666666667,3464.5333333333333,127.10449394475548,1206.050393798266
37,331.26666666666665,3452.266666666667,124.78236291735341,735.7447603489626
38,276.6,4361.8,120.13016749699945,1685.052614693593
39,295.46666666666664,4447.6,200.33324617698761,1763.2554632189372
40,256.6,3727.8,158.3787503784159,1806.0758250179547
41,284.8,4243.933333333333,174.815494573156,1487.2059357190903
42,320.4,4090.266666666667,159.65892217026715,1575.2024117856213
43,201.73333333333332,4216.666666666667,147.3569362692733,2534.4452948092908
44,304.06666666666666,3773.4666666666667,175.50802450790297,1653.8275461428718
45,258.26666666666665,3541.733333333333,163.98016720962093,1169.062901073619
46,311.8666666666667,3615.733333333333,103.2215831989378,1280.8450595863135
47,246.66666666666666,4107.0,134.61037248649296,1830.00917249848
48,296.4,4499.2,128.34818714285427,1653.4972547387465
49,245.86666666666667,3622.4,149.60322125383465,1475.3620282106065
50,175.93333333333334,3813.0,90.28404911062377,1421.737970634131
51,197.86666666666667,3660.9333333333334,141.70939411680646,1944.2039306126105
52,316.0,4033.133333333333,159.26572584385954,1423.5381909005393
53,317.1333333333333,3245.3333333333335,130.04717092911582,1029.6235558040942
54,268.1333333333333,4521.2,122.57817719239229,1464.839201316747
55,274.06666666666666,3959.6666666666665,139.23693407111423,921.2943276148172
56,331.0,3729.0666666666666,179.86224887793594,1503.7386962722835
57,354.8,3431.4,186.28595530221043,1434.7344104646786
58,261.93333333333334,3905.133333333333,134.37924301163835,1636.9796170590112
59,205.53333333333333,4350.4,115.85573952529232,1957.0679161877415
60,229.0,3530.866666666667,143.33427463699772,1523.3187860095218
61,242.86666666666667,4152.733333333334,163.65419407425904,1405.7816568253645
62,250.26666666666668,3564.2,131.20347701548303,1158.6648843758553
63,196.46666666666667,3610.4666666666667,121.93257309247754,1632.2548762225772
64,218.46666666666667,3683.133333333333,162.48114908974458,1655.9190743971703
65,273.73333333333335,4349.733333333334,116.29302071348334,1652.5225508150806
66,227.6,3773.3333333333335,181.99128707558657,1557.0326479129033
67,204.53333333333333,3137.5333333333333,137.18645636331527,1472.4276293962714
68,178.8,3811.733333333333,132.95713594989928,1718.684690880403
69,241.73333333333332,3815.866666666667,125.30161706097506,1666.2961864423687
70,206.93333333333334,3795.4666666666667,152.1885422131127,2195.551211839415
71,235.6,3370.733333333333,153.00644244139338,1277.116924206722
72,217.2,3184.866666666667,229.7250530525567,1430.6210872338263
73,268.0,3841.266666666667,167.337127636739,2100.7018713708408
74,223.66666666666666,3336.4666666666667,146.50727269450124,1591.6525045493113
75,228.4,3738.2,159.45568125881962,2133.715277565
