round,start_mean,end_mean,dur_s,start_std,end_std,dur_s_std
58,284.8036,289.7735333333333,4.969902666666667,1.2359004698714928,1.2412081595115714,0.11656647076525335
59,289.7735333333333,294.69606666666664,4.922536,1.2412081595115714,1.241328520270964,0.3000167819306112
60,294.69606666666664,299.69606666666664,5.0,1.241328520270964,1.241328520270964,0.0
61,299.69606666666664,304.69606666666664,5.0,1.241328520270964,1.241328520270964,0.0
62,304.69606666666664,309.69606666666664,5.0,1.241328520270964,1.241328520270964,0.0
63,309.69606666666664,314.58366666666666,4.887568666666667,1.241328520270964,1.4814015885865184,0.4354446815918948
64,314.58366666666666,319.58366666666666,5.0,1.4814015885865184,1.4814015885865184,0.0
65,319.58366666666666,324.58366666666666,5.0,1.4814015885865184,1.4814015885865184,0.0
66,324.58366666666666,329.58366666666666,5.0,1.4814015885865184,1.4814015885865184,0.0
67,329.58366666666666,334.58366666666666,5.0,1.4814015885865184,1.4814015885865184,0.0
68,334.58366666666666,339.4506666666666,4.8669693333333335,1.4814015885865184,1.5747912182103279,0.3654166425850022
69,339.4506666666666,344.4506666666666,5.0,1.5747912182103279,1.574791218210328,0.0
70,344.4506666666666,349.40399999999994,4.953333333333333,1.574791218210328,1.6273907687724278,0.1807392228230128
71,349.40399999999994,354.40399999999994,5.0,1.6273907687724278,1.6273907687724278,0.0
72,354.40399999999994,359.40399999999994,5.0,1.6273907687724278,1.6273907687724278,0.0
73,359.40399999999994,364.3739999999999,4.969997333333334,1.6273907687724278,1.6162326123249873,0.11619982834181251
74,364.3739999999999,369.3739999999999,5.0,1.6162326123249873,1.6162326123249873,0.0
75,369.3739999999999,374.29879999999997,4.924833333333334,1.6162326123249873,1.7184086575333888,0.2911192481899242
76,374.29879999999997,379.21493333333336,4.916166666666667,1.7184086575333888,1.8441616162003407,0.32468510385705507
77,379.21493333333336,384.1832,4.9683,1.8441616162003407,1.8620151986490296,0.12277357207477516
78,384.1832,389.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
79,389.1832,394.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
80,394.1832,399.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
81,399.1832,404.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
82,404.1832,409.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
83,409.1832,414.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
84,414.1832,419.1832,5.0,1.8620151986490296,1.8620151986490296,0.0
85,419.1832,424.0141333333333,4.830904666666667,1.8620151986490296,1.9418250203156313,0.4512123730710195
86,424.0141333333333,429.0141333333333,5.0,1.9418250203156313,1.9418250203156313,0.0
87,429.0141333333333,434.0141333333333,5.0,1.9418250203156313,1.9418250203156313,0.0
88,434.0141333333333,439.0141333333333,5.0,1.9418250203156313,1.9418250203156313,0.0
89,439.0141333333333,443.87399999999997,4.859830666666666,1.9418250203156313,2.1358035958392763,0.5428734936489961
90,443.87399999999997,448.87399999999997,5.0,2.1358035958392763,2.1358035958392763,0.0
91,448.87399999999997,453.7793333333333,4.905333333333333,2.1358035958392763,2.2167525046036696,0.2501847650570807
92,453.7793333333333,458.70646666666664,4.9271020000000005,2.2167525046036696,2.1892663763614153,0.2823327399718283
93,458.70646666666664,463.60566666666665,4.899197333333333,2.1892663763614153,2.347757582602309,0.39040704925329744
94,463.60566666666665,468.5076,4.901902000000001,2.347757582602309,2.2700373754002943,0.3799319202962552
95,468.5076,473.5076,5.0,2.2700373754002943,2.2700373754002943,0.0
96,473.5076,478.5076,5.0,2.2700373754002943,2.2700373754002943,0.0
97,478.5076,483.4798,4.972167333333333,2.2700373754002943,2.2967032024186276,0.10779545448054227
98,483.4798,488.4798,5.0,2.2967032024186276,2.2967032024186276,0.0
99,488.4798,493.29746666666665,4.817633333333333,2.2967032024186276,2.2569133430628696,0.48419740340760453
100,493.29746666666665,498.29746666666665,5.0,2.2569133430628696,2.2569133430628696,0.0
