round,start_mean,end_mean,dur_s,start_std,end_std,dur_s_std
1,1.0,6.0,5.0,0.0,0.0,0.0
2,6.0,11.0,5.0,0.0,0.0,0.0
3,11.0,15.945073333333333,4.945071333333333,0.0,0.21273006526268606,0.21273781122937843
4,15.945073333333333,20.945073333333333,5.0,0.21273006526268606,0.21273006526268562,0.0
5,20.945073333333333,25.945073333333333,5.0,0.21273006526268562,0.21273006526268562,0.0
6,25.945073333333333,30.945073333333333,5.0,0.21273006526268562,0.21273006526268562,0.0
7,30.945073333333333,35.90931333333333,4.964238,0.21273006526268562,0.24541147623260592,0.13850563042706962
8,35.90931333333333,40.90931333333334,5.0,0.24541147623260592,0.2454114762326059,0.0
9,40.90931333333334,45.90931333333334,5.0,0.2454114762326059,0.2454114762326059,0.0
10,45.90931333333334,50.90931333333334,5.0,0.2454114762326059,0.2454114762326059,0.0
11,50.90931333333334,55.822480000000006,4.913166666666666,0.2454114762326059,0.5062230002676692,0.3363040538956776
12,55.822480000000006,60.74238666666667,4.919904666666667,0.5062230002676692,0.6115098374009165,0.22710900129568581
13,60.74238666666667,65.74238666666666,5.0,0.6115098374009165,0.6115098374009162,0.0
14,65.74238666666666,70.74238666666666,5.0,0.6115098374009162,0.6115098374009162,0.0
15,70.74238666666666,75.74238666666666,5.0,0.6115098374009162,0.6115098374009162,0.0
16,75.74238666666666,80.74238666666669,5.0,0.6115098374009162,0.6115098374009162,0.0
17,80.74238666666669,85.74238666666669,5.0,0.6115098374009162,0.6115098374009162,0.0
18,85.74238666666669,90.74238666666669,5.0,0.6115098374009162,0.6115098374009162,0.0
19,90.74238666666669,95.74238666666669,5.0,0.6115098374009162,0.6115098374009162,0.0
20,95.74238666666669,100.74238,5.0,0.6115098374009162,0.6115112780177133,0.0
21,100.74238,105.7424,5.0,0.6115112780177133,0.6114649622014336,0.0
22,105.7424,110.69233333333332,4.949904666666667,0.6114649622014336,0.6195584449159479,0.1940183917227094
23,110.69233333333332,115.69233333333332,5.0,0.6195584449159479,0.6195584449159479,0.0
24,115.69233333333332,120.69233333333332,5.0,0.6195584449159479,0.6195584449159479,0.0
25,120.69233333333332,125.65146666666665,4.959137999999999,0.6195584449159479,0.6180300347147578,0.1582578454927276
26,125.65146666666665,130.59853333333334,4.947066666666667,0.6180300347147578,0.7700984971015719,0.2050099184592458
27,130.59853333333334,135.54366666666664,4.9451046666666665,0.7700984971015719,0.7687691151320772,0.21260871178450494
28,135.54366666666664,140.52586666666667,4.982200000000001,0.7687691151320772,0.8006619463799663,0.0689391035624921
29,140.52586666666667,145.52586666666667,5.0,0.8006619463799663,0.8006619463799663,0.0
30,145.52586666666667,150.32966666666667,4.803771333333333,0.8006619463799663,0.907675340531804,0.5172843215550484
31,150.32966666666667,155.32966666666667,5.0,0.907675340531804,0.907675340531804,0.0
32,155.32966666666667,160.30819999999997,4.978530666666667,0.907675340531804,0.9100271738485943,0.08315037045417585
33,160.30819999999997,165.30819999999997,5.0,0.9100271738485943,0.9100271738485943,0.0
34,165.30819999999997,170.30819999999997,5.0,0.9100271738485943,0.9100271738485943,0.0
35,170.30819999999997,175.3082,5.0,0.9100271738485943,0.9100271738485944,0.0
36,175.3082,180.3082,5.0,0.9100271738485944,0.9100271738485944,0.0
37,180.3082,185.3082,5.0,0.9100271738485944,0.9100271738485944,0.0
38,185.3082,190.09400000000002,4.785833333333333,0.9100271738485944,1.1869425909814326,0.4450832526564419
39,190.09400000000002,195.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
40,195.09400000000002,200.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
41,200.09400000000002,205.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
42,205.09400000000002,210.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
43,210.09400000000002,215.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
44,215.09400000000002,220.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
45,220.09400000000002,225.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
46,225.09400000000002,230.09400000000002,5.0,1.1869425909814326,1.1869425909814326,0.0
47,230.09400000000002,235.05573333333334,4.9617640000000005,1.1869425909814326,1.2301251078456963,0.1480873912255869
48,235.05573333333334,240.0188,4.963033333333333,1.2301251078456963,1.2392677676757373,0.1431712843648008
49,240.0188,245.0188,5.0,1.2392677676757373,1.2392677676757373,0.0
50,245.0188,249.9090666666667,4.890266666666666,1.2392677676757373,1.3019065396929392,0.4249953725238273
51,249.9090666666667,254.8493333333333,4.9402713333333335,1.3019065396929392,1.2684014498948049,0.23132813129117405
52,254.8493333333333,259.84933333333333,5.0,1.2684014498948049,1.2684014498948044,0.0
53,259.84933333333333,264.84933333333333,5.0,1.2684014498948044,1.2684014498948044,0.0
54,264.84933333333333,269.8036,4.954235333333333,1.2684014498948044,1.2359004698714928,0.17724579184473366
55,269.8036,274.8036,5.0,1.2359004698714928,1.2359004698714928,0.0
56,274.8036,279.8036,5.0,1.2359004698714928,1.2359004698714928,0.0
57,279.8036,284.8036,5.0,1.2359004698714928,1.2359004698714928,0.0
