round,ul_rbg,ul_rbg_std
1,37345.8,8845.890467975996
2,34945.0,14089.999356179647
3,37963.666666666664,11538.573752335913
4,37854.066666666666,9037.720907923846
5,41773.26666666667,8637.199789834887
6,41707.2,8693.110056656527
7,42932.6,9165.517698728985
8,42102.26666666667,9881.417151593667
9,44182.933333333334,14366.59319625452
10,46423.86666666667,10096.884596368374
11,40085.0,12892.417860343896
12,44541.13333333333,8105.683639685592
13,41661.933333333334,11216.758097129661
14,40819.4,9976.445114081755
15,40786.2,12383.263637437656
16,42730.86666666667,6544.160503474689
17,42671.0,10921.98142672447
18,39223.26666666667,10105.849709568263
19,41105.73333333333,12177.251029608251
20,40709.86666666667,9691.15399929726
21,41020.8,13553.376849647892
22,41899.86666666667,11597.67417487949
23,39838.666666666664,7734.188586738631
24,39294.066666666666,9409.833067189924
25,39586.53333333333,11840.174286040283
26,38932.73333333333,11990.370996682932
27,40651.73333333333,11903.945609194738
28,44700.73333333333,11722.706303011548
29,38637.86666666667,8165.150815391914
30,42292.53333333333,15690.119306050392
31,44044.26666666667,11324.396517927042
32,40797.8,11952.112420584308
33,40585.933333333334,14256.514062333887
34,39177.73333333333,11618.097369846671
35,42191.0,11717.473862325689
36,34432.666666666664,7109.345174453398
37,38778.53333333333,9505.366595971433
38,43993.86666666667,12718.410322198664
39,43367.86666666667,12657.28568209216
40,37267.933333333334,14974.8955945164
41,43553.8,10323.332796561945
42,44590.333333333336,9781.276835046103
43,39480.333333333336,13679.758940371234
44,37859.066666666666,11795.089156488975
45,38399.73333333333,8331.189311999875
46,37228.6,10897.129732181773
47,39142.13333333333,13340.551246195975
48,44810.0,11636.906799366525
49,41688.933333333334,13935.712183690744
50,38911.13333333333,9281.66321199775
51,38028.26666666667,10887.306871940807
52,41703.933333333334,10181.69950356778
53,37639.2,10000.329703136222
54,45743.333333333336,10516.618085315304
55,41632.8,7872.922793619007
56,40160.333333333336,12672.081775454637
57,40505.2,11403.550050000094
58,42397.666666666664,13015.130407483804
59,42108.73333333333,10692.436796076712
60,37196.666666666664,10651.898554226087
61,42703.46666666667,11448.521494477958
62,39527.26666666667,10282.932832518904
63,38522.86666666667,13584.829973522812
64,37577.333333333336,11592.497849081208
65,43191.86666666667,11034.803809937426
66,39653.46666666667,12362.217333857378
67,34453.066666666666,12663.102697356977
68,39876.13333333333,12738.14505932402
69,41692.4,11434.739992046792
70,37265.26666666667,13300.16160732464
71,38274.0,11810.71664089138
72,35343.333333333336,12678.256131022496
73,41251.13333333333,12818.011305896684
74,38567.4,13097.597962985426
75,37573.066666666666,17381.6769512638
76,38903.6,9657.283252994677
77,36758.066666666666,11395.278423644633
78,36126.46666666667,11293.895069376871
79,36219.2,14557.795516982842
80,33088.73333333333,10094.46022378234
81,35915.0,10821.022449710696
82,36243.933333333334,11440.711475544984
83,36272.333333333336,10762.116850101474
84,37894.333333333336,9405.983867932664
85,38106.4,13013.682326140988
86,37881.066666666666,9990.967230930337
87,36661.4,6564.1747582725775
88,34196.6,12596.066011712886
89,39095.53333333333,13044.82617124871
90,39691.73333333333,11904.45556723956
91,39240.86666666667,13890.997777937577
92,44427.666666666664,10008.84348011916
93,38455.333333333336,9133.602650704286
94,41570.53333333333,11508.581915042274
95,36708.0,11029.64982606947
96,43662.73333333333,9438.892757905352
97,37018.4,12634.715660772561
98,37614.066666666666,13978.548848997505
99,40674.73333333333,11082.374477821379
100,40027.333333333336,11163.129340228334
