round,dest,start_min,start_mean,end_mean,end_max,dur_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes,start_std,end_std,dur_s_std,tx_kbit_s_std,rx_kbit_s_std,throughput_kbit_s_std,mean_delay_ms_std,mean_jitter_ms_std,packet_loss_pct_std,delivery_ratio_pct_std,tx_pkts_std,rx_pkts_std,tx_bytes_std,rx_bytes_std
11,1.0.0.2,50.1761,50.90931333333333,55.82248,56.0,4.913166666666667,4587.5409070864,4399.210719495233,4399.210719495233,21.411605273197758,2.0201925473575955,10.631800527735777,89.36819947226422,4497.0,4019.0,2817419.0,2701757.0,0.24541147623260587,0.5062230002676693,0.3363040538956776,1915.8374932909203,1927.7595746430682,1927.7595746430682,8.046697824277864,0.5312929982168838,12.514020794193021,12.514020794193023,798.0,1049.0,942336.0,953904.0
11,5.0.0.2,50.1761,50.90931333333333,55.82248,56.0,4.913166666666667,7030.06272940059,3865.4941619457913,3865.4941619457913,7.685574941802068,1.0008826988774002,45.01388866327707,54.98611133672293,4104.0,2257.0,4317484.0,2373977.0,0.24541147623260587,0.5062230002676693,0.3363040538956776,3569.4856427323407,1268.0664917205768,1268.0664917205768,0.9277815053525728,0.6606213204863031,23.182918886346705,23.182918886346705,2149.0,787.0,2261308.0,828130.0
12,1.0.0.2,54.1611,55.82248,60.74238666666667,61.0,4.919904666666667,5235.61548685835,5049.804081569602,5049.804081569602,24.91726965503742,2.022951536145032,6.863281304780736,93.13671869521926,4754.0,4428.0,3219841.0,3105569.0,0.5062230002676693,0.6115098374009165,0.22710900129568584,1400.7668562970964,1454.705359066752,1454.705359066752,6.132120255460469,0.6319261359616554,7.139936550221371,7.139936550221371,670.0,810.0,689682.0,730903.0
12,5.0.0.2,54.1611,55.82248,60.74238666666667,61.0,4.919904666666667,6712.521502787927,3830.177305603618,3830.177305603618,7.603028654498899,0.9827582400702675,42.94014712628056,57.05985287371944,3924.0,2239.0,4128121.0,2355513.0,0.5062230002676693,0.6115098374009165,0.22710900129568584,3123.490728422053,1257.790337215175,1257.790337215175,0.8418170313927233,0.6638924549006413,22.132583910836363,22.132583910836363,1892.0,775.0,1990152.0,815496.0
13,1.0.0.2,59.1611,60.74238666666667,65.74238666666666,66.0,5.0,4747.490453333333,4611.626133333333,4611.626133333333,23.174030505549933,1.8501551329826948,6.780604748279329,93.21939525172067,4310.0,4018.0,2967182.0,2882266.0,0.6115098374009165,0.6115098374009162,0.0,1247.3283158781605,1232.262184302941,1232.262184302941,7.058218097252376,0.3398043575521487,9.101445955233629,9.101445955233629,932.0,1081.0,779580.0,770164.0
13,5.0.0.2,59.1611,60.74238666666667,65.74238666666666,66.0,5.0,6344.211200000001,3769.4091733333335,3769.4091733333335,7.527672959037867,0.9776780386103834,40.584042308576684,59.415957691423316,3769.0,2239.0,3965132.0,2355881.0,0.6115098374009165,0.6115098374009162,0.0,3218.138041840077,1264.8512352191708,1264.8512352191708,0.820789643110886,0.6762777414703716,23.679695974709052,23.679695974709052,1912.0,751.0,2011336.0,790532.0
14,1.0.0.2,64.1611,65.74238666666666,70.74238666666666,71.0,5.0,4621.356266666667,4448.836586666666,4448.836586666666,21.42478507391835,2.140002645632714,4.95802516878555,95.04197483121445,4137.0,3932.0,2888348.0,2780523.0,0.6115098374009162,0.6115098374009162,0.0,1110.4716613307046,1111.9358895048158,1111.9358895048158,5.803433785326293,0.7260328151792746,5.874743079958444,5.874743079958444,961.0,1022.0,694045.0,694960.0
14,5.0.0.2,64.1611,65.74238666666666,70.74238666666666,71.0,5.0,6344.211200000001,3769.4091733333335,3769.4091733333335,7.527672959037867,0.9776780386103834,40.584042308576684,59.415957691423316,3769.0,2239.0,3965132.0,2355881.0,0.6115098374009162,0.6115098374009162,0.0,3218.138041840077,1264.8512352191708,1264.8512352191708,0.820789643110886,0.6762777414703716,23.679695974709052,23.679695974709052,1912.0,751.0,2011336.0,790532.0
15,1.0.0.2,69.1611,70.74238666666666,75.74238666666666,76.0,5.0,4517.344,4346.05952,4346.05952,20.60084903023294,1.9924861572773833,11.045469241395526,88.95453075860448,4536.0,4035.0,2823340.0,2716287.0,0.6115098374009162,0.6115098374009162,0.0,1448.7206873542227,1476.522413344895,1476.522413344895,4.680426419808145,0.47987041284774645,13.752566388728168,13.752566388728168,769.0,1037.0,905450.0,922827.0
15,5.0.0.2,69.1611,70.74238666666666,75.74238666666666,76.0,5.0,6344.211200000001,3769.4091733333335,3769.4091733333335,7.527672959037867,0.9776780386103834,40.584042308576684,59.415957691423316,3769.0,2239.0,3965132.0,2355881.0,0.6115098374009162,0.6115098374009162,0.0,3218.138041840077,1264.8512352191708,1264.8512352191708,0.820789643110886,0.6762777414703716,23.679695974709052,23.679695974709052,1912.0,751.0,2011336.0,790532.0
16,1.0.0.2,74.1611,75.74238666666666,80.74238666666666,81.0,5.0,4683.26048,4501.847893333334,4501.847893333334,22.727780328683608,2.1177241057287697,7.721706694387966,92.27829330561204,4361.0,4024.0,2927038.0,2813655.0,0.6115098374009162,0.6115098374009162,0.0,848.4009517871027,855.4214631078577,855.4214631078577,5.244616138188989,0.3732883928929099,6.98156375779716,6.98156375779716,588.0,625.0,530251.0,534638.0
16,5.0.0.2,74.1611,75.74238666666666,80.74238666666666,81.0,5.0,6344.211200000001,3769.4091733333335,3769.4091733333335,7.527672959037867,0.9776780386103834,40.584042308576684,59.415957691423316,3769.0,2239.0,3965132.0,2355881.0,0.6115098374009162,0.6115098374009162,0.0,3218.138041840077,1264.8512352191708,1264.8512352191708,0.820789643110886,0.6762777414703716,23.679695974709052,23.679695974709052,1912.0,751.0,2011336.0,790532.0
17,1.0.0.2,79.1611,80.74238666666666,85.74238666666666,86.0,5.0,4873.585173333333,4688.70816,4688.70816,22.814623921488447,1.9400088454461097,5.692588362676317,94.30741163732368,4495.0,4239.0,3045991.0,2930443.0,0.6115098374009162,0.6115098374009162,0.0,1299.59340484313,1252.5481684643148,1252.5481684643148,7.993629108311074,0.3104861306740647,5.969704345800057,5.969704345800056,772.0,914.0,812246.0,782843.0
17,5.0.0.2,79.1611,80.74238666666666,85.74238666666666,86.0,5.0,6041.973546666667,3720.561066666667,3720.561066666667,7.528292280431898,0.9597542509048136,38.422108312903944,61.577891687096056,3590.0,2210.0,3776233.0,2325351.0,0.6115098374009162,0.6115098374009162,0.0,3015.938137868018,1228.751518786862,1228.751518786862,0.786237160889645,0.6716167127474534,22.87916670429536,22.87916670429536,1792.0,730.0,1884961.0,767970.0
18,1.0.0.2,84.1611,85.74238666666666,90.74238666666666,91.0,5.0,4520.7762133333335,4393.696,4393.696,20.36209275362319,1.7885973396770765,7.846947977238099,92.1530520227619,4288.0,3951.0,2825485.0,2746060.0,0.6115098374009162,0.6115098374009162,0.0,1160.644806748228,1166.0408652526621,1166.0408652526621,4.947226434632218,0.47542018242012085,8.069624762065946,8.069624762065946,542.0,738.0,725403.0,728776.0
18,5.0.0.2,84.1611,85.74238666666666,90.74238666666666,91.0,5.0,5625.2688,3651.3920000000003,3651.3920000000003,7.469275747871785,0.93206321899874,35.09205880592847,64.90794119407153,3342.0,2169.0,3515793.0,2282120.0,0.6115098374009162,0.6115098374009162,0.0,2997.908212173869,1248.4249367750115,1248.4249367750115,0.6509063934969743,0.6788028318195274,23.324469914535975,23.324469914535978,1781.0,742.0,1873693.0,780266.0
19,1.0.0.2,89.1611,90.74238666666666,95.74238666666666,96.0,5.0,4683.36416,4491.061653333333,4491.061653333333,25.057433529266483,2.099070747180374,5.824068474670884,94.17593152532912,4299.0,4049.0,2927103.0,2806914.0,0.6115098374009162,0.6115098374009162,0.0,1477.068334414192,1474.936529238945,1474.936529238945,7.113389521264676,0.4356303531643488,4.843970542400998,4.843970542400999,1060.0,1104.0,923168.0,921835.0
19,5.0.0.2,89.1611,90.74238666666666,95.74238666666666,96.0,5.0,5416.58528,3615.2056533333334,3615.2056533333334,7.424603022007014,0.9244667854238445,33.25806384785896,66.74193615214104,3218.0,2148.0,3385366.0,2259504.0,0.6115098374009162,0.6115098374009162,0.0,2876.3583545898955,1246.8566525719202,1246.8566525719202,0.6189846870696128,0.6816386508599769,22.2961016365228,22.296101636522796,1709.0,741.0,1797724.0,779285.0
20,1.0.0.2,94.1611,95.74238666666666,100.74238,101.0,5.0,4551.90624,4404.806293333333,4404.806293333333,21.993035123171353,1.9551185931971893,5.896836334918005,94.103163665082,4305.0,4051.0,2844941.0,2753004.0,0.6115098374009162,0.6115112780177133,0.0,1099.5557267237064,1086.9261592905955,1086.9261592905955,6.922225690738768,0.4147853143781848,6.178996961739027,6.178996961739027,836.0,849.0,687222.0,679329.0
20,5.0.0.2,94.1611,95.74238666666666,100.74238,101.0,5.0,5004.746453333333,3536.4724266666663,3536.4724266666663,7.3929346723782325,0.9200523701729336,29.340149324006187,70.65985067599381,2973.0,2101.0,3127967.0,2210295.0,0.6115098374009162,0.6115112780177133,0.0,2055.923759620505,1195.6557458611662,1195.6557458611662,0.6046621783568392,0.683526687764149,20.634509740907014,20.634509740907014,1221.0,710.0,1284952.0,747285.0
21,1.0.0.2,99.1611,100.74238,105.7424,106.0,5.0,4568.174186666667,4379.146026666666,4379.146026666666,21.94258438429095,2.1184609444790157,11.028405333497378,88.97159466650263,4335.0,3857.0,2855109.0,2736966.0,0.6115112780177133,0.6114649622014336,0.0,1409.945034820066,1392.27750527573,1392.27750527573,5.237445316164124,0.5965196440360975,10.216954070424832,10.216954070424832,938.0,1106.0,881216.0,870173.0
21,5.0.0.2,99.1611,100.74238,105.7424,106.0,5.0,5004.746453333333,3536.4724266666663,3536.4724266666663,7.3929346723782325,0.9200523701729336,29.340149324006187,70.65985067599381,2973.0,2101.0,3127967.0,2210295.0,0.6115112780177133,0.6114649622014336,0.0,2055.923759620505,1195.6557458611662,1195.6557458611662,0.6046621783568392,0.683526687764149,20.634509740907014,20.634509740907014,1221.0,710.0,1284952.0,747285.0
22,1.0.0.2,104.161,105.7424,110.69233333333334,111.0,4.949904666666667,4666.220723173524,4514.564738418531,4514.564738418531,22.226689976153413,1.9117763036134203,4.395047655235743,95.60495234476426,4211.0,4026.0,2887168.0,2793333.0,0.6114649622014336,0.619558444915948,0.19401839172270932,1442.1798757956171,1463.2514108177531,1463.2514108177531,7.407245866318683,0.4383456037431566,4.784258489594294,4.784258489594296,1009.0,1039.0,774148.0,785476.0
22,5.0.0.2,104.161,105.7424,110.69233333333334,111.0,4.949904666666667,4898.5144899086945,3524.5955039942182,3524.5955039942182,7.392734658626789,0.9228585345875543,28.049147326283638,71.95085267371635,2881.0,2073.0,3030897.0,2180801.0,0.6114649622014336,0.619558444915948,0.19401839172270932,2080.35913179167,1202.7555010377425,1202.7555010377425,0.6045119377276499,0.6838269240001763,20.344005302101106,20.344005302101106,1247.0,731.0,1311438.0,768883.0
23,1.0.0.2,109.161,110.69233333333334,115.69233333333334,116.0,5.0,4702.500693333333,4549.04224,4549.04224,25.200586619647858,1.8453538373682805,7.101810690664642,92.89818930933535,4304.0,3998.0,2939063.0,2843151.0,0.619558444915948,0.619558444915948,0.0,975.3209624447823,964.7017635123368,964.7017635123368,7.952383217220093,0.44503666985670176,8.954015315845233,8.954015315845233,774.0,826.0,609576.0,602939.0
23,5.0.0.2,109.161,110.69233333333334,115.69233333333334,116.0,5.0,4836.16384,3500.7499733333334,3500.7499733333334,7.391276314389204,0.9215460204506843,27.615489918559597,72.38451008144041,2873.0,2080.0,3022602.0,2187969.0,0.619558444915948,0.619558444915948,0.0,2127.322286228006,1209.1125520770959,1209.1125520770959,0.6045396260256544,0.6840341526551629,21.158535680163347,21.158535680163347,1264.0,718.0,1329576.0,755695.0
24,1.0.0.2,114.161,115.69233333333334,120.69233333333334,121.0,5.0,4421.509226666666,4274.109333333334,4274.109333333334,22.319039017759735,2.037951362294994,6.349658314350798,93.65034168564921,3980.0,3728.0,2763443.0,2671318.0,0.619558444915948,0.619558444915948,0.0,1115.7871215243215,1131.9789775118381,1131.9789775118381,6.066877043680946,0.5532280527181225,8.295370932451831,8.29537093245183,731.0,789.0,697367.0,707487.0
24,5.0.0.2,114.161,115.69233333333334,120.69233333333334,121.0,5.0,4836.16384,3500.7499733333334,3500.7499733333334,7.391276314389204,0.9215460204506843,27.615489918559597,72.38451008144041,2873.0,2080.0,3022602.0,2187969.0,0.619558444915948,0.619558444915948,0.0,2127.322286228006,1209.1125520770959,1209.1125520770959,0.6045396260256544,0.6840341526551629,21.158535680163347,21.158535680163347,1264.0,718.0,1329576.0,755695.0
25,1.0.0.2,119.161,120.69233333333334,125.65146666666666,126.0,4.959137999999999,4582.4474602911505,4405.893873760589,4405.893873760589,22.027742523986277,2.0159117336648227,8.520725222627972,91.47927477737203,4162.0,3808.0,2840624.0,2731179.0,0.619558444915948,0.6180300347147579,0.15825784549272756,1607.0023157296969,1607.7610805203924,1607.7610805203924,5.518734943117033,0.3160571222964066,13.220948340881199,13.220948340881199,980.0,1186.0,914587.0,914937.0
25,5.0.0.2,119.161,120.69233333333334,125.65146666666666,126.0,4.959137999999999,4809.119326786228,3486.47322713477,3486.47322713477,7.401454712315431,0.9084283562875224,27.506057825769872,72.49394217423013,2834.0,2054.0,2981136.0,2161238.0,0.619558444915948,0.6180300347147579,0.15825784549272756,2083.19042074788,1203.6912183662414,1203.6912183662414,0.6043315374598379,0.6844297248849063,21.030456173732823,21.030456173732823,1242.0,703.0,1307065.0,739731.0
26,1.0.0.2,124.161,125.65146666666666,130.59853333333334,131.0,4.947066666666667,4393.579063687573,4243.831819529418,4243.831819529418,20.003602073075,1.9003662509812318,8.441685723619733,91.55831427638027,4081.0,3737.0,2716916.0,2624315.0,0.6180300347147579,0.7700984971015719,0.2050099184592458,1575.9355248576016,1591.851329622732,1591.851329622732,4.378466669835131,0.35509503560247613,10.164912833748714,10.164912833748714,1005.0,1040.0,850749.0,856965.0
26,5.0.0.2,124.161,125.65146666666666,130.59853333333334,131.0,4.947066666666667,4489.88588523839,3426.752984933833,3426.752984933833,7.393725359436023,0.9196702276428146,23.68274816872948,76.31725183127053,2639.0,2014.0,2776471.0,2119047.0,0.6180300347147579,0.7700984971015719,0.2050099184592458,1960.0899504176325,1183.933077699058,1183.933077699058,0.6045801073527532,0.6881114539919075,20.7368743665922,20.7368743665922,1136.0,717.0,1194796.0,754558.0
27,1.0.0.2,128.367,130.59853333333334,135.54366666666667,136.0,4.9451046666666665,4555.203240052755,4350.363355976153,4350.363355976153,23.567918515841253,2.1034128743454574,6.119239936440678,93.88076006355932,4028.0,3781.0,2815745.0,2689125.0,0.7700984971015719,0.7687691151320772,0.2126087117845049,1759.554663357372,1730.124839096334,1730.124839096334,6.24251542033681,0.6574893809969934,7.0895730553655545,7.089573055365554,1048.0,1148.0,967992.0,953989.0
27,5.0.0.2,128.367,130.59853333333334,135.54366666666667,136.0,4.9451046666666665,4527.577697378027,3425.754197046318,3425.754197046318,7.386661485443646,0.9311669157420595,24.33969829098381,75.66030170901618,2660.0,2013.0,2798668.0,2117589.0,0.7700984971015719,0.7687691151320772,0.2126087117845049,1960.0904225823533,1183.9330574827409,1183.9330574827409,0.6046846005323373,0.688018661733324,20.734898348154722,20.734898348154722,1183.0,717.0,1245026.0,754024.0
28,1.0.0.2,133.367,135.54366666666667,140.52586666666667,141.0,4.982200000000001,5123.81421861828,4975.514752518967,4975.514752518967,21.86932685424044,1.8893868221948054,5.770537345432035,94.22946265456797,4416.0,4161.0,3190983.0,3098626.0,0.7687691151320772,0.8006619463799663,0.0689391035624921,1352.0140442688048,1323.4407049332306,1323.4407049332306,3.679424612910996,0.4085808308989731,5.408159613302526,5.408159613302524,964.0,1014.0,814649.0,796486.0
28,5.0.0.2,133.367,135.54366666666667,140.52586666666667,141.0,4.982200000000001,4515.67976663589,3422.046485488338,3422.046485488338,7.3914140828012895,0.9247453053379846,24.222549190752886,75.77745080924711,2673.0,2026.0,2812252.0,2131165.0,0.7687691151320772,0.8006619463799663,0.0689391035624921,1960.0903095935964,1183.932974806337,1183.932974806337,0.6041473982453841,0.6882641241507161,20.735643588465507,20.735643588465503,1170.0,708.0,1231268.0,744505.0
29,1.0.0.2,138.367,140.52586666666667,145.52586666666667,146.0,5.0,4434.084266666667,4301.50528,4301.50528,24.47700439948619,1.8103961519660317,5.847177195840962,94.15282280415904,3969.0,3737.0,2771303.0,2688441.0,0.8006619463799663,0.8006619463799663,0.0,992.7229444717241,996.2870879126954,996.2870879126954,6.5400986711065405,0.3528003358126573,5.791036236459472,5.791036236459471,743.0,792.0,620452.0,622679.0
29,5.0.0.2,138.367,140.52586666666667,145.52586666666667,146.0,5.0,4508.93216,3419.1909333333333,3419.1909333333333,7.387817074499507,0.9286423163111257,24.17191349575691,75.82808650424309,2679.0,2031.0,2818083.0,2136994.0,0.8006619463799663,0.8006619463799663,0.0,1960.0903723194153,1183.9329827123897,1183.9329827123897,0.6046431017172739,0.6880312729067729,20.735643588465507,20.735643588465503,1164.0,703.0,1225056.0,739958.0
30,1.0.0.2,143.367,145.52586666666667,150.32966666666667,151.0,4.803771333333333,5224.681885357574,5104.235741445922,5104.235741445922,25.041928763057157,1.8244875979692468,5.3459022937329195,94.65409770626708,4342.0,4110.0,3137272.0,3064948.0,0.8006619463799663,0.907675340531804,0.5172843215550484,2379.796876033704,2386.0820926735228,2386.0820926735228,5.656675806614948,0.3445880436211719,11.124932530911826,11.124932530911826,1201.0,1403.0,1103057.0,1103326.0
30,5.0.0.2,143.367,145.52586666666667,150.32966666666667,151.0,4.803771333333333,4611.955634302328,3494.843121175488,3494.843121175488,7.387413162221776,0.9366621663658846,24.223162053334008,75.77683794666599,2632.0,1995.0,2769348.0,2098553.0,0.8006619463799663,0.907675340531804,0.5172843215550484,1960.0904871426847,1183.9328876810814,1183.9328876810814,0.6044911932936027,0.6879956334956397,20.747281674287134,20.747281674287134,1208.0,753.0,1271056.0,792269.0
