round,start_mean,end_mean,dur_s,start_std,end_std,dur_s_std
67,312.74046666666675,317.55946666666665,4.819,8.864815620245707,8.796500626195998,0.413488944402214
68,317.55946666666665,322.36746666666664,4.808031333333333,8.796500626195998,9.07681746355332,0.5086213801032112
69,322.36746666666664,326.78313333333335,4.415534666666667,9.07681746355332,9.253392280414685,0.6598176477186347
70,326.78313333333335,331.2807333333334,4.4977306666666665,9.253392280414685,9.600960401860602,0.6743418205656606
71,331.2807333333334,335.6677333333334,4.386869333333333,9.600960401860602,10.078979805705014,0.7094648037526664
72,335.6677333333334,340.43080000000003,4.763036,10.078979805705014,10.23035558102874,0.4349296997512521
73,340.43080000000003,344.9683333333333,4.537601999999999,10.23035558102874,10.128815546792849,0.6009973346767616
74,344.9683333333333,349.65326666666664,4.6849,10.128815546792849,10.474171467176275,0.56502788173935
75,349.65326666666664,354.4183333333333,4.765028666666667,10.474171467176275,10.566417521473168,0.44000812412737933
76,354.4183333333333,359.21206666666666,4.793730666666666,10.566417521473168,10.638807448384876,0.47674889718153474
77,359.21206666666666,364.0752666666666,4.863262000000001,10.638807448384876,10.642648277209057,0.29093520300182707
78,364.0752666666666,368.7572,4.681874666666667,10.642648277209057,10.90646036072199,0.5380629709013974
79,368.7572,373.6253333333333,4.868102666666667,10.90646036072199,10.807945282896988,0.34898876092149983
80,373.6253333333333,378.29859999999996,4.673228666666668,10.807945282896988,10.967719946669474,0.5424966061890771
81,378.29859999999996,382.87993333333327,4.581425333333334,10.967719946669474,11.327292315885728,0.6009687396418109
82,382.87993333333327,387.7806,4.900666666666666,11.327292315885728,11.312237001204876,0.272769373193511
83,387.7806,392.5734666666667,4.792866666666667,11.312237001204876,11.52072984956538,0.4706342101381719
84,392.5734666666667,397.39133333333336,4.817933333333333,11.52072984956538,11.598856333194892,0.48085923343630654
85,397.39133333333336,402.23173333333335,4.840402666666667,11.598856333194892,11.77956971362262,0.42125482867036107
86,402.23173333333335,406.80260000000004,4.570791333333333,11.77956971362262,11.816222280044867,0.6111769245932295
87,406.80260000000004,411.20153333333343,4.399002,11.816222280044867,12.07514166061043,0.6223108728211557
88,411.20153333333343,416.03613333333334,4.834602666666666,12.07514166061043,12.227679454340274,0.4088339685262863
89,416.03613333333334,420.63280000000003,4.596673999999999,12.227679454340274,12.5574161536975,0.7058609140596628
90,420.63280000000003,425.2018,4.568966666666666,12.5574161536975,12.962446661689405,0.6768091182966759
91,425.2018,429.90753333333333,4.705736,12.962446661689405,13.111054163058991,0.5491574986259797
92,429.90753333333333,434.8424000000001,4.934866666666666,13.111054163058991,13.094005208491401,0.17702244275259355
93,434.8424000000001,439.50206666666674,4.659666666666666,13.094005208491401,13.3577748599654,0.5982013371369049
94,439.50206666666674,444.50206666666674,5.0,13.3577748599654,13.3577748599654,0.0
95,444.50206666666674,449.38100000000003,4.878933333333333,13.3577748599654,13.483896506574052,0.37139437388358604
96,449.38100000000003,454.1220666666667,4.741138666666667,13.483896506574052,13.621577071830174,0.4945036714274607
97,454.1220666666667,458.8450666666667,4.722997333333334,13.621577071830174,13.94361426023021,0.564188196912376
98,458.8450666666667,463.51413333333335,4.668969333333334,13.94361426023021,13.928182000465643,0.5648662661382359
99,463.51413333333335,468.3640666666667,4.85,13.928182000465643,14.18025710761604,0.45378436508985187
100,468.3640666666667,472.9012666666667,4.537166666666666,14.18025710761604,14.383958929837016,0.6953893479469578
