round,success_mean,success_std
1,4.8,1.4735767952260146
2,4.533333333333333,1.4573295865416043
3,5.0,1.2535663410560174
4,5.333333333333333,1.543033499620919
5,4.733333333333333,1.2227992865708155
6,5.133333333333334,0.7432233529572065
7,5.0,1.0690449676496976
8,4.4,1.1832159566199232
9,5.066666666666666,1.1629191512658792
10,4.466666666666667,1.0600988273786194
11,5.333333333333333,0.7237468644557458
12,5.066666666666666,0.7037315505489967
13,5.0,0.9258200997725514
14,5.2,0.8618916073713347
15,4.8,1.082325538564332
16,4.466666666666667,1.245945806357946
17,4.866666666666666,0.9154754164341269
18,5.133333333333334,0.9904304018720251
19,5.266666666666667,0.7037315505489967
20,5.066666666666666,0.883715101688537
21,4.933333333333334,0.961150104723255
22,5.066666666666666,0.5936168397046636
23,5.066666666666666,0.7988086367179803
24,4.866666666666666,0.6399404734221844
25,5.333333333333333,0.8997354108424372
26,4.8,1.01418510567422
27,4.933333333333334,0.7988086367179803
28,4.933333333333334,0.5936168397046636
29,5.066666666666666,0.7988086367179801
30,4.866666666666666,0.7432233529572065
31,5.066666666666666,1.1629191512658792
32,4.8,0.9411239481143203
33,4.4,1.5023790657297036
34,5.2,0.6761234037828132
35,5.0,1.0
36,4.933333333333334,1.0327955589886446
37,4.666666666666667,0.816496580927726
38,4.933333333333334,0.7988086367179803
39,4.733333333333333,0.8837151016885367
40,4.533333333333333,1.245945806357946
41,4.666666666666667,1.0465362369445672
42,4.666666666666667,1.0465362369445672
43,4.866666666666666,0.9154754164341269
44,5.533333333333333,0.5163977794943223
45,4.866666666666666,0.7432233529572065
46,5.133333333333334,0.7432233529572065
47,4.333333333333333,1.3451854182690985
48,4.933333333333334,0.961150104723255
49,4.933333333333334,0.5936168397046636
50,5.0,1.0690449676496976
51,4.4,0.9102589898327994
52,4.6,1.2421180068162376
53,4.933333333333334,0.7988086367179803
54,5.066666666666666,0.7988086367179803
55,4.8,1.1464230084422218
56,5.0,0.6546536707079771
57,5.0,0.6546536707079771
58,5.0,0.9258200997725514
59,4.4,1.0555973258234952
60,5.066666666666666,0.9611501047232549
61,5.333333333333333,0.7237468644557458
62,4.333333333333333,1.1751393027860062
63,4.466666666666667,0.9904304018720251
64,5.266666666666667,0.8837151016885368
65,4.533333333333333,1.0600988273786194
66,5.0,1.0690449676496976
67,4.933333333333334,0.7037315505489967
68,4.6,0.9856107606091622
69,5.2,1.1464230084422218
70,5.133333333333334,0.9154754164341268
71,5.133333333333334,0.9154754164341269
72,4.733333333333333,1.0327955589886446
73,5.0,1.0690449676496976
74,4.6,1.0555973258234952
75,4.866666666666666,0.990430401872025
76,4.6,0.9856107606091622
77,5.0,0.6546536707079771
78,5.266666666666667,0.7988086367179803
79,4.6,0.7367883976130072
80,4.8,1.082325538564332
81,4.8,1.2071217242444348
82,4.533333333333333,0.833809387832792
83,4.933333333333334,0.8837151016885368
84,4.466666666666667,0.7432233529572067
85,4.666666666666667,0.8997354108424372
86,4.8,1.207121724244435
87,5.466666666666667,0.6399404734221846
88,4.466666666666667,1.1254628677422756
89,4.866666666666666,0.9904304018720249
90,4.533333333333333,1.3557637102737474
91,4.733333333333333,1.0997835284835875
92,4.666666666666667,0.8997354108424372
93,4.8,1.1464230084422218
94,4.533333333333333,0.5163977794943223
95,4.733333333333333,0.7988086367179801
96,4.666666666666667,1.1751393027860062
97,4.866666666666666,0.9154754164341268
98,4.666666666666667,1.1126972805283735
99,4.8,0.8618916073713347
100,5.2,0.6761234037828132
