round,ul_rbg,ul_rbg_std
1,47861.26666666667,9864.402048829537
2,43112.26666666667,10506.093813093608
3,38395.26666666667,11809.375648590563
4,35801.666666666664,11900.612677305237
5,37061.0,13018.886275605255
6,35551.0,11097.810433980725
7,35271.8,9246.97966287989
8,34377.0,8796.403331557083
9,31672.0,8447.708734156431
10,33023.26666666667,8179.857809335831
11,29776.266666666666,8848.147138296943
12,31865.6,8192.723860667029
13,31721.666666666668,8827.56058090364
14,31240.0,9224.430869009906
15,32086.666666666668,9505.361153931326
16,32997.333333333336,8543.210935897469
17,31574.133333333335,7643.579975253431
18,31114.533333333333,9140.0964817248
19,30740.733333333334,9144.093296195299
20,32110.733333333334,9267.795457286227
21,31337.266666666666,8773.881576805647
22,32912.4,8119.890453166752
23,31835.533333333333,7205.602471754349
24,32682.066666666666,8654.732969939187
25,30593.066666666666,8380.785255287126
26,32376.866666666665,8303.97661938171
27,30880.2,7801.2536556633
28,31551.0,8266.657693927542
29,30535.333333333332,9040.618931614508
30,31230.6,8447.998493303437
31,30468.066666666666,8533.288877488367
32,30707.933333333334,7477.984263028055
33,30940.333333333332,8776.685541549161
34,30266.533333333333,7946.574759575587
35,29585.733333333334,7691.70120014948
36,30800.066666666666,7652.448912105258
37,31047.666666666668,7537.416625141029
38,29596.333333333332,8136.031734264093
39,30684.8,8581.881330537528
40,29102.866666666665,7175.502858104557
41,30560.2,7398.293511730545
42,29729.4,7848.761456433748
43,29308.466666666667,7878.5655498834
44,26876.6,6700.113557673056
45,28453.933333333334,7623.540792146639
46,27702.133333333335,8790.281117450655
47,28184.733333333334,8472.962245255423
48,28195.6,8185.096733872921
49,29332.266666666666,7282.5953229666175
50,27225.6,8571.95157642479
51,29413.6,7074.200922062808
52,27233.8,8679.912320162819
53,28658.266666666666,7168.144883208393
54,28189.066666666666,8594.88809423258
55,28094.6,9090.463973700289
56,29123.133333333335,8339.51508410982
57,28579.133333333335,8730.933814127024
58,27374.6,7396.196356429239
59,27612.8,6876.20967227897
60,28108.266666666666,8254.720186195347
61,26698.333333333332,9549.470416630193
62,28798.2,7594.000171187778
63,28375.6,7972.202991824603
64,27105.133333333335,7900.8456045328885
65,28685.466666666667,7846.724884276484
66,27347.533333333333,6736.221321723187
67,28366.666666666668,8017.5461036285615
68,28700.533333333333,9037.117325363268
69,26209.333333333332,8544.618763264036
70,26955.2,8179.228728920593
71,26432.0,9330.837560017244
72,28482.6,7677.234358803956
73,26935.4,8355.97171232304
74,27738.466666666667,9345.622671807881
75,27442.8,7587.009030479101
76,27073.2,7798.106282938185
77,27820.266666666666,7919.350653996347
78,26573.333333333332,8476.339217127257
79,27121.8,7859.277640379644
80,26216.866666666665,7658.154942530839
81,26310.933333333334,9186.259198752596
82,27820.533333333333,8249.497273571686
83,27140.0,8475.983246797978
84,27578.933333333334,8743.32364449475
85,27550.4,8830.327617284163
86,25904.133333333335,8488.917479923597
87,25188.8,8610.240275393016
88,27171.666666666668,8723.70898075769
89,26020.866666666665,11021.946100308023
90,25913.266666666666,9702.247298337392
91,25889.066666666666,9585.761721477975
92,27066.733333333334,8963.023218173865
93,26301.133333333335,9741.846883175598
94,27621.533333333333,9580.858579679041
95,27274.133333333335,10246.605883111224
96,25932.0,8745.730811577238
97,26576.8,9893.441118813442
98,25569.666666666668,9297.78007811286
99,27397.733333333334,9775.069699909829
100,25590.4,10036.90590342889
