round,ul_mcs_mean,ul_mcs_std
1,27.812746666666666,0.06452101392643513
2,27.745893333333335,0.1315398063958836
3,27.779753333333336,0.07353279993762443
4,27.80118666666667,0.07221019780243434
5,27.71821333333333,0.22228815554418965
6,27.76998,0.15584012962006905
7,27.71604,0.1980116547796399
8,27.68894,0.14832864476271257
9,27.747753333333332,0.1778614945346379
10,27.6638,0.2169625543728687
11,27.79324666666667,0.10118986303455706
12,27.74512,0.11086766371283734
13,27.75758,0.0864873169892553
14,27.76766,0.1248580268030165
15,27.635859999999997,0.3121753417552384
16,27.60242,0.23813994744987363
17,27.70009333333333,0.1905327398437889
18,27.725593333333332,0.13652052418522845
19,27.738226666666666,0.16182103194873138
20,27.722213333333332,0.1682096772596912
21,27.760593333333336,0.10074292932768923
22,27.74167333333333,0.12042091338697115
23,27.726386666666667,0.17585428979156403
24,27.684613333333335,0.21332533124873107
25,27.752233333333333,0.1065669988227842
26,27.703860000000002,0.20324618710182146
27,27.751733333333334,0.1355124383677786
28,27.76542,0.08990122516247682
29,27.777413333333335,0.07438541395679518
30,27.738366666666664,0.13451088998222238
31,27.700426666666665,0.23485932405429055
32,27.712046666666666,0.10277784549118309
33,27.5901,0.4867460411461289
34,27.74838,0.11305373690670961
35,27.68104,0.24842946915142108
36,27.784066666666668,0.0898083090863667
37,27.715773333333335,0.1287264401005187
38,27.73536,0.12576826081556283
39,27.726080000000003,0.11368930217294604
40,27.69884,0.18988196258277296
41,27.70916,0.13640874395936425
42,27.751413333333335,0.09940334046317591
43,27.713526666666667,0.1696858587704544
44,27.813606666666665,0.07639680683927866
45,27.749959999999998,0.13889511870472593
46,27.802353333333333,0.0689853179686667
47,27.6109,0.29803969054952556
48,27.73501333333333,0.10984442808332344
49,27.70067333333333,0.26631247883070064
50,27.776586666666667,0.082984842563194
51,27.71968,0.16495402043340088
52,27.71336,0.14218838509928594
53,27.74055333333333,0.12374722430749474
54,27.73038,0.11378908559259962
55,27.749360000000003,0.11218129332214224
56,27.704833333333333,0.18041526173432898
57,27.745126666666668,0.10038845598592577
58,27.753653333333332,0.14701190363206562
59,27.764746666666667,0.07809125492164988
60,27.673113333333333,0.27609832065165957
61,27.795753333333334,0.07632774132147606
62,27.711126666666665,0.12963468157351493
63,27.622940000000003,0.24465014028783416
64,27.768053333333334,0.1107453053933517
65,27.737993333333335,0.12726505786106823
66,27.770813333333333,0.10013271098658923
67,27.72965333333333,0.16107066712944285
68,27.71078,0.2555653626206583
69,27.782833333333333,0.11121580480352261
70,27.78699333333333,0.09824360005812581
71,27.72073333333333,0.2944168441092294
72,27.709513333333334,0.22058884788112856
73,27.762306666666667,0.1509585679519225
74,27.74588,0.10168174579820813
75,27.754426666666667,0.09255224367633573
76,27.753986666666666,0.13839947804746092
77,27.754226666666668,0.13470083500996227
78,27.78108,0.07053383382665156
79,27.74972,0.08617107734865924
80,27.72342666666667,0.10205755005784473
81,27.720153333333332,0.10756077263353922
82,27.689,0.22908145151576884
83,27.77268666666667,0.07080302522457944
84,27.731226666666664,0.1700708653417605
85,27.730173333333333,0.12180556793904171
86,27.771786666666667,0.10246937428649917
87,27.823886666666667,0.05270194990519343
88,27.74664,0.10979612795670758
89,27.756293333333335,0.09602084198359295
90,27.74568,0.13101458588373124
91,27.740099999999998,0.16047606853181776
92,27.74576,0.11445806343685105
93,27.72348,0.20473712134623503
94,27.665646666666664,0.2139866813835004
95,27.754413333333332,0.07646190336806061
96,27.68326666666667,0.2395903607250949
97,27.671499999999998,0.325451820002373
98,27.67512,0.23844421689659093
99,27.779333333333334,0.07364907783989375
100,27.75502,0.14866111606123292
