round,ul_rbg,ul_rbg_std
1,53771.333333333336,5861.0191296476105
2,52168.86666666667,10134.017380420593
3,58383.13333333333,9094.712434522966
4,54919.73333333333,8495.660366720569
5,53991.13333333333,6024.5392102000715
6,54538.2,5920.413706586969
7,52756.333333333336,10398.620909020763
8,51560.86666666667,8574.781220588218
9,54684.2,6981.102974663613
10,49147.73333333333,12187.045642617333
11,54160.46666666667,3914.293931343478
12,55459.86666666667,6198.577830745494
13,53242.666666666664,8856.616208613008
14,54762.73333333333,6119.884294735676
15,52204.4,10347.286530431888
16,48974.26666666667,11182.31349987666
17,52302.666666666664,7681.851103799942
18,56651.666666666664,6327.6512869724265
19,53980.333333333336,6095.266344428585
20,55331.933333333334,8918.550446494466
21,52548.6,10505.17503627889
22,55209.066666666666,6734.2100763475555
23,55479.46666666667,7675.571154798902
24,52548.6,6555.522827575017
25,56770.6,7167.8642047086005
26,51585.0,11545.486551648039
27,52521.0,7082.156209194243
28,50840.333333333336,6650.980998175776
29,52881.2,11442.722516953734
30,51293.0,6958.792506093075
31,53924.73333333333,9804.338008297775
32,49124.6,7286.308342167716
33,50344.6,11078.082401106894
34,54805.0,8746.410814891851
35,51899.2,8654.76511359081
36,54411.066666666666,5701.243241192056
37,50941.6,9167.336042399978
38,50534.13333333333,7292.607204429377
39,49894.53333333333,5399.202320272699
40,48552.333333333336,11753.44598506368
41,52434.86666666667,9095.045149237394
42,48644.46666666667,11408.473065894404
43,53430.53333333333,9134.13863220725
44,55286.86666666667,6729.801481541071
45,53611.4,4715.510452599106
46,52722.666666666664,7925.839673107797
47,43062.4,12186.466784335576
48,52483.13333333333,7795.033417564827
49,53109.26666666667,7686.6884516273285
50,50072.933333333334,10430.711354091865
51,45669.0,8002.426373116023
52,48443.066666666666,8169.896095393368
53,50996.666666666664,8243.140920674306
54,51552.53333333333,8986.182121669332
55,48339.666666666664,9393.112268850942
56,51830.13333333333,7358.586965159108
57,50852.4,6657.107606589689
58,49513.13333333333,8703.06281773973
59,44242.73333333333,9195.340927934774
60,51559.066666666666,9240.244125305246
61,52161.53333333333,8137.80333528708
62,47397.8,10926.75362323399
63,48857.666666666664,7560.067560796632
64,51943.8,8144.354277657622
65,47037.13333333333,11071.017186888517
66,49606.0,8810.076430672194
67,50915.6,6696.627091304995
68,47979.46666666667,8100.885241455905
69,51622.933333333334,9017.393085957086
70,50907.933333333334,9040.017560560273
71,51381.4,8814.93852016483
72,49050.2,8980.50034559004
73,50824.6,10274.242591479502
74,50644.13333333333,9154.65265680062
75,52891.46666666667,8935.43159775146
76,44793.0,9764.821876804219
77,50591.2,7922.421943897134
78,51697.86666666667,8706.38049172368
79,47118.2,6783.305043582052
80,48332.2,10653.744594541127
81,48691.46666666667,12827.068526399644
82,47419.666666666664,10345.086008526441
83,48268.066666666666,9660.76129406748
84,44809.26666666667,6702.645175778064
85,47991.4,10426.472193412304
86,51671.13333333333,10047.29412661273
87,54333.53333333333,7827.788347261557
88,46612.333333333336,10774.440248415072
89,46626.6,9700.231299156885
90,47105.6,12139.099665367045
91,45682.8,9962.250062826455
92,47628.26666666667,8967.774906907085
93,48561.066666666666,11473.405861672753
94,48532.2,7746.2095541718245
95,49549.13333333333,6678.761645979704
96,47799.0,11659.893904197535
97,50846.2,9191.60738468989
98,46460.86666666667,8940.553313547263
99,47723.6,7979.897661355958
100,49999.066666666666,5704.286739770697
