round,dest,start_min,start_mean,end_mean,end_max,dur_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes,start_std,end_std,dur_s_std,tx_kbit_s_std,rx_kbit_s_std,throughput_kbit_s_std,mean_delay_ms_std,mean_jitter_ms_std,packet_loss_pct_std,delivery_ratio_pct_std,tx_pkts_std,rx_pkts_std,tx_bytes_std,rx_bytes_std
1,1.0.0.2,1.0,1.0,5.781696,6.0,4.781696,6868.631938681728,6796.081167295732,6796.081167295732,20.619371290757076,1.2956901576284143,1.3916144163116833,98.60838558368832,5571.0,5494.0,4105464.0,4062099.0,0.0,0.26680511383512,0.26680511383512,918.8880880760723,952.771737403846,952.771737403846,3.8697016648020077,0.142525922377383,2.6378878923861455,2.6378878923861464,252.0,317.0,367460.0,380241.0
1,5.0.0.2,1.0,1.0,5.781696,6.0,4.781696,132755.1283338241,5647.846342943312,5647.846342943312,16.740131758595616,3.572985740936948,95.7455628257559,4.254437174244105,75427.0,3209.0,79349333.0,3375786.0,0.0,0.26680511383512,0.26680511383512,102471.50614036972,1082.4138230627848,1082.4138230627848,1.824471252876139,0.4290561785638444,5.861293583660295,5.861293583660295,56272.0,697.0,59198272.0,733297.0
2,1.0.0.2,5.35907,5.781696,10.56232,11.0,4.780613333333333,6492.175843545877,6363.8228846507845,6363.8228846507845,19.911419500443767,1.4177270817801446,3.5465329582976644,96.45346704170234,5451.0,5258.0,3879573.0,3802872.0,0.26680511383512,0.38324927823993166,0.37424841487719795,1541.275819112656,1599.2730721603414,1599.2730721603414,3.6629420793751493,0.3183543744424862,8.673371313232803,8.673371313232805,509.0,836.0,698179.0,728709.0
2,5.0.0.2,5.35907,5.781696,10.56232,11.0,4.780613333333333,45791.1443441009,5150.999090772174,5150.999090772174,16.201390193889406,3.4898593144380397,88.75074326956593,11.24925673043407,26011.0,2926.0,27363719.0,3078117.0,0.26680511383512,0.38324927823993166,0.37424841487719795,14120.099199276363,1157.732628481434,1157.732628481434,1.6877295377715782,0.4971993371686575,4.103311224023457,4.103311224023457,8102.0,716.0,8523571.0,753533.0
3,1.0.0.2,9.71757,10.56232,15.249046666666667,16.0,4.686711333333333,7091.332927552469,7014.98429531326,7014.98429531326,18.559613008854964,1.2939500056183206,1.5144224986166912,98.4855775013833,5542.0,5458.0,4154379.0,4109651.0,0.38324927823993166,0.7327921717324639,0.43079894286026726,1326.690991858078,1340.120712992578,1340.120712992578,2.9399705786833668,0.1668529654630373,2.9594702431456104,2.9594702431456104,590.0,642.0,501852.0,502461.0
3,5.0.0.2,9.71757,10.56232,15.249046666666667,16.0,4.686711333333333,18534.818060766705,4684.344317059852,4684.344317059852,15.16892045129306,3.335665017632628,74.7256650885816,25.274334911418403,10322.0,2609.0,10858418.0,2744271.0,0.38324927823993166,0.7327921717324639,0.43079894286026726,13738.091063710019,1337.0677453818707,1337.0677453818707,1.4058485223556352,0.526844104435169,30.398792679258275,30.39879267925828,7680.0,822.0,8079164.0,864774.0
4,1.0.0.2,13.7196,15.249046666666667,19.81777333333333,21.0,4.568736,7079.704612683537,7044.238406421382,7044.238406421382,19.23156832345027,1.300554155637001,0.6808562099407426,99.31914379005926,5513.0,5475.0,4043163.0,4022908.0,0.7327921717324639,0.7873931850159256,0.39274201799290953,1603.2147769717276,1606.1676026856805,1606.1676026856805,4.580924412199542,0.19757610204497333,1.7635563345320147,1.763556334532015,506.0,521.0,699364.0,700192.0
4,5.0.0.2,13.7196,15.249046666666667,19.81777333333333,21.0,4.568736,15027.657540291231,4590.207882442758,4590.207882442758,14.87555945851949,3.303626327082051,69.45386494945615,30.546135050543846,8158.0,2492.0,8582175.0,2621431.0,0.7327921717324639,0.7873931850159256,0.39274201799290953,14011.734645135344,1343.8369678251543,1343.8369678251543,1.2715806794245157,0.5145025142212621,35.107637349435066,35.107637349435066,7881.0,814.0,8290649.0,856753.0
5,1.0.0.2,18.1511,19.81777333333333,24.552973333333334,26.0,4.735200666666667,6564.245401215661,6474.157561221271,6474.157561221271,18.2002476738807,1.4085288511308653,2.425247953544546,97.57475204645546,5465.0,5332.0,3885377.0,3832054.0,0.7873931850159256,0.9629542582718091,0.4745939744736195,1640.585462825437,1688.0051451060158,1688.0051451060158,4.230824849814693,0.18359370668745179,4.226175480356009,4.226175480356008,414.0,549.0,643965.0,666378.0
5,5.0.0.2,18.1511,19.81777333333333,24.552973333333334,26.0,4.735200666666667,14350.234731340497,4562.957740192919,4562.957740192919,14.738789211154966,3.306908211726215,68.20212195021261,31.797878049787393,8074.0,2567.0,8493905.0,2700815.0,0.7873931850159256,0.9629542582718091,0.4745939744736195,13925.297424993094,1387.4738949818845,1387.4738949818845,1.2135184979852511,0.5230331651798912,33.570176017792285,33.570176017792285,8348.0,898.0,8782133.0,944795.0
6,1.0.0.2,22.1696,24.552973333333334,29.31344,31.0,4.760466666666667,6773.368549301889,6710.986205834162,6710.986205834162,19.4635034757014,1.3428184146543087,1.0252023751967967,98.9747976248032,5378.0,5323.0,4030549.0,3993428.0,0.9629542582718091,1.2741884407619735,0.43096695542311203,1291.957425181876,1308.0113348897921,1308.0113348897921,4.325185409513293,0.23501648712707876,2.256344212659145,2.2563442126591453,435.0,450.0,434333.0,439288.0
