round,ndi0,ndi1,ndi0_std,ndi1_std
1,131.46666666666667,7021.666666666667,81.06158740353506,1106.595852582315
2,200.86666666666667,6344.266666666666,189.2801652376206,1705.520551732213
3,169.6,6418.066666666667,103.36675342819719,1145.0557358029512
4,92.86666666666666,6731.8,74.72795104020094,1110.2541665248161
5,154.53333333333333,6465.266666666666,125.46762056213473,1463.1156319242007
6,125.66666666666667,6238.133333333333,111.91365719458312,1391.0453349224545
7,155.53333333333333,5874.066666666667,108.53693687711416,1596.1639043418472
8,233.53333333333333,5621.066666666667,156.46307947274732,1492.1409578505773
9,147.93333333333334,6206.4,104.3924372374788,1288.1782707152208
10,161.2,5348.6,110.43757124664207,1877.9728356471433
11,112.93333333333334,6546.066666666667,106.57087961048452,1230.4890704028835
12,151.26666666666668,5998.066666666667,95.23164740078094,1175.4271847573827
13,177.73333333333332,5815.0,138.58646948316968,1169.420674644379
14,136.86666666666667,6063.266666666666,104.34138109841085,1443.306247408887
15,196.4,5558.466666666666,112.18657928392581,1659.4459431072885
16,168.6,4718.933333333333,93.7281784127454,1560.0528592998137
17,164.26666666666668,5730.2,114.7839378177643,1420.4290699845392
18,188.2,6079.133333333333,133.12410965497037,1120.2147030602575
19,121.0,5872.666666666667,74.45708255671278,1501.3674084773836
20,177.4,5995.4,158.7175388634071,1293.1694066462114
21,121.86666666666666,5207.333333333333,137.12969182840155,1480.2512174177282
22,195.0,5615.733333333334,171.43636887028543,1073.2288709887605
23,203.0,6127.466666666666,174.15264240643282,1333.2791405653456
24,202.86666666666667,5225.133333333333,114.01745898054804,1244.9279305971702
25,168.26666666666668,6265.333333333333,131.33624603973394,1072.1285015377232
26,143.4,5240.2,133.02674274639023,1525.1945637009258
27,123.86666666666666,5793.666666666667,105.85695649363454,1416.9049603507874
28,123.46666666666667,5477.333333333333,86.7235893651834,1144.6296760254365
29,138.86666666666667,5507.333333333333,145.81390618900255,1562.3774313830952
30,157.2,5817.8,126.90333779242036,1603.0847584757155
31,169.8,5788.6,126.84366080224224,1527.1006047876665
32,143.2,5420.533333333334,138.16201669468657,1615.007645566452
33,172.0,5150.066666666667,160.1610796310122,1435.316563722177
34,163.33333333333334,6189.6,166.63675922139606,1489.6573815094912
35,158.8,5731.666666666667,161.86467010614584,1495.5681513184531
36,198.53333333333333,5699.666666666667,78.77260824375317,1207.1718818714064
