round,success_count
1,0
2,1
3,3
4,2
5,2
6,4
7,3
8,3
9,4
10,3
11,2
12,4
13,5
14,3
15,3
16,4
17,5
18,2
19,1
20,4
21,2
22,2
23,3
24,2
25,1
26,4
27,1
28,3
29,4
30,6
31,4
32,5
33,3
34,3
35,5
36,3
37,4
38,5
39,3
40,2
41,3
42,2
43,3
44,2
45,4
46,4
47,1
48,5
49,4
50,3
51,4
52,4
53,4
54,4
55,3
56,4
57,4
58,4
59,4
60,5
61,3
62,4
63,4
64,5
65,5
66,2
67,3
68,4
69,3
70,3
71,4
72,4
73,4
74,4
75,1
76,5
77,2
78,2
79,6
80,3
81,4
82,4
83,3
84,4
85,4
86,3
87,5
88,5
89,2
90,2
91,1
92,4
93,3
94,3
95,4
96,2
97,3
98,3
99,4
100,2
