flow_id,src,sport,dst,dport,start,end,active_s,tx_kbit_s,rx_kbit_s,throughput_kbit_s,mean_delay_ms,mean_jitter_ms,packet_loss_pct,delivery_ratio_pct,tx_pkts,rx_pkts,tx_bytes,rx_bytes
1,7.0.0.155,49153,5.0.0.2,50000,1.01019,158.2,157.19,2495.52,779.654,779.654,7.62854,0.575159,68.7578,31.2422,46610,14562,49033720,15319224
2,7.0.0.156,49153,5.0.0.2,50000,1.01348,25.42,24.4065,18115.1,843.098,843.098,18.3387,3.58919,95.3459,4.65413,52534,2445,55265768,2572140
3,7.0.0.153,49153,5.0.0.2,50000,1.01805,11.81,10.792,46086.9,955.302,955.302,25.5103,5.9029,97.9272,2.07283,59098,1225,62171096,1288700
4,7.0.0.154,49153,5.0.0.2,50000,1.02095,25.2127,24.1917,20446,966.084,966.084,24.1612,5.05495,95.275,4.72504,58772,2777,61828144,2921404
5,7.0.0.152,49153,5.0.0.2,50000,1.0255,501.19,500.164,927.997,927.98,927.98,7.33131,0.351392,0.0018132,99.9982,55151,55150,58018852,58017800
6,7.0.0.157,49153,5.0.0.2,50000,1.03431,501.188,500.154,1006.83,1006.82,1006.82,7.31575,0.360959,0.00167126,99.9983,59835,59834,62946420,62945368
7,7.0.0.7,49153,1.0.0.2,9,1.044,6.00753,4.96353,40.5711,40.5711,40.5711,4.58463,0.195134,0,100,484,484,25172,25172
9,7.0.0.140,49153,1.0.0.2,9,1.068,6.00753,4.93953,41.0209,41.0209,41.0209,4.55811,0.12792,0,100,487,487,25328,25328
11,7.0.0.131,49153,1.0.0.2,9,1.093,6.00753,4.91453,41.4835,41.4835,41.4835,4.59223,0.171046,0,100,490,490,25484,25484
12,7.0.0.84,49153,1.0.0.2,9,1.099,6.00753,4.90853,41.5342,41.5342,41.5342,4.59592,0.180033,0,100,490,490,25484,25484
15,7.0.0.128,49153,1.0.0.2,9,1.121,6.00753,4.88653,41.8064,41.8064,41.8064,4.56077,0.145962,0,100,491,491,25536,25536
17,7.0.0.87,49153,1.0.0.2,9,1.18,6.01256,4.83256,42.1673,41.2799,41.2799,17.2159,4.91503,2.079,97.921,481,471,25472,24936
19,7.0.0.141,49153,1.0.0.2,9,6.018,8.42553,2.40753,132.199,38.373,38.373,32.306,7.20472,70.9804,29.0196,765,222,39784,11548
20,7.0.0.60,49153,1.0.0.2,9,6.022,7.81356,1.79156,159.717,33.6153,33.6153,48.5046,12.0202,79.3558,20.6442,683,141,35768,7528
23,7.0.0.79,49153,1.0.0.2,9,6.044,9.55106,3.50706,109.767,51.0147,51.0147,23.8727,5.95057,13.1313,86.8687,495,430,48120,22364
25,7.0.0.13,49153,1.0.0.2,9,6.101,11.0041,4.90306,1195.43,1195.43,1195.43,23.1838,0.794721,0,100,976,976,732656,732656
27,7.0.0.22,49153,1.0.0.2,9,6.124,7.30956,1.18556,220.735,34.414,34.414,19.506,5.50589,84.4197,15.5803,629,98,32712,5100
29,7.0.0.72,49153,1.0.0.2,9,6.159,10.5426,4.38358,210.137,165.089,165.089,14.8056,2.06127,3.11927,96.8807,545,528,115144,90460
31,7.0.0.90,49153,1.0.0.2,9,11.021,11.0371,0.0160644,12949.8,53.7834,53.7834,5.0323,0.99286,99.6,0.4,500,2,26004,108
33,7.0.0.137,49153,1.0.0.2,9,11.042,11.0686,0.0265644,7846.88,32.5247,32.5247,11.5502,14.0286,99.6008,0.399202,501,2,26056,108
35,7.0.0.108,49153,1.0.0.2,9,11.069,16.0041,4.93506,1192.88,1188.17,1188.17,15.2243,1.55661,0.203666,99.7963,982,980,735868,732964
36,7.0.0.43,49153,1.0.0.2,9,11.087,16.0041,4.91706,1213.78,1192.52,1192.52,17.7203,1.98575,0.91001,99.09,989,980,746032,732964
39,7.0.0.80,49153,1.0.0.2,9,11.118,16.0041,4.88606,1205.94,1198.81,1198.81,24.2861,1.51413,0.309917,99.6901,968,965,736540,732184
41,7.0.0.106,49153,1.0.0.2,9,11.176,11.5321,0.356065,692.907,57.3379,57.3379,41.106,6.64338,91.7369,8.26307,593,49,30840,2552
43,7.0.0.85,49153,1.0.0.2,9,16.047,21.004,4.95703,1180.64,1180.64,1180.64,21.1885,0.788874,0,100,953,953,731560,731560
44,7.0.0.49,49153,1.0.0.2,9,16.058,18.4276,2.36956,163.108,67.604,67.604,23.6866,4.09555,58.5576,41.4424,929,385,48312,20024
47,7.0.0.151,49153,1.0.0.2,9,16.132,21.004,4.87203,1202.35,1202.35,1202.35,13.2405,0.741473,0,100,966,966,732236,732236
49,7.0.0.37,49153,1.0.0.2,9,16.168,16.347,0.179029,1213.12,25.7389,25.7389,18.9216,12.0028,97.8927,2.10728,522,11,27148,576
51,7.0.0.136,49153,1.0.0.2,9,16.198,21.2406,5.04257,1210.49,1150.51,1150.51,16.2986,2.70854,2.71084,97.2892,996,969,762996,725192
52,7.0.0.26,49153,1.0.0.2,9,16.199,18.5471,2.34806,166.428,85.5854,85.5854,9.77843,1.53798,5.10806,94.8919,509,483,48848,25120
55,7.0.0.62,49153,1.0.0.2,9,21.017,26.0086,4.99157,675.982,573.088,573.088,34.7399,4.24071,6.5703,93.4297,761,711,421776,357576
57,7.0.0.73,49153,1.0.0.2,9,21.041,26.0041,4.96306,1181.06,1181.06,1181.06,20.2776,1.12525,0,100,977,977,732708,732708
59,7.0.0.56,49153,1.0.0.2,9,21.062,22.3781,1.31606,216.233,45.8579,45.8579,15.0992,3.55008,78.8012,21.1988,684,145,35572,7544
61,7.0.0.123,49153,1.0.0.2,9,21.085,26.0021,4.91707,239.564,213.324,213.324,15.5079,3.0191,2.45614,97.5439,570,556,147244,131116
63,7.0.0.135,49153,1.0.0.2,9,21.138,26.0041,4.86606,1204.43,1204.43,1204.43,17.088,1.1633,0,100,975,975,732604,732604
65,7.0.0.12,49153,1.0.0.2,9,21.161,26.0966,4.93557,130.306,98.4722,98.4722,32.3471,6.19506,9.74659,90.2534,513,463,80392,60752
67,7.0.0.67,49153,1.0.0.2,9,26.086,31.0041,4.91806,1191.77,1191.77,1191.77,28.2362,1.1448,0,100,974,974,732652,732652
68,7.0.0.15,49153,1.0.0.2,9,26.096,30.7965,4.70053,329.59,262.867,262.867,9.52836,2.85676,4.49251,95.5075,601,574,193656,154452
70,7.0.0.122,49153,1.0.0.2,9,26.111,31.6181,5.50706,1117.65,1064.92,1064.92,10.9229,2.15872,2.47036,97.5296,1012,987,769372,733072
73,7.0.0.44,49153,1.0.0.2,9,26.145,31.0041,4.85906,1213.5,1206.33,1206.33,24.1426,1.40866,0.306748,99.6933,978,975,737060,732704
75,7.0.0.128,49154,1.0.0.2,9,26.154,31.0041,4.85006,1205.74,1205.74,1205.74,45.6347,0.940345,0,100,942,942,730988,730988
