round,ndi0_count,ndi1_count
1,123,3084
2,335,2624
3,133,3432
4,383,4212
5,518,5218
6,377,7212
7,487,5512
8,307,6620
9,263,4260
10,490,4892
11,329,2603
12,262,5773
13,475,6007
14,504,3998
15,374,4759
16,76,5239
17,326,4940
18,245,3054
19,355,1642
20,803,5848
21,601,6084
22,313,1712
23,277,3002
24,262,1533
25,137,1310
26,319,4399
27,498,2722
28,169,2558
29,128,3754
30,228,7754
31,328,4224
32,510,5216
33,430,4132
34,349,3244
35,439,4796
36,379,2586
37,238,2679
38,204,4475
39,207,2810
40,344,2201
41,457,3302
42,217,1425
43,50,2848
44,165,1488
45,112,3035
46,300,3507
47,131,522
48,209,5063
49,508,6067
50,217,2816
51,239,4782
52,155,2921
53,687,4989
54,149,3298
55,214,2495
56,83,3402
57,184,3193
58,56,2819
59,160,5303
60,534,6273
61,233,2657
62,530,3887
63,218,3830
64,420,4774
65,270,5391
66,452,2731
67,149,2424
68,328,3609
69,290,2108
70,398,5694
71,292,3804
72,324,2922
73,166,3345
74,290,3298
75,0,496
76,528,5112
77,457,2934
78,573,3502
79,415,5994
80,44,2064
81,344,3605
82,309,2882
83,369,3765
84,140,2729
85,299,3238
86,444,3556
87,624,5356
88,162,4604
89,86,1180
90,286,1981
91,214,1298
92,353,4426
93,202,2539
94,98,1613
95,262,3515
96,84,1045
97,195,2922
98,382,2592
99,86,2946
100,163,1913
