round,ids
2,12
3,79;107;42
4,84;150
5,72;134
6,127;66;149;43
7,33;148;28
8,128;34;64
9,96;150;39;71
10,87;126;51
11,148;20
12,27;128;138;13
13,87;33;64;124;68
14,150;71;117
15,18;64;3
16,8;6;44;70
17,149;81;99;18;56
18,18;58
19,68
20,70;13;104;37
21,138;126
22,101;122
23,81;149;148
24,149;109
25,42
26,96;87;149;1
27,58
28,52;85;104
29,87;81;144;84
30,90;130;13;104;85;143
31,141;42;72;61
32,93;112;111;56;38
33,131;141;126
34,27;90;137
35,125;12;85;146;61
36,126;71;19
37,149;75;128;2
38,107;52;130;104;146
39,149;150;52
40,52;23
41,115;128;101
42,20;124
43,52;62;43
44,60;9
45,100;75;62;33
46,129;146;74;144
47,68
48,18;4;66;134;1
49,147;141;81;144
50,27;91;6
51,30;150;90;27
52,116;141;56;39
53,33;7;117;146
54,83;45;125;87
55,39;3;85
56,134;3;44;43
57,39;12;127;61
58,27;120;150;18
59,70;44;62;6
60,6;74;138;13;57
61,134;129;148
62,46;133;68;121
63,127;115;91;116
64,64;141;71;74;19
65,20;45;66;70;138
66,131;144
67,145;149;134
68,71;76;39;63
69,30;99;5
70,83;91;128
71,30;134;44;71
72,30;39;83;2
73,42;115;46;137
74,110;42;138;145
75,128
76,104;96;74;126;124
77,74;145
78,133;28
79,137;27;116;1;20;19
80,127;64;129
81,44;1;120;23
82,71;129;51;124
83,7;128;144
84,108;45;100;39
85,12;128;61;71
86,70;128;134
87,19;84;39;133;126
88,129;143;18;91;112
89,125;76
90,129;137
91,75
92,27;81;34;10
93,134;112;19
94,39;28;116
95,134;84;72;57
96,126;100
97,84;6;92
98,122;2;5
99,1;87;130;121
100,62;128
