round,avg_ul_mcs
1,27.7321
2,27.755
3,27.7171
4,27.85
5,27.8346
6,27.7354
7,27.7594
8,27.5111
9,27.7862
10,27.7069
11,27.6466
12,27.4421
13,27.515
14,27.8114
15,27.6775
16,27.3248
17,27.5419
18,27.8751
19,27.7518
20,27.6306
21,27.8135
22,27.7226
23,27.8324
24,27.5749
25,27.6913
26,27.8012
27,27.8043
28,27.5707
29,27.8134
30,27.8224
31,27.7941
32,27.6801
33,27.8114
34,27.7423
35,27.5389
36,27.8131
37,27.4608
38,27.4208
39,27.6097
40,27.7856
41,27.8327
42,27.9152
43,27.8628
44,27.795
45,27.7856
46,27.7749
47,27.541
48,27.8389
49,27.7059
50,27.7355
51,27.5679
52,27.8417
53,27.7097
54,27.6849
55,27.8425
56,27.7838
57,27.4864
58,27.6161
59,27.8096
60,27.8054
61,27.8274
62,27.8297
63,27.8093
64,27.6645
65,27.8753
66,27.8119
67,27.8178
68,27.3369
69,27.7749
70,27.8279
71,26.7244
72,27.6982
73,27.8248
74,27.8176
75,27.8123
76,27.8631
77,27.7578
78,27.7806
79,27.7942
80,27.5911
81,27.7702
82,27.8047
83,27.8411
84,27.7102
85,27.5142
86,27.8148
87,27.8104
88,27.5399
89,27.7956
90,27.4144
91,27.8436
92,27.7866
93,27.773
94,27.6696
95,27.8711
96,27.0339
97,26.5713
98,27.7821
99,27.8187
100,27.814
