round,total_ul_rbg
1,49300
2,53867
3,72475
4,60715
5,58641
6,56075
7,50396
8,39554
9,45629
10,50347
11,47652
12,51604
13,45955
14,55613
15,40328
16,30120
17,52980
18,56291
19,50360
20,51031
21,37504
22,50668
23,46991
24,45220
25,62445
26,79336
27,49290
28,57950
29,38468
30,60174
31,53043
32,52122
33,59392
34,50853
35,41520
36,59243
37,47029
38,42399
39,45655
40,53523
41,58723
42,58378
43,46250
44,65136
45,54182
46,54486
47,57982
48,58719
49,50320
50,40382
51,38573
52,57910
53,44917
54,48943
55,48516
56,44896
57,41747
58,38836
59,44797
60,51040
61,55545
62,43356
63,47484
64,46379
65,46630
66,48271
67,45792
68,54835
69,58612
70,50152
71,57992
72,51915
73,52160
74,55529
75,63004
76,56190
77,46305
78,54987
79,51235
80,35205
81,37251
82,60714
83,44111
84,41547
85,32416
86,51965
87,46038
88,39752
89,37112
90,27005
91,45055
92,46335
93,54530
94,50230
95,59116
96,37554
97,54920
98,59498
99,53332
100,56866
