round,ids
1,2;148;141;42;12
2,87;116;7;134
3,12;7;9;137;71;2
4,12;9;27;144;83;149
5,51;27;130;131;44;71
6,130;87;8;143;94
7,87;61;12;42;141
8,33;131;80
9,134;87;65;9;62
10,64;83;139;44;149
11,110;61;131;125;71
12,135;27;26;4
13,27;81;64
14,44;81;62;116;10;135
15,8;116;112;97
16,33;144;143
17,9;149;102;107
18,135;71;33;72;8;81
19,83;51;8;150;80
20,130;64;9;62
21,9;42;12;148
22,9;65;80;143;23
23,51;7;83;27;4
24,148;44;26;71
25,116;134;81;33;61
26,81;125;83;56;61
27,72;4;144;9;7
28,12;10;81;83;149
29,9;83;51;26
30,64;26;51;14;144;112
31,143;134;116;71;62
32,131;8;144;42;80
33,44;51;116;72;130;26
34,83;27;81;4;47
35,33;8;148;61
36,130;9;116;44;12;71
37,12;83;82;4
38,116;135;33;134
39,33;139;10
40,83;71;116;7;130
41,116;71;51;44;33
42,130;44;8;116;51
43,44;116;94;148;144
44,44;10;9;27;130;39
45,39;71;116;65
46,125;130;9;62;26
47,125;87;51;12;8;97
48,33;143;116;130;26;4
49,33;23;94;9;87
50,148;9;65;130
51,122;7;50;25
52,12;4;83;130;9;26
53,134;72;4;61
54,44;51;33;27;148
55,62;33;12;50;112
56,143;51;134;44;7
57,110;83;64;146
58,10;64;107
59,9;27;81;12;8
60,134;51;12;26;102
61,26;51;144;27;8;9
62,116;51;33;71
63,130;144;7;131;149
64,130;65;134;4
65,130;33;44;8
66,33;130;51;125;14
67,116;44;8;42;61
68,144;8;81;148
69,116;87;51;33;130;4
70,44;131;143;72;148
71,82;111;149;11
72,64;130;51;9;94
73,94;131;83;26;148
74,144;8;26;94
75,149;62;33;12
76,33;27;149;71;94
77,12;116;87;51;144
78,51;12;81;7;39
79,83;71;80;64;143
80,9;134;80
81,116;33;83;9
82,130;33;9;144;71;143
83,44;143;71;107
84,51;72;26;112
85,61;144;47
86,33;144;44;143;27
87,42;44;131;134;72
88,131;116;112
89,7;44;33;144
90,131;102
91,148;51;72;12;71
92,44;72;33;134;27
93,83;130;8;94;149
94,33;12;65;9;138
95,131;33;12;134;116;4
96,42;94;50
97,134;8;149
98,33;8;139;144;138;7
99,134;116;130;87;26
100,130;116;148;72;83;131
